"DATA_YEAR","ARRESTEE_ID","WEAPON_ID","NIBRS_ARRESTEE_WEAPON_ID"
2020,38497403,1,38577867
2020,38497405,1,38577870
2020,38497483,1,38577932
2020,38501700,1,38582103
2020,38497616,1,38578080
2020,38497620,3,38578086
2020,38497783,1,38582305
2020,38501955,1,38578298
2020,38502206,1,38578682
2020,38498232,1,38578681
2020,38498229,1,38578679
2020,38502339,3,38582745
2020,38502454,1,38579011
2020,38498546,1,38579012
2020,38498626,1,38582906
2020,38502544,1,38582950
2020,38502545,1,38582951
2020,38502546,1,38579135
2020,38498723,1,38579179
2020,38502601,1,38583009
2020,38498718,1,38579175
2020,38498717,1,38579174
2020,38502668,1,38579250
2020,38502778,1,38579426
2020,38502854,1,38583259
2020,38502852,1,38579529
2020,38499113,1,38583299
2020,38502921,1,38579605
2020,38502933,1,38583332
2020,38502941,1,38583337
2020,40194925,1,40525434
2020,40200055,1,40525478
2020,40195210,1,40521390
2020,40200613,1,40521698
2020,40195743,1,40521910
2020,40195808,1,40526342
2020,40201157,1,40526618
2020,40196459,1,40527126
2020,40201748,1,40527229
2020,40196630,1,40527411
2020,40196641,1,40522788
2020,40196666,1,40522811
2020,40196670,1,40527473
2020,40202072,3,40522920
2020,40202132,4,40527614
2020,40196821,1,40522969
2020,40196820,1,40522967
2020,40196959,8,40523098
2020,40202344,1,40523134
2020,40202395,1,40527896
2020,40202404,1,40527907
2020,40197106,1,40527944
2020,40202455,1,40527943
2020,40202478,1,40527964
2020,40202480,1,40527966
2020,40202481,1,40527967
2020,40197151,1,40523303
2020,40197150,1,40523302
2020,40197220,1,40523371
2020,40197273,1,40523427
2020,40202710,1,40528187
2020,40202800,1,40528288
2020,40202883,1,40528370
2020,40202880,1,40528367
2020,40197534,3,40528368
2020,40202884,2,40528371
2020,40202878,2,40523673
2020,40197538,2,40523684
2020,40202873,2,40523672
2020,40197537,3,40523682
2020,40202881,2,40523678
2020,40197550,3,40523695
2020,40197577,1,40523715
2020,40202937,1,40523745
2020,40203018,1,40523840
2020,40203032,1,40528517
2020,40203071,1,40528545
2020,40197796,3,40523964
2020,40203178,1,40523989
2020,40203206,1,40524019
2020,40203332,1,40528788
2020,40203362,1,40524209
2020,40198046,1,40528826
2020,40198043,1,40524220
2020,40203396,1,40528849
2020,40203420,1,40528870
2020,38502559,1,38582968
2020,38498824,1,38583096
2020,38499056,1,38579512
2020,38499058,1,38583246
2020,38499067,1,38583255
2020,38502862,1,38583266
2020,38499123,1,38579590
2020,38499128,1,38579596
2020,38988395,1,39209162
2020,38988477,1,39209244
2020,38988553,1,39209320
2020,38988565,1,39209331
2020,38988576,1,39209342
2020,38988590,1,39209356
2020,38988594,3,39209361
2020,38494821,1,38575250
2020,38494872,1,38580036
2020,38988596,1,39209362
2020,38988625,1,39209393
2020,38988621,1,39209365
2020,38988597,1,39209363
2020,38988673,1,39209439
2020,38494909,1,38575336
2020,38988694,1,39209460
2020,38499735,1,38575463
2020,38495051,1,38580174
2020,38499820,1,38575580
2020,38495335,1,38575792
2020,38500150,1,38580551
2020,38500453,1,38580854
2020,38500549,1,38580950
2020,38500548,1,38580948
2020,38500625,1,38581030
2020,38988866,1,39209630
2020,38496836,1,38577307
2020,38496844,3,38581578
2020,38501212,1,38577348
2020,38496885,1,38577358
2020,38501437,1,38581828
2020,38497198,1,38581857
2020,38497330,1,38581944
2020,38501549,1,38577797
2020,38497340,3,38581951
2020,38501563,1,38581956
2020,38497407,1,38577873
2020,38497410,1,38577878
2020,38497431,1,38577894
2020,38501780,1,38582177
2020,38497632,1,38578096
2020,38501791,1,38578111
2020,38497658,1,38578125
2020,38497667,1,38578139
2020,38501831,3,38582223
2020,38501840,1,38582232
2020,38501866,1,38582257
2020,38497720,1,38578190
2020,38497804,1,38582332
2020,38988874,1,39209641
2020,38501980,1,38578332
2020,38988930,1,39209696
2020,38498046,1,38578508
2020,38498044,1,38578505
2020,38502136,7,38582537
2020,38502145,1,38582550
2020,38502144,1,38578612
2020,38498188,3,38578637
2020,38498243,1,38578696
2020,38498242,1,38578695
2020,38502298,1,38582704
2020,38502357,1,38578883
2020,38502396,1,38578941
2020,38498488,1,38578953
2020,38498515,1,38578984
2020,38498516,1,38578985
2020,38498514,1,38578983
2020,38498547,1,38579010
2020,38502557,1,38582965
2020,38498737,1,38579200
2020,38498836,1,38583109
2020,38502829,1,38579501
2020,38502828,1,38579500
2020,38502869,1,38579544
2020,38499107,1,38579569
2020,38502952,1,38583351
2020,38988985,1,39209751
2020,38989049,3,39209815
2020,38989051,1,39209817
2020,38989098,1,39209865
2020,38989103,1,39209870
2020,38989109,1,39209876
2020,38989110,6,39209877
2020,38989115,1,39209882
2020,38989167,5,39209934
2020,38989261,7,39210029
2020,38989267,1,39210035
2020,38989276,2,39210044
2020,38989283,6,39210051
2020,38989281,1,39210049
2020,38989294,1,39210062
2020,38989299,1,39210067
2020,38989303,2,39210071
2020,38989309,1,39210078
2020,38989310,2,39210077
2020,38989320,3,39210088
2020,38989338,8,39210106
2020,38989339,1,39210107
2020,38989348,1,39210116
2020,38989352,7,39210120
2020,38989366,1,39210134
2020,38989370,1,39210138
2020,38989380,1,39210148
2020,38989386,1,39210154
2020,38989387,1,39210155
2020,38989394,1,39210161
2020,38989393,1,39210162
2020,38989403,1,39210171
2020,38989405,1,39210173
2020,38989417,1,39210185
2020,38989432,1,39210201
2020,38989434,1,39210202
2020,38989437,1,39210205
2020,38989439,1,39210207
2020,38989443,1,39210211
2020,38989446,1,39210214
2020,38989448,1,39210216
2020,38989449,1,39210217
2020,38989452,1,39210220
2020,38989463,1,39210231
2020,38989464,7,39210232
2020,38989471,1,39210239
2020,38989479,1,39210247
2020,38989483,1,39210251
2020,38989491,1,39210259
2020,38989490,1,39210258
2020,38989492,1,39210260
2020,38989498,1,39210266
2020,38497837,3,38578299
2020,38502099,1,38578535
2020,38498181,1,38578632
2020,38498182,1,38582572
2020,38498215,1,38582609
2020,38498261,1,38582637
2020,38498384,1,38578844
2020,38498576,1,38579037
2020,38502534,1,38579127
2020,38498774,1,38583050
2020,38502658,3,38583060
2020,38498796,1,38583077
2020,38495038,1,38580161
2020,38495138,1,38580235
2020,38499846,1,38575608
2020,38499921,1,38575692
2020,38499917,1,38575691
2020,38499922,1,38575693
2020,38499981,1,38575758
2020,38500114,1,38580514
2020,38495451,1,38575907
2020,38500211,1,38576024
2020,38495560,1,38576022
2020,38495579,1,38576046
2020,38500241,1,38580630
2020,38495593,1,38580621
2020,38495769,1,38576238
2020,38500407,1,38580804
2020,38495979,1,38576442
2020,38496499,7,38581310
2020,38500915,1,38581321
2020,38501050,1,38581444
2020,38501064,1,38577139
2020,38496755,1,38581515
2020,38496756,1,38577227
2020,38496766,1,38581525
2020,38496914,1,38581622
2020,38497057,1,38581733
2020,38497331,1,38577798
2020,38497336,1,38577801
2020,38501551,1,38581946
2020,38501677,1,38582076
2020,38497492,1,38582079
2020,38501693,1,38582098
2020,38497531,1,38577990
2020,38497752,1,38578221
2020,38501894,1,38582286
2020,38501937,1,38582340
2020,38502228,1,38578720
2020,38498310,1,38578765
2020,38502267,1,38578764
2020,38498442,1,38582777
2020,38498453,1,38582783
2020,38498494,1,38578956
2020,38498554,1,38579018
2020,38502515,1,38582919
2020,38502680,1,38579270
2020,38502705,1,38579303
2020,38502723,1,38579332
2020,38498874,1,38579330
2020,38499893,1,38580304
2020,38500028,1,38580422
2020,38500070,1,38575857
2020,38500069,1,38580464
2020,38495428,1,38580488
2020,38495427,1,38575885
2020,38495436,1,38575892
2020,38495438,1,38580494
2020,38495486,1,38575940
2020,38495561,1,38576027
2020,38495586,1,38576052
2020,38500231,1,38576054
2020,38495919,1,38576380
2020,38495952,3,38576410
2020,38496078,1,38580972
2020,38496369,1,38581187
2020,38500831,1,38581230
2020,38496878,1,38577349
2020,38496892,1,38577367
2020,38496899,1,38577379
2020,38501255,1,38581635
2020,38496940,1,38581640
2020,38496958,7,38581655
2020,38501338,1,38581724
2020,38501384,1,38581772
2020,38497131,1,38577606
2020,38501453,1,38577649
2020,38497178,1,38581843
2020,38501502,1,38577708
2020,38497291,1,38577767
2020,38497391,1,38581980
2020,38497563,1,38582132
2020,38497660,1,38578130
2020,38497792,1,38578253
2020,38501943,1,38582343
2020,38502064,1,38578474
2020,38498018,1,38578479
2020,38502088,1,38578518
2020,38498117,1,38578579
2020,38498173,1,38582567
2020,38498174,1,38578628
2020,38498195,1,38578648
2020,38498254,1,38578707
2020,38502221,1,38578708
2020,38498448,1,38578908
2020,38502406,1,38582809
2020,38498524,1,38578991
2020,38502561,1,38582970
2020,38502567,1,38582974
2020,38502670,1,38583074
2020,38498816,1,38579276
2020,38498826,1,38583095
2020,38502711,1,38579311
2020,38502736,1,38579352
2020,38502827,1,38583240
2020,38502831,1,38583242
2020,38502860,1,38583264
2020,38502861,1,38579537
2020,38499100,1,38579563
2020,38499102,1,38579564
2020,38502907,1,38579586
2020,38502923,1,38583320
2020,38502938,1,38579630
2020,38499162,1,38583335
2020,38499159,1,38579627
2020,38499166,1,38579635
2020,39319164,1,39539590
2020,39319514,1,39540088
2020,39319555,1,39540129
2020,39319559,1,39540134
2020,39319579,1,39540158
2020,39319592,1,39539663
2020,39319644,1,39540217
2020,39319718,1,39540292
2020,39319739,1,39539829
2020,39319893,1,39540451
2020,39324607,1,39540533
2020,39319983,1,39545055
2020,39318998,1,39539421
2020,39314376,1,39539956
2020,39314391,1,39539459
2020,39314462,1,39540038
2020,39314463,1,39540040
2020,39314472,1,39540049
2020,39314497,1,39539583
2020,39319529,1,39540099
2020,39319197,1,39539622
2020,39319558,1,39540133
2020,39319568,1,39539643
2020,39319217,1,39539641
2020,39319240,1,39539661
2020,39319611,1,39539679
2020,39319680,1,39540252
2020,39319758,1,39539839
2020,39319411,1,39540324
2020,39319767,1,39539859
2020,39319459,1,39539899
2020,39319817,1,39539908
2020,39319490,1,39539929
2020,39319849,1,39544936
2020,39319848,1,39540410
2020,39319874,1,39540434
2020,39324563,1,39545004
2020,39319932,1,39540493
2020,39319946,1,39545024
2020,39324578,1,39545022
2020,39319961,1,39540516
2020,39319974,1,39545041
2020,39319976,1,39545049
2020,39320005,3,39540560
2020,39320077,1,39545140
2020,38495353,1,38575813
2020,38499971,1,38580380
2020,38500046,1,38575836
2020,38500076,1,38575861
2020,38495467,1,38575925
2020,38500147,1,38580548
2020,38495581,1,38580617
2020,38500374,1,38576236
2020,38500401,1,38576285
2020,38496068,1,38576525
2020,38496425,1,38581241
2020,38500843,1,38576888
2020,38500844,1,38576889
2020,38496602,1,38581401
2020,38496722,1,38577190
2020,38496858,1,38577329
2020,38496945,1,38577421
2020,38496986,1,38581678
2020,38501294,1,38581677
2020,38496987,1,38581679
2020,38497067,1,38581745
2020,38497087,1,38577556
2020,38501407,1,38577593
2020,38497187,1,38581850
2020,38501499,1,38581884
2020,38497352,1,38577817
2020,38501595,1,38577872
2020,38497443,1,38577901
2020,38501688,1,38577972
2020,38497555,1,38582120
2020,38501742,1,38578051
2020,38497767,1,38578236
2020,38497778,1,38582301
2020,38501901,1,38582300
2020,38497775,1,38582297
2020,38501912,1,38582315
2020,38497799,1,38578257
2020,38497806,1,38578261
2020,38497831,1,38578292
2020,38497834,1,38578295
2020,38497933,1,38578393
2020,38498022,1,38582475
2020,38502100,1,38578537
2020,38498247,1,38578699
2020,38498239,1,38578692
2020,38498240,1,38578693
2020,38498281,1,38578734
2020,38498283,1,38582653
2020,38502278,1,38578777
2020,38498460,1,38578923
2020,38498464,1,38578928
2020,38498495,1,38578957
2020,38494771,1,38579963
2020,38499879,1,38575650
2020,38499952,1,38580366
2020,38500058,1,38580456
2020,38495424,1,38575876
2020,38495491,1,38575945
2020,38495541,1,38575997
2020,38495796,3,38576259
2020,38495799,1,38576264
2020,38495798,3,38576263
2020,38495851,1,38580812
2020,38495872,1,38576333
2020,38495871,1,38576332
2020,38500537,1,38580937
2020,38500546,1,38576510
2020,38500613,1,38576605
2020,38496155,1,38581020
2020,38496277,1,38576728
2020,38500782,1,38581191
2020,38496373,1,38576825
2020,38500796,1,38581202
2020,38496576,1,38577037
2020,38496616,1,38577077
2020,38496620,1,38577083
2020,38496736,1,38577206
2020,38501138,1,38577244
2020,38496776,1,38577240
2020,38501332,1,38581718
2020,38501406,1,38581793
2020,38501404,1,38577590
2020,38501434,1,38577627
2020,38501443,1,38581835
2020,38501611,1,38577880
2020,38497416,1,38577882
2020,38497415,1,38582006
2020,38501640,1,38577916
2020,38497548,1,38578003
2020,38501732,1,38582137
2020,38501731,1,38578018
2020,38497619,1,38578084
2020,38501990,3,38578344
2020,38502070,1,38582476
2020,38498004,1,38582461
2020,38502076,4,38582482
2020,38502077,4,38578494
2020,38498259,1,38582633
2020,38498268,1,38578726
2020,38498309,1,38582675
2020,38502274,1,38578773
2020,38498434,1,38578881
2020,38502461,1,38582865
2020,38498634,1,38579096
2020,38498659,1,38579121
2020,38502571,1,38582981
2020,38499911,1,38580331
2020,38495256,1,38575690
2020,38499908,1,38580329
2020,38495278,1,38575718
2020,38500036,1,38580435
2020,38500209,1,38576020
2020,38495576,1,38580611
2020,38495853,1,38576317
2020,38495888,1,38576344
2020,38500505,1,38580903
2020,38496016,1,38576476
2020,38496029,1,38576490
2020,38496326,7,38576770
2020,38496350,1,38581170
2020,38500762,1,38576808
2020,38500763,1,38581175
2020,38496371,1,38576815
2020,38500871,1,38581273
2020,38496508,1,38576963
2020,38501065,1,38581453
2020,38501070,1,38577145
2020,38501166,1,38581556
2020,38497016,1,38581703
2020,38501402,1,38581789
2020,38501401,1,38581788
2020,38501414,1,38581798
2020,38497192,7,38577663
2020,38497241,1,38577719
2020,38497289,1,38577765
2020,38501559,1,38581955
2020,38501679,1,38582080
2020,38501701,1,38582104
2020,38501736,1,38582142
2020,38497642,1,38578108
2020,38497688,1,38578156
2020,38497708,1,38578179
2020,38501867,1,38582258
2020,38497724,1,38582261
2020,38502051,1,38582451
2020,38498010,1,38582463
2020,38498052,1,38578507
2020,38502102,1,38578543
2020,38498124,1,38578588
2020,38498325,1,38578781
2020,38498326,1,38578784
2020,38498390,1,38582732
2020,38498389,1,38578850
2020,38502347,1,38582752
2020,38498407,1,38578866
2020,38502393,1,38582795
2020,38498640,1,38582917
2020,38502621,1,38579201
2020,38498875,1,38583131
2020,38499007,5,38579460
2020,38494895,1,38575325
2020,38499720,1,38575440
2020,38494843,1,38575273
2020,38495026,1,38575443
2020,38499902,1,38580324
2020,38495261,1,38580348
2020,38495332,1,38575787
2020,38500019,1,38580412
2020,38500112,1,38580512
2020,38495450,1,38575904
2020,38500125,1,38580523
2020,38500124,1,38580522
2020,38495464,1,38580525
2020,38500130,1,38575924
2020,38500172,1,38580575
2020,38495530,1,38575986
2020,38500183,1,38580581
2020,38495552,1,38576016
2020,38495568,1,38580608
2020,38500233,1,38576058
2020,38500259,1,38580643
2020,38500264,1,38576098
2020,38495626,1,38576097
2020,38495624,1,38576095
2020,38500335,1,38576195
2020,38495806,1,38576271
2020,38495815,1,38576280
2020,38500417,1,38580806
2020,38500521,1,38576463
2020,38496018,1,38580929
2020,38496218,3,38576665
2020,38500677,1,38581090
2020,38500726,1,38581140
2020,38500725,1,38581138
2020,38496303,1,38576750
2020,38500746,1,38576779
2020,38500787,1,38581194
2020,38496382,1,38576839
2020,38500817,1,38581216
2020,38500836,1,38581233
2020,38496527,1,38581339
2020,38496626,1,38577087
2020,38501023,1,38581420
2020,38496639,1,38577101
2020,38496702,1,38577171
2020,38496750,1,38581512
2020,38501122,1,38581510
2020,38496790,1,38581540
2020,38501167,1,38577283
2020,38496824,1,38577293
2020,38496941,1,38577417
2020,38501259,1,38577419
2020,38501260,1,38581644
2020,38496954,1,38577430
2020,38501289,1,38581671
2020,38497075,1,38581741
2020,38501415,1,38581799
2020,38501426,1,38581810
2020,38497188,1,38581851
2020,38501486,1,38577685
2020,38497237,1,38581886
2020,38497263,1,38577744
2020,38501518,1,38581900
2020,38497304,1,38577777
2020,38501542,1,38581936
2020,38501590,1,38581987
2020,38497523,1,38577980
2020,38497540,2,38577996
2020,38501729,4,38578032
2020,38501729,7,38578033
2020,38497591,1,38578041
2020,38497621,1,38578087
2020,38497647,1,38582188
2020,38497657,1,38578122
2020,38497664,1,38582210
2020,38501849,4,38578168
2020,38501861,1,38582252
2020,38501953,1,38582355
2020,38498054,1,38578516
2020,38498107,1,38578569
2020,38502128,1,38578581
2020,38498175,1,38582569
2020,38498178,1,38578630
2020,38502163,1,38582579
2020,38502220,1,38578706
2020,38502268,3,38578766
2020,38502299,1,38582707
2020,38498341,1,38578800
2020,38498342,1,38578801
2020,38502338,1,38578860
2020,38498414,1,38582755
2020,38498440,1,38582773
2020,38502394,7,38582794
2020,38498482,1,38582798
2020,38498487,1,38578951
2020,38502421,1,38582821
2020,38502427,1,38582823
2020,38498511,1,38578981
2020,38502509,1,38582912
2020,38502549,1,38582954
2020,38502566,1,38582972
2020,38502562,1,38579143
2020,38498772,1,38579237
2020,38502676,1,38579267
2020,38498929,1,38579390
2020,38499042,1,38579492
2020,38499065,1,38579524
2020,38499072,1,38579534
2020,38502887,1,38583288
2020,38499098,1,38583289
2020,38502888,1,38579562
2020,38499115,1,38579580
2020,38499132,1,38583316
2020,38502920,1,38583317
2020,38499135,1,38579603
2020,38499136,1,38579604
2020,38499148,1,38583330
2020,38499154,1,38579621
2020,38498726,1,38583015
2020,38502669,1,38579253
2020,38498802,3,38579265
2020,38498797,3,38579258
2020,38498799,3,38579262
2020,38502672,3,38579257
2020,38498798,3,38579261
2020,38498803,3,38579266
2020,38498817,1,38579277
2020,38499047,1,38579499
2020,38499083,7,38579545
2020,38502875,7,38583277
2020,38502883,1,38583283
2020,38499109,1,38583295
2020,38502895,1,38579574
2020,38499116,1,38579581
2020,38499168,1,38579637
2020,39319600,1,39540179
2020,39319629,3,39540203
2020,39319289,1,39540219
2020,39319645,1,39540218
2020,39319733,1,39539817
2020,39319763,1,39540331
2020,39319442,1,39540354
2020,39324523,1,39540436
2020,39319879,1,39540438
2020,39324536,1,39544978
2020,39319910,1,39540466
2020,39324553,1,39544997
2020,39324552,1,39544996
2020,39319960,1,39540515
2020,39324586,1,39540520
2020,39319975,1,39545045
2020,39324603,1,39545048
2020,39324601,1,39545046
2020,39319977,1,39545050
2020,39324621,1,39545068
2020,39320014,1,39540574
2020,39320098,1,39545163
2020,39324709,3,39545149
2020,39320107,1,39540675
2020,39320142,1,39545201
2020,40205067,1,40530882
2020,40205062,1,40535503
2020,40209678,1,40535504
2020,40205065,1,40535506
2020,40209673,1,40530875
2020,40209714,2,40535531
2020,40209809,1,40531016
2020,40195299,1,40521476
2020,40195384,2,40521567
2020,40200606,1,40521690
2020,40196047,1,40522221
2020,40201273,1,40526731
2020,40201272,1,40526730
2020,40201294,1,40526751
2020,40196277,1,40526826
2020,40201389,1,40526844
2020,40201391,1,40526851
2020,40196584,1,40522731
2020,40201930,1,40527410
2020,40196673,1,40527475
2020,40202003,1,40527486
2020,40202001,1,40527484
2020,40196698,1,40522845
2020,40202138,1,40522982
2020,40202153,7,40527633
2020,40196847,1,40522998
2020,40202269,1,40523090
2020,40197077,1,40523207
2020,40197115,1,40527952
2020,40202465,1,40527950
2020,40202494,1,40527979
2020,40202522,1,40527997
2020,40197176,1,40523331
2020,40197198,1,40523351
2020,40202556,1,40523375
2020,40202578,1,40523389
2020,40197242,1,40523399
2020,40202589,1,40528062
2020,40197282,7,40528101
2020,40197440,1,40523585
2020,40197445,1,40528262
2020,40202780,1,40528268
2020,40197469,1,40523609
2020,40197549,7,40523694
2020,40197585,1,40523733
2020,40197831,1,40523998
2020,40197827,1,40528651
2020,40197852,1,40524021
2020,40197966,1,40528765
2020,40197989,1,40524164
2020,40197991,1,40524165
2020,40197995,1,40528785
2020,40198018,1,40524195
2020,38495409,1,38575865
2020,38495429,1,38575886
2020,38495456,1,38575912
2020,38500032,1,38580430
2020,38500177,1,38575976
2020,38495622,1,38576094
2020,38500280,1,38576111
2020,38500420,1,38580814
2020,38495861,1,38576328
2020,38495915,1,38580861
2020,38495946,1,38576405
2020,38495987,1,38580911
2020,38500522,1,38576469
2020,38496005,1,38576467
2020,38500594,1,38576568
2020,38500618,1,38581024
2020,38496139,1,38581014
2020,38496149,1,38581018
2020,38500808,1,38576843
2020,38496405,1,38576866
2020,38496481,1,38581290
2020,38496565,1,38577020
2020,38501002,1,38581402
2020,38501016,1,38581414
2020,38501073,1,38581463
2020,38501107,1,38577203
2020,38496827,1,38577297
2020,38496887,1,38581607
2020,38497006,1,38581691
2020,38501314,1,38581692
2020,38497229,1,38577704
2020,38501509,1,38577716
2020,38501534,1,38581918
2020,38497475,1,38577939
2020,38497590,1,38578047
2020,38497652,1,38578120
2020,38497785,2,38582306
2020,38501961,1,38578307
2020,38502132,1,38582532
2020,38498129,1,38578593
2020,38498128,1,38578592
2020,38498133,1,38582536
2020,38498130,1,38578594
2020,38502133,1,38582533
2020,38498159,1,38578617
2020,38502154,1,38578621
2020,38502178,1,38578655
2020,38502311,1,38582715
2020,38498378,3,38578837
2020,38502319,1,38578835
2020,38502317,1,38578834
2020,38498393,1,38582736
2020,38502452,1,38582852
2020,38502682,1,38583081
2020,38498891,1,38579349
2020,38498892,1,38579351
2020,40204860,1,40535302
2020,40204867,1,40535310
2020,40209567,1,40530774
2020,38498851,1,38583118
2020,38502720,1,38579321
2020,38498853,1,38579309
2020,38498843,1,38579297
2020,38498850,1,38583114
2020,38502712,1,38579313
2020,38498860,1,38579314
2020,38502765,1,38583167
2020,38502770,1,38579411
2020,39320061,1,39540624
2020,39320159,1,39540724
2020,39320161,1,39545221
2020,40202112,1,40527596
2020,40202145,1,40527627
2020,40202186,1,40527672
2020,40196905,1,40527690
2020,40202246,1,40527737
2020,40202366,1,40527864
2020,40202365,1,40527863
2020,40197040,1,40523170
