"DATA_YEAR","SUSPECTED_DRUG_TYPE_ID","PROPERTY_ID","EST_DRUG_QTY","DRUG_MEASURE_TYPE_ID","NIBRS_SUSPECTED_DRUG_ID"
2020,12,137129111,1,1,16511347
2020,5,137131000,1,1,16511372
2020,12,137131000,2,1,16514303
2020,5,137101050,392,1,16506992
2020,5,137098129,1.5,1,16508821
2020,5,137098505,0.003,1,16508902
2020,11,137101520,3,1,16508925
2020,5,137101520,40,1,16507104
2020,5,137101580,0.001,1,16507117
2020,11,137101580,0.001,9,16507116
2020,5,137099160,0.35,4,16509025
2020,16,137099160,48.63,1,16509027
2020,1,137099160,60,1,16509026
2020,5,137105158,1,11,16509149
2020,5,137103981,1,1,16507452
2020,5,137107331,46,1,16509493
2020,16,137110390,1,11,16509627
2020,4,137117064,3,1,16510204
2020,12,137117064,1,1,16510205
2020,12,137114498,1,11,16513246
2020,12,137118071,1,11,16510380
2020,2,137118098,1,11,16513399
2020,14,137120431,1,11,16513409
2020,11,137119076,1,3,16513559
2020,5,137119076,1,11,16513558
2020,5,137126563,1,11,16510887
2020,12,137126713,0.001,1,16513897
2020,12,137127477,0.4,1,16514035
2020,5,137127477,1,1,16511055
2020,5,137127614,1,11,16514067
2020,12,137095430,3,1,16508385
2020,17,137095430,1,9,16508386
2020,8,137095430,400,9,16506559
2020,5,137096225,0.002,1,16508485
2020,5,137097749,0.003,3,16506896
2020,1,137101074,1,1,16507007
2020,7,137098593,0.009,9,16508922
2020,16,137103455,8,1,16507386
2020,2,137103455,1,1,16507385
2020,5,137105878,0.005,3,16509253
2020,12,137110887,1,11,16512766
2020,5,137109194,1,11,16509812
2020,5,137112338,0.001,1,16512923
2020,12,137112477,0.001,1,16509940
2020,12,137113112,1,1,16510031
2020,5,137117045,0.001,3,16510198
2020,5,137117083,0.001,1,16510213
2020,5,137120425,0.031,1,16510390
2020,16,137119334,1,11,16510605
2020,12,137121484,0.4,1,16513598
2020,12,137121563,0.4,1,16513611
2020,5,137121563,2.3,1,16513612
2020,5,137125616,0.001,3,16513759
2020,2,137126580,0.003,1,16513876
2020,2,137123987,1,11,16510954
2020,1,137127612,1,1,16514065
2020,12,137129898,1,11,16511146
2020,15,137128468,1,9,16511217
2020,12,137130371,1,11,16511227
2020,12,137130381,1,11,16514185
2020,12,137130696,1,3,16514244
2020,12,137130746,1,1,16514254
2020,12,137129223,1,11,16511371
2020,5,137131017,1,1,16514306
2020,12,137131033,1,11,16514307
2020,12,137131189,1,11,16511402
2020,12,137131297,1,11,16514348
2020,12,137131299,1,11,16511418
2020,5,137103081,1,11,16507350
2020,12,137106837,1,11,16512526
2020,2,137106837,3,1,16509393
2020,5,137106837,1,11,16512525
2020,5,137109624,1,1,16509425
2020,12,137107480,4,1,16509524
2020,5,137110139,0.009,4,16512637
2020,2,137114873,0.001,1,16509918
2020,5,137112560,1,11,16512985
2020,11,137112560,1,11,16509962
2020,8,137115232,0.001,9,16513018
2020,8,137115958,0.001,9,16510087
2020,5,137119880,0.015,1,16510290
2020,5,137120045,0.088,3,16510311
2020,5,137117928,1,11,16513372
2020,12,137118688,1,11,16510482
2020,5,137119467,77.5,1,16510630
2020,12,137119467,90.7,1,16510629
2020,17,137125215,,,16513686
2020,12,137123256,0.007,1,16513829
2020,5,137126646,23,1,16510897
2020,12,137127513,2,1,16511063
2020,12,137128387,0.2,1,16511207
2020,5,137130355,56.8,1,16514180
2020,5,137129066,1,11,16511341
2020,5,137103433,20,1,16509218
2020,2,137103433,0.4,1,16507382
2020,12,137103569,0.002,1,16509250
2020,12,137106887,1,1,16509411
2020,8,137110265,1,9,16509586
2020,12,137116003,1,1,16513113
2020,17,137119604,1,9,16510256
2020,8,137120190,10,9,16510346
2020,5,137120727,0.002,1,16513471
2020,12,137119056,1,11,16510557
2020,12,137119090,1,11,16510563
2020,12,137121410,1,11,16513584
2020,5,137119325,0.3,1,16510601
2020,8,137119325,1,11,16510600
2020,5,137125977,1,3,16510824
2020,12,137126281,0.012,1,16510851
2020,11,137123408,0.004,9,16510860
2020,16,137123408,0.051,9,16513848
2020,4,137123431,,,16513855
2020,5,137127645,1,11,16511104
2020,12,137127878,1,11,16514107
2020,12,137128470,1.6,1,16511219
2020,5,137130485,62.4,1,16514211
2020,5,137130542,1,1,16514217
2020,12,137129039,1,3,16511338
2020,12,137129265,1,11,16511377
2020,9,137097090,,,16508639
2020,2,137101071,7.5,1,16507003
2020,18,137101071,,,16507005
2020,1,137101071,4.2,1,16507004
2020,4,137101082,26.3,1,16507010
2020,5,137101789,1,3,16508961
2020,1,137105715,0.001,1,16509220
2020,12,137105834,,,16509243
2020,5,137109890,5,1,16509491
2020,5,137107354,1.5,1,16509503
2020,16,137107354,0.5,1,16509504
2020,5,137108351,1,11,16509716
2020,12,137111513,0.037,1,16512826
2020,5,137111718,0.004,4,16509810
2020,12,137112461,0.001,1,16512946
2020,11,137112799,0.085,9,16513017
2020,5,137114036,8.7,1,16510135
2020,12,137114036,18.8,1,16510136
2020,1,137114049,1,1,16513163
2020,5,137118400,,,16510438
2020,5,137120920,1,11,16513493
2020,12,137118971,1,11,16510539
2020,5,137118995,4,1,16510546
2020,5,137121480,10.2,1,16513597
2020,2,137124580,1,11,16510642
2020,17,137124766,,,16510656
2020,12,137121925,1,1,16513651
2020,12,137122153,1,11,16513669
2020,17,137125330,,,16513706
2020,11,137126115,1,11,16513825
2020,16,137127216,1,1,16511002
2020,12,137124333,1,11,16514000
2020,5,137129602,1,1,16514056
2020,12,137097062,0.006,1,16508627
2020,5,137102246,2.8,1,16507233
2020,5,137105329,4,1,16509186
2020,5,137105415,1,1,16509197
2020,12,137105415,1.1,1,16509196
2020,8,137107334,1,11,16509497
2020,12,137107334,1,11,16509498
2020,4,137107334,1,11,16509496
2020,2,137110374,1,11,16512695
2020,5,137110498,1,1,16512718
2020,12,137108954,1,11,16512824
2020,12,137114753,0.002,1,16509886
2020,5,137114033,117,1,16513157
2020,12,137116818,1,1,16510158
2020,12,137114461,1,11,16513234
2020,16,137114461,1,11,16513235
2020,16,137117134,1,11,16510224
2020,5,137114502,1,11,16513248
2020,12,137120314,1,11,16513387
2020,12,137120421,1,11,16510389
2020,12,137118385,1,11,16513442
2020,2,137118385,1,11,16510433
2020,12,137121488,45.3,1,16513599
2020,12,137121994,0.5,1,16510665
2020,17,137122470,,,16513727
2020,5,137122616,0.001,3,16513757
2020,16,137124375,1,11,16514007
2020,16,137127422,1,11,16514021
2020,16,137127873,1,11,16514105
2020,16,137127953,1,11,16511155
2020,12,137128000,1,11,16511160
2020,5,137130021,11,1,16514129
2020,17,137130033,,,16514131
2020,16,137128062,1,11,16514135
2020,17,137130352,1,11,16514179
2020,12,137128620,1,9,16511256
2020,5,137130619,1,1,16514232
2020,12,137128918,1,11,16511314
2020,12,137131180,1,1,16511401
2020,5,137097223,8.1,1,16508661
2020,16,137098704,0.003,9,16507135
2020,12,137105395,0.5,1,16509195
2020,16,137103862,90,1,16509296
2020,5,137103862,39.5,1,16509295
2020,5,137104513,3,1,16509410
2020,5,137106889,1,1,16509412
2020,5,137109874,121,1,16509486
2020,2,137109874,2,1,16509485
2020,5,137107320,6,1,16509489
2020,8,137110032,0.999,3,16509531
2020,16,137107591,1,9,16509557
2020,12,137107663,1,11,16509571
2020,12,137107687,1,11,16512657
2020,12,137108288,1,11,16509692
2020,5,137108288,3.5,1,16512760
2020,15,137110871,5,9,16512763
2020,12,137110871,12,1,16512761
2020,5,137108320,1,11,16509706
2020,12,137108349,30,1,16509695
2020,16,137108349,14,9,16509697
2020,2,137111749,1,11,16509819
2020,5,137112470,1,11,16509938
2020,5,137112513,1,11,16512965
2020,12,137114064,0.03,1,16513167
2020,5,137114475,0.002,1,16510223
2020,12,137120179,,,16513364
2020,5,137120443,1,11,16513412
2020,5,137118727,0.001,3,16510487
2020,14,137121099,1,11,16510524
2020,12,137121099,1,11,16510525
2020,5,137119369,4.9,1,16510613
2020,9,137119369,0.1,1,16510612
2020,13,137119369,60,9,16510611
2020,12,137122202,1,11,16513674
2020,17,137125166,,,16513679
2020,12,137126336,1,11,16510858
2020,12,137126552,0.005,1,16510886
2020,5,137127378,1,11,16511037
2020,5,137127883,1,1,16514108
2020,17,137130065,,,16514136
2020,12,137130425,1,11,16511246
2020,5,137130425,1,11,16511245
2020,12,137128656,1,1,16514213
2020,7,137128859,1,11,16511296
2020,5,137130717,71,1,16514247
2020,12,137130906,1,3,16511349
2020,5,137130945,0.6,1,16514292
2020,5,137129454,1,11,16514321
2020,4,137099912,0.002,1,16506755
2020,5,137097050,,,16508624
2020,5,137100387,1,11,16506843
2020,8,137098142,0.5,9,16508827
2020,5,137098142,0.53,1,16508826
2020,5,137101218,6.7,1,16507029
2020,5,137101575,0.006,1,16508932
2020,5,137098652,0.03,1,16508933
2020,5,137099119,11,1,16509011
2020,2,137099119,1,1,16509009
2020,1,137099119,13.5,1,16509010
2020,17,137105275,1,1,16507344
2020,12,137105807,0.017,1,16507397
2020,16,137105830,0.2,1,16509241
2020,5,137105830,3.2,1,16509239
2020,12,137105830,1.6,1,16507399
2020,1,127695131,,,14662558
2020,5,127695131,,,14662559
2020,5,127695136,1,3,14657489
2020,2,127695166,1,1,14657494
2020,12,131810531,0.01,1,15527701
2020,5,131815558,0.002,1,15518247
2020,5,131810610,,,15518251
2020,5,131810647,1,1,15518255
2020,17,131810647,1,1,15518253
2020,2,131810655,0.001,1,15527714
2020,5,131810697,0.001,3,15518266
2020,12,131810697,0.001,1,15518268
2020,17,131815796,4,9,15518280
2020,5,131815814,0.001,3,15518282
2020,17,131815813,13.5,9,15527735
2020,5,131815909,1,9,15518294
2020,5,131815909,53,1,15518295
2020,12,131810577,3,1,15527707
2020,12,131810770,1,1,15518300
2020,5,131810826,10,1,15518313
2020,5,131810861,24,1,15527756
2020,5,131810857,0.001,1,15518315
2020,12,131811035,3.5,1,15518343
2020,12,131811101,1,11,15527804
2020,5,123842984,1.001,3,13669818
2020,4,123842984,1.001,1,13683160
2020,8,123843694,1,5,13669887
2020,5,123843694,1,1,13683290
2020,12,123845475,1,1,13669888
2020,5,123845507,1,11,13683294
2020,12,123845507,1,11,13683295
2020,5,123811604,1,11,13668941
2020,12,123811560,1,1,13668932
2020,8,123811560,1,9,13687552
2020,2,123811560,1,1,13668931
2020,5,123813561,1,9,13682788
2020,5,123831700,0.2,3,13682789
2020,1,123813624,1,11,13669173
2020,5,123831782,1,3,13682799
2020,16,123831782,1,1,13682800
2020,5,123813758,1,1,13669193
2020,5,123831823,1,11,13682803
2020,12,123813808,,,13687672
2020,12,123835827,,,13669212
2020,4,123835827,,,13669213
2020,5,123813889,,,13669226
2020,5,123813939,2.3,1,13682819
2020,5,123831942,1,11,13682822
2020,2,123831942,1,11,13669236
2020,5,123832113,1,11,13669278
2020,17,123814404,,,13669318
2020,17,123836145,,,13669322
2020,12,123839719,1,9,13669366
2020,2,123832605,1,11,13682906
2020,5,123836478,1,11,13687783
2020,5,123836538,1,11,13687800
2020,5,123832663,1,9,13682910
2020,5,123837166,28,1,13687915
2020,2,123833071,0.02,3,13669577
2020,5,123837228,51,1,13687925
2020,2,123837228,7,1,13687924
2020,5,123841175,7.5,1,13669591
2020,1,123841865,1,9,13669668
2020,12,123842071,1,9,13669692
2020,5,123837811,1,3,13688002
2020,8,123837940,1,9,13688034
2020,5,123837940,1,11,13688033
2020,17,123842317,,,13669731
2020,11,123842352,,,13669735
2020,14,123834277,5,9,13669765
2020,5,123834545,0.001,1,13683147
2020,16,123834545,0.001,1,13683148
2020,5,123839523,1,11,13688210
2020,4,123811508,0.01,1,13668914
2020,12,123811767,1,11,13668951
2020,5,123811767,1,11,13668952
2020,12,123830223,1,11,13682586
2020,5,123830268,1,3,13682589
2020,13,123830268,1,11,13682590
2020,5,123812786,1,11,13669095
2020,5,123812827,1,3,13669098
2020,12,123812915,1,11,13682735
2020,5,123813006,2.2,1,13669115
2020,5,123813129,5,1,13682762
2020,5,123813383,0.001,3,13669154
2020,5,123831617,1,3,13682778
2020,5,123831632,3,3,13669157
2020,5,123813645,0.005,1,13669176
2020,5,123835739,0.4,3,13687661
2020,5,123813755,1,1,13669191
2020,5,123835779,1,3,13669192
2020,16,123813775,7,1,13669198
2020,16,123835795,1,11,13669200
2020,5,123814182,1,3,13687696
2020,17,123814197,,,13669282
2020,5,123814295,1,9,13687704
2020,2,123842297,1,11,13688028
2020,5,123842379,1,3,13688040
2020,5,123838341,1,11,13669748
2020,12,123834104,0.001,1,13688075
2020,12,123838416,,,13688079
2020,1,123834154,1,11,13683099
2020,5,123834157,0.001,1,13688084
2020,12,123838791,0.001,1,13683137
2020,5,123845212,1,11,13683268
2020,12,123812053,2.1,1,13668991
2020,5,123830495,224.84,1,13682640
2020,5,123830495,19,9,13682639
2020,12,123830562,2.5,1,13682653
2020,5,123835231,,,13687600
2020,5,123812459,5.72,1,13669045
2020,5,123835440,17.1,1,13682698
2020,5,123812565,1,11,13669064
2020,5,123812595,1,11,13669068
2020,17,123812964,,,13669109
2020,5,123831258,2,1,13682745
2020,5,123813469,1,3,13669158
2020,5,123831818,1,9,13682802
2020,5,123835803,1,3,13687670
2020,5,123835807,0.9,1,13682807
2020,5,123813810,2,3,13669210
2020,12,123813859,,,13669225
2020,12,123832081,1,11,13669261
2020,5,123836015,28,1,13687698
2020,1,123832181,1,11,13682843
2020,5,123832226,1,11,13687709
2020,5,123814435,1,1,13669321
2020,5,123836236,1,11,13687740
2020,17,123840301,1,9,13669458
2020,5,123840301,1,11,13669459
2020,14,123840301,15.5,9,13669457
2020,5,123840565,3.6,1,13669506
2020,5,123840645,1.6,1,13669520
2020,16,123840726,1,1,13669539
2020,12,123840726,6.4,1,13669538
2020,5,123840726,15.1,1,13669537
2020,5,123840781,0.6,1,13669551
2020,12,123841895,0.001,1,13669671
2020,12,123833572,1,9,13669687
2020,12,123837801,5.5,1,13687999
2020,2,123837823,0.001,1,13669704
2020,5,123837823,0.001,1,13669705
2020,5,123833634,0.001,1,13669709
2020,4,123833634,0.001,1,13669708
2020,12,123837875,1,9,13688015
2020,5,123849717,1,11,13688222
2020,12,123830106,1,11,13682566
2020,12,123811813,0.001,1,13668955
2020,5,123811813,0.001,1,13668956
2020,5,123812000,2.4,1,13682596
2020,5,123812037,6,1,13668988
2020,5,123830366,1,1,13682612
2020,12,123830366,1,1,13682611
2020,5,123812064,0.6,1,13668993
2020,5,123812105,2.028,1,13669002
2020,5,123812182,16,1,13669013
2020,1,123812185,0.2,1,13682635
2020,12,123812185,0.3,1,13682637
2020,5,123812185,0.3,1,13682636
2020,12,123812220,,,13669017
2020,5,123812253,1.25,1,13669019
2020,5,123812433,4,1,13669040
2020,8,123835412,52,9,13669053
2020,5,123812618,1,11,13669076
2020,5,123812858,3.2,1,13669104
2020,5,123831362,0.001,3,13682757
2020,5,123813141,1,3,13669141
2020,5,123813375,1,1,13669153
2020,7,123813585,1,11,13669169
2020,5,123835740,2,1,13687662
2020,5,123813784,0.75,3,13669201
2020,5,123813788,1,1,13669204
2020,5,123831874,1,1,13682814
2020,5,123831941,1,3,13669235
2020,5,123813982,1,11,13669242
2020,12,123814392,1,1,13669317
2020,12,123814525,2,1,13669330
2020,17,123839646,,,13687737
2020,12,123836244,1,11,13682868
2020,13,123839817,6,5,13687759
2020,8,123839817,1,5,13669376
2020,5,123839817,10,1,13669375
2020,5,123839857,1,11,13669382
2020,5,123840070,1,11,13687796
2020,16,123836528,1,11,13687797
2020,12,123836564,40,1,13682909
2020,5,123840255,0.02,3,13669444
2020,12,123841281,2.8,1,13669617
2020,2,123841326,0.3,1,13682997
2020,5,123841326,11.33,1,13669624
2020,5,123837484,5.4,1,13687967
2020,5,123841905,1,11,13669672
2020,14,123841999,0.001,1,13669680
2020,15,123813059,1,11,13669124
2020,4,123813059,1,11,13669123
2020,5,123813639,1,1,13669175
2020,12,123813670,1,11,13669182
2020,5,123831795,1,3,13687665
2020,5,123813761,1,1,13669195
2020,2,123813761,8,1,13669194
2020,12,123813803,3.3,1,13669208
2020,5,123835822,1,9,13682812
2020,5,123813841,,,13669218
2020,5,123832282,1,1,13687725
2020,5,123814518,1,9,13687729
2020,12,123839949,1,9,13669402
2020,5,123840009,1,11,13669411
2020,5,123836589,0.09,3,13687813
2020,12,123836629,4,1,13687820
2020,5,123836629,2,1,13669432
2020,17,123840191,,,13669433
2020,5,123840254,2,1,13669443
2020,5,123840268,7,1,13669447
2020,12,123840268,11,1,13669446
2020,12,123840438,1,1,13669483
2020,5,123832802,1.5,1,13682932
2020,5,123840517,1.7,1,13669494
2020,5,123832833,0.04,1,13687865
2020,5,123840648,6,1,13669521
2020,17,123840895,,,13669568
2020,16,123837152,0.001,3,13687911
2020,17,123837154,,,13687912
2020,5,123840912,0.5,1,13687913
2020,12,123842198,1,1,13669712
2020,5,123833681,1,3,13683041
2020,2,123837879,1,1,13688016
2020,5,123837903,1,3,13688024
2020,8,123837962,27,9,13683054
2020,5,123838602,0.51,1,13683108
2020,2,123838602,0.1,1,13683107
2020,12,123834328,0.001,1,13688118
2020,12,123838962,2,1,13683154
2020,5,123838962,1,1,13683155
2020,12,123842991,0.001,1,13669819
2020,12,123839526,1,11,13688211
2020,12,123811504,0.01,1,13668911
2020,5,123811772,,,13668953
2020,12,123811850,1,1,13668961
2020,5,123811918,2,1,13668972
2020,16,123811972,1,9,13668978
2020,5,123812014,23,1,13668983
2020,5,123830421,1,11,13682624
2020,12,123830447,35,1,13682626
2020,8,123830580,,,13682656
2020,12,123812283,,,13669023
2020,15,123830769,1,11,13687621
2020,12,123830769,3.1,1,13682682
2020,16,123830769,1,11,13687622
2020,12,123812427,0.019,1,13669039
2020,5,123830829,1,11,13682688
2020,5,123835411,1,11,13687626
2020,5,123830885,1,1,13669059
2020,5,123830908,1,11,13682700
2020,5,123812615,1,11,13669074
2020,1,123812615,1,11,13669073
2020,5,124396404,1,1,13826680
2020,5,124399885,5,1,13830444
2020,8,124400002,1,9,13830452
2020,5,124400002,1,11,13830451
2020,12,124389492,0.001,1,13833532
2020,5,124400083,2,1,13826695
2020,5,124400125,,,13830475
2020,5,124389575,,,13833545
2020,5,124404610,0,1,13830483
2020,5,124404634,0,1,13833552
2020,4,124400199,4,9,13833554
2020,5,124400199,6,9,13833555
2020,2,124400199,1.2,1,13830488
2020,5,122539402,0.09,1,13293221
2020,5,122553499,0.39,3,13303183
2020,5,122558952,,,13293708
2020,12,122539432,1,9,13302553
2020,8,122559141,7,9,13303280
2020,4,122559104,1,9,13298356
2020,5,122539372,72.8,1,13293211
2020,12,122539375,2,1,13293212
2020,12,122561655,2,1,13303186
2020,8,122562353,0.001,1,13298388
2020,12,122551112,,,13302780
2020,16,122551376,,,13302845
2020,5,131826734,0.5,1,15528780
2020,5,131826987,1,11,15528814
2020,5,131823358,3,9,15528842
2020,4,131827324,0.001,1,15528848
2020,7,131827377,1,11,15519534
2020,5,131827377,1,11,15519533
2020,17,131827615,,,15528921
2020,4,131827975,1,1,15528990
2020,5,131824142,0.01,1,15519657
2020,17,131824164,,,15519660
2020,17,131828182,,,15529017
2020,5,131828243,1,11,15529022
2020,5,131824292,1,1,15529028
2020,4,131830349,0.014,7,15529237
2020,4,131830349,6,1,15519848
2020,17,131834588,1,11,15529307
2020,5,131834588,1,11,15519911
2020,13,131830713,,,15519951
2020,5,131830713,,,15519950
2020,12,131830831,,,15519988
2020,17,131830898,,,15520006
2020,14,131835337,3,9,15529476
2020,16,131835726,1,1,15520088
2020,4,131836261,0.1,1,15529600
2020,12,131836261,1,9,15529602
2020,12,131837198,1,3,15520323
2020,5,131833506,1,11,15520358
2020,5,131833771,0.001,3,15529816
2020,9,131837877,50,9,15529827
2020,5,131840574,4,1,15520677
2020,12,131840629,0.001,1,15530119
2020,5,131840749,1,11,15530135
2020,5,131840749,2,1,15530134
2020,12,131841467,1,1,15520737
2020,5,131845679,0,1,15530204
2020,5,131846973,0.001,3,15530313
2020,5,131843459,57.2,1,15530374
2020,5,131847570,40.8,1,15530383
2020,12,131843969,0.001,1,15530421
2020,16,131848748,1,11,15521062
2020,5,122538781,1.1,1,13293143
2020,17,123839958,,,13669406
2020,2,123832543,13.5,1,13669394
2020,5,123840546,0.57,1,13687867
2020,2,123840579,11,1,13682946
2020,18,123840579,,,13682947
2020,5,123840579,44,1,13682945
2020,12,123832933,14,1,13682961
2020,16,123837052,1.1,9,13687903
2020,12,123837052,1.1,9,13687901
2020,5,123837052,1.1,9,13687902
2020,8,123840874,1,11,13669562
2020,15,123841137,20,9,13669586
2020,5,123841173,4.8,1,13687941
2020,5,123833326,1,7,13669639
2020,17,123841922,,,13669673
2020,5,123841936,1,11,13669675
2020,5,123837721,0.001,3,13669678
2020,12,123842265,0.001,1,13669728
2020,5,123837943,1,11,13688035
2020,8,123837955,36,9,13688036
2020,17,123838023,,,13688038
2020,5,123842373,0.001,1,13669736
2020,13,123838072,1,9,13683063
2020,12,123834095,24.8,1,13683090
2020,1,123838486,,,13688090
2020,11,124394504,1,9,13826642
2020,5,124392074,1,11,13830059
2020,5,124392094,1,11,13830060
2020,16,124392218,0.028,1,13830078
2020,5,124392304,9,1,13830086
2020,1,124383967,0.6,1,13826304
2020,5,124392344,7,1,13830098
2020,5,124392408,0.5,1,13830108
2020,12,124392443,0.9,1,13830116
2020,12,124384047,1,1,13833320
2020,5,124392666,0.01,3,13826355
2020,5,124388184,2,1,13833343
2020,5,124384246,3.4,1,13830158
2020,12,124384396,1,11,13833354
2020,5,124384526,1,11,13826404
2020,5,124394627,63.3,1,13826414
2020,12,124388395,11,1,13833372
2020,5,124388395,1.15,3,13830205
2020,17,124388395,0.25,1,13833373
2020,5,124394301,20.08,1,13830364
2020,2,124394301,1.55,1,13830365
2020,5,124395917,1,1,13830366
2020,5,124389570,,,13833544
2020,5,124400139,,,13830478
2020,5,124400166,0,1,13830481
2020,17,123831016,1,11,13669081
2020,12,123831160,1,11,13669102
2020,5,123813082,,,13682756
2020,5,123813719,1,9,13669183
2020,1,123813854,1,1,13669221
2020,5,123831923,2,1,13669232
2020,2,123813946,1,11,13682820
2020,5,123836108,1,1,13687718
2020,5,123814542,,,13669332
2020,5,123839889,1,11,13682885
2020,12,123836482,1,1,13687786
2020,17,123836648,,,13687826
2020,5,123836755,2.02,1,13687842
2020,12,123841415,8.6,1,13683002
2020,5,123841520,1.4,1,13669645
2020,12,123841880,0.001,1,13669670
2020,17,123841978,,,13669677
2020,4,123842180,1,9,13669710
2020,5,123833637,,,13683032
2020,5,123842195,1,1,13688005
2020,8,123833761,1,9,13683051
2020,5,123833771,2.3,1,13669732
2020,5,123842342,1,3,13669733
2020,12,123834127,0.001,1,13683096
2020,5,123843091,1,11,13688173
2020,1,123845066,11,9,13683243
2020,12,123843713,1,9,13688227
2020,16,123829988,35,9,13682560
2020,5,123811614,1,11,13668943
2020,5,123811668,1,11,13668946
2020,5,123811829,1,11,13668960
2020,13,123811829,1,11,13668959
2020,5,123811863,1,1,13668962
2020,12,123811869,1,11,13668963
2020,8,123811869,1,11,13668964
2020,5,123811887,2,1,13668967
2020,5,123811962,1,11,13668977
2020,13,123835170,251,1,13687577
2020,8,123835170,7.005,1,13687578
2020,5,123835170,3.003,1,13687579
2020,5,123830402,1,1,13682620
2020,12,123812097,0.001,1,13669000
2020,12,123830434,1,1,13669004
2020,12,123812215,1,11,13669015
2020,12,123812223,,,13669018
2020,2,123830642,0.5,1,13682662
2020,5,123835300,0.8,1,13687611
2020,17,123812362,1,1,13669028
2020,12,123812362,0.001,1,13669030
2020,16,123812362,0.6,1,13669029
2020,5,123835359,,,13687618
2020,17,123812447,1,11,13669042
2020,5,123830901,5,1,13687631
2020,1,123835466,1,11,13687633
2020,12,123812610,1,11,13687635
2020,12,123835476,23.1,1,13687636
2020,12,123812755,28,1,13669088
2020,5,123812762,29,1,13669091
2020,5,123831240,,,13682741
2020,5,123812992,0.09,1,13682749
2020,5,123813032,1,11,13669118
2020,5,123835562,,,13687642
2020,5,123831449,1,3,13669145
2020,16,123813280,,,13687651
2020,12,123813370,,,13669152
2020,5,123813391,1,1,13669155
2020,2,123813452,1,1,13687654
2020,16,123831663,1,11,13682781
2020,15,123831663,8.5,9,13682779
2020,16,123831663,1,9,13682780
2020,5,123831694,1,11,13682787
2020,5,123813611,2,3,13669170
2020,5,123813655,1,1,13669178
2020,5,123835722,1,3,13669179
2020,5,123835723,1,11,13669180
2020,5,123831754,1,3,13682794
2020,11,123831824,6.8,1,13687667
2020,16,123831824,10.1,1,13682804
2020,5,123831824,22,1,13669196
2020,5,123831876,,,13682815
2020,5,123813985,1,3,13669243
2020,5,123814029,1,11,13669246
2020,5,123832055,23,1,13682830
2020,5,123814145,1,11,13669269
2020,5,123814335,1,1,13669306
2020,5,123814426,1,3,13682856
2020,5,123839625,1,1,13669348
2020,5,123838910,0.001,3,13688147
2020,5,123812802,8,1,13682726
2020,5,123831173,1,11,13682730
2020,5,123831224,1,11,13669106
2020,5,123831259,1,3,13682746
2020,5,123831269,1,3,13682747
2020,8,123813050,57.7,1,13682755
2020,5,123831370,3,1,13682758
2020,5,123813136,0.25,3,13669139
2020,5,123832529,1,11,13682889
2020,5,123840083,1.088,4,13669414
2020,16,123840151,25,1,13682912
2020,12,123840416,1,11,13669477
2020,12,123836779,0.001,1,13687845
2020,16,123840540,1,9,13669500
2020,12,123840540,1,1,13687866
2020,5,123836867,13,1,13669503
2020,13,123840780,13,9,13669550
2020,2,123840809,1,11,13669554
2020,4,123840809,1,11,13669553
2020,12,123840809,1,11,13669555
2020,12,123832965,0.5,1,13682965
2020,16,123832965,1,11,13682966
2020,12,123840909,1,1,13682976
2020,5,123837173,2.1,1,13687917
2020,5,123841056,0.075,3,13669580
2020,8,123841390,0.02,1,13669632
2020,5,123833642,0.001,1,13683035
2020,5,123845156,1,11,13688214
2020,12,123845156,1,11,13683258
2020,5,123836653,1,11,13669440
2020,5,123840597,1,11,13682951
2020,12,123833048,2.062,1,13682978
2020,2,123837303,1,11,13687932
2020,12,123837346,3.003,1,13669585
2020,5,123837367,0.08,3,13669592
2020,2,123841944,1,11,13669676
2020,12,123839386,1,11,13683231
2020,1,123836782,1,11,13687846
2020,5,123840478,1,1,13669487
2020,5,123840836,5,1,13669558
2020,12,123837104,2,2,13687907
2020,5,123841001,1,1,13682983
2020,1,123833140,10,1,13682989
2020,4,123833140,4.42,1,13682988
2020,18,123833140,,,13682990
2020,4,123833195,4,1,13669599
2020,12,123837408,2.5,1,13669604
2020,5,123841574,5,1,13669650
2020,5,125182718,1,3,14034037
2020,5,125182802,1,1,14034045
2020,5,125182810,1,1,14034046
2020,5,125182815,1,1,14034047
2020,5,125190148,22.9,1,14034061
2020,5,125182976,4,1,14034065
2020,5,125182992,2,1,14034067
2020,12,125182992,0.5,1,14034068
2020,12,125183020,1,11,14034069
2020,12,125183125,1,11,14034076
2020,5,125183125,1,11,14034077
2020,5,125187756,3,1,14025507
2020,8,125183265,1,11,14025513
2020,5,125183265,1,11,14034082
2020,12,125183325,0.7,1,14034084
2020,5,125183395,2,1,14030223
2020,5,125183529,,,14034099
2020,5,125183592,2023,1,14034104
2020,4,125188264,1963.8,1,14025546
2020,12,125188274,0.5,1,14025548
2020,12,125188282,0.7,1,14025550
2020,5,125188287,34.4,1,14025553
2020,2,125188287,0.6,1,14025552
2020,5,125188293,4.2,1,14025555
2020,5,125184111,18.4,1,14034164
2020,4,125184141,,,14025598
2020,12,125184141,,,14034174
2020,17,125184141,,,14034175
2020,5,125184160,1,11,14034183
2020,5,125190521,,,14025622
2020,5,125184261,,,14034191
2020,17,125184281,,,14025625
2020,12,125184395,1,11,14034214
2020,5,125184395,1,11,14034213
2020,5,137096074,2,7,16508436
