"DATA_YEAR","CRIMINAL_ACT_ID","OFFENSE_ID"
2020,6,156937429
2020,9,156937502
2020,1,156937728
2020,6,156937788
2020,6,156937786
2020,9,156934241
2020,8,156934311
2020,1,156934331
2020,9,156938113
2020,6,156938387
2020,6,156938513
2020,6,156938519
2020,6,156938520
2020,6,156935069
2020,6,156935081
2020,6,156935179
2020,9,156938838
2020,6,156938919
2020,9,156939059
2020,9,156935519
2020,9,156939108
2020,6,156935520
2020,9,156935515
2020,3,156935599
2020,6,156939211
2020,6,156935624
2020,6,156939286
2020,6,156939378
2020,6,156935793
2020,6,156939440
2020,6,156936111
2020,9,156941269
2020,9,156941335
2020,8,156941402
2020,9,156941554
2020,6,156940272
2020,9,156940455
2020,6,156940573
2020,3,156942016
2020,3,156940596
2020,9,156942153
2020,6,156942193
2020,3,156940874
2020,6,156942389
2020,6,156942407
2020,6,156942517
2020,6,156942540
2020,6,156941035
2020,9,156942805
2020,9,156946278
2020,6,156946417
2020,6,156946584
2020,6,156943144
2020,6,156943278
2020,1,154177910
2020,9,154173014
2020,7,154178236
2020,6,154173238
2020,6,154178242
2020,2,154173416
2020,6,154173797
2020,9,154173817
2020,9,154174008
2020,6,154174439
2020,3,154174598
2020,6,154179903
2020,2,154174986
2020,9,154180098
2020,6,154180118
2020,6,154180201
2020,6,154180265
2020,6,154180644
2020,9,154181044
2020,6,154181323
2020,6,154186406
2020,6,154181501
2020,6,154186445
2020,6,154181536
2020,6,154181898
2020,6,154182170
2020,9,154182268
2020,6,154182538
2020,6,154187434
2020,6,154182717
2020,6,148625327
2020,6,148625344
2020,6,148633145
2020,6,148625356
2020,6,148633193
2020,8,148922577
2020,9,148915678
2020,9,148915714
2020,9,148922619
2020,9,148922650
2020,1,148915929
2020,6,148915996
2020,3,148916144
2020,3,148926385
2020,3,148926386
2020,6,148926481
2020,6,148926550
2020,14,148926645
2020,6,148926667
2020,8,148926854
2020,1,148926853
2020,6,148926913
2020,9,146832394
2020,6,146830556
2020,6,146830574
2020,6,146823756
2020,6,146823778
2020,4,146830740
2020,3,146830749
2020,6,146830750
2020,12,146830870
2020,3,146836760
2020,9,146833082
2020,6,146836826
2020,6,146824597
2020,6,146824619
2020,6,146833166
2020,6,146836941
2020,6,146833286
2020,1,146833289
2020,6,146837986
2020,6,146837987
2020,6,146833838
2020,6,146833871
2020,6,146825349
2020,6,146838571
2020,6,146838589
2020,6,146838588
2020,6,146838629
2020,6,146834722
2020,6,146835079
2020,6,146842549
2020,6,146842548
2020,6,146826313
2020,6,146826314
2020,9,146826607
2020,6,146826620
2020,6,146826619
2020,6,146814501
2020,3,146814551
2020,6,146815632
2020,6,146815631
2020,6,146815681
2020,6,146827919
2020,6,146822464
2020,6,146828156
2020,6,146816025
2020,1,146828167
2020,6,146828471
2020,6,146831289
2020,6,146828543
2020,6,146828776
2020,6,146822710
2020,9,146831435
2020,3,146828908
2020,6,146831491
2020,6,146831517
2020,6,146828951
2020,9,146831904
2020,6,146823009
2020,6,146823019
2020,9,146829520
2020,6,146829649
2020,6,146829809
2020,6,146824966
2020,9,146825178
2020,3,146825386
2020,2,146838438
2020,5,146834024
2020,5,146834030
2020,6,146825517
2020,6,146838652
2020,6,146838806
2020,9,146826039
2020,6,146834450
2020,6,146826098
2020,8,146826154
2020,6,146838888
2020,6,146841181
2020,9,146841497
2020,9,146834891
2020,6,146841639
2020,8,146839329
2020,2,146835299
2020,3,146842647
2020,3,146837401
2020,6,146837403
2020,6,146824990
2020,6,146837619
2020,1,146825028
2020,6,146838003
2020,3,146838142
2020,9,146838220
2020,9,146833880
2020,9,146838374
2020,6,146838410
2020,5,146826425
2020,2,146826946
2020,8,146826950
2020,8,146827011
2020,8,146814856
2020,6,146827126
2020,6,146814861
2020,6,146814922
2020,6,146814923
2020,2,146827191
2020,8,146822092
2020,1,146822099
2020,9,146815045
2020,6,146827426
2020,14,146815305
2020,9,146827509
2020,6,146827527
2020,6,146815355
2020,6,146827542
2020,6,146815365
2020,6,146822379
2020,8,146815825
2020,6,146827984
2020,8,146828493
2020,9,146822617
2020,6,146828565
2020,9,146822618
2020,6,146831506
2020,8,146828966
2020,6,146831540
2020,6,146828998
2020,3,146831594
2020,6,146831602
2020,6,146822827
2020,9,146822861
2020,9,146831708
2020,9,146831838
2020,6,146831846
2020,6,146831959
2020,6,146829591
2020,6,146829592
2020,6,146829685
2020,6,146823221
2020,6,146829901
2020,6,146832233
2020,6,146830975
2020,6,146836290
2020,6,146824228
2020,6,146836394
2020,6,146824324
2020,6,146836571
2020,6,146837388
2020,9,146837446
2020,6,146838031
2020,6,146838222
2020,6,146838272
2020,3,146825334
2020,3,146838332
2020,6,146833889
2020,6,146838405
2020,6,146825380
2020,6,146825442
2020,6,146838511
2020,6,146842777
2020,14,146822475
2020,6,146828073
2020,6,146822666
2020,6,146822665
2020,6,146831419
2020,9,146828832
2020,8,146831470
2020,6,146831494
2020,6,146831495
2020,6,146831493
2020,9,146822787
2020,6,146822793
2020,6,146822806
2020,6,146829032
2020,9,146829053
2020,9,146831762
2020,9,146823029
2020,6,146829851
2020,6,146829960
2020,6,146830114
2020,1,146823630
2020,3,146830493
2020,9,146830572
2020,9,146823690
2020,6,146823698
2020,1,146830711
2020,6,146823826
2020,6,146830812
2020,8,146830814
2020,6,146823873
2020,8,146832647
2020,8,146823921
2020,6,146830915
2020,6,146830916
2020,9,146830938
2020,6,146831137
2020,6,146831167
2020,6,146836235
2020,6,146824150
2020,6,146836398
2020,14,146824484
2020,6,146836739
2020,6,146836753
2020,6,146836752
2020,6,146824526
2020,6,146836757
2020,8,146836951
2020,6,146833384
2020,1,146837572
2020,1,146837643
2020,6,146837651
2020,6,146837720
2020,1,146833609
2020,6,146837878
2020,9,146825315
2020,6,146825401
2020,6,146838500
2020,6,146833972
2020,6,146834004
2020,6,146825554
2020,6,146834709
2020,6,146834710
2020,6,146841475
2020,8,146841559
2020,6,146839430
2020,6,146839431
2020,8,146835197
2020,6,146835198
2020,6,146839863
2020,5,146823600
2020,1,146830614
2020,6,146823762
2020,6,146832592
2020,9,146832676
2020,6,146824057
2020,6,146824058
2020,6,146831118
2020,6,146824164
2020,6,146824165
2020,6,146836281
2020,6,146824404
2020,3,146836609
2020,6,146833002
2020,6,146833067
2020,6,146824531
2020,1,146836773
2020,6,146833086
2020,8,146824571
2020,6,146836897
2020,8,146833194
2020,6,146837369
2020,1,146837719
2020,1,146837724
2020,1,146833646
2020,1,146837852
2020,6,146825400
2020,9,146841657
2020,6,146834983
2020,3,146839922
2020,6,146839922
2020,7,146839922
2020,6,146840214
2020,6,146826443
2020,6,146814614
2020,6,146814747
2020,6,146814746
2020,9,146827036
2020,8,146827039
2020,6,146827040
2020,6,146827169
2020,6,146815089
2020,8,146815089
2020,6,146827306
2020,8,146827306
2020,6,146827322
2020,6,146827323
2020,6,146815172
2020,6,146822240
2020,1,146827402
2020,1,146822380
2020,9,146827668
2020,6,146822432
2020,6,146827740
2020,6,146827766
2020,9,146828050
2020,6,146816091
2020,6,146828458
2020,6,146828481
2020,6,146828541
2020,6,146831328
2020,6,146822633
2020,8,146831410
2020,6,146831424
2020,8,146831425
2020,9,146828838
2020,6,146828927
2020,9,146832427
2020,6,146830481
2020,9,146823886
2020,6,146832641
2020,9,146830918
2020,6,146824214
2020,6,146832868
2020,8,146824558
2020,3,146824682
2020,3,146837027
2020,6,146837075
2020,9,146838076
2020,2,146838091
2020,3,146838198
2020,6,146828791
2020,6,146822693
2020,6,146828993
2020,9,146831550
2020,6,146829028
2020,6,146829040
2020,6,146829141
2020,1,146831802
2020,6,146822958
2020,9,146823015
2020,6,146832368
2020,6,146823693
2020,6,146823905
2020,9,146830948
2020,7,146824007
2020,6,146824042
2020,6,146824041
2020,9,146832735
2020,6,146824072
2020,6,146824071
2020,6,146832765
2020,6,146836661
2020,6,146824465
2020,6,146836848
2020,3,146824708
2020,3,146833229
2020,6,146833313
2020,3,146824795
2020,6,146837149
2020,6,146833403
2020,6,146824963
2020,3,146837498
2020,6,146837601
2020,9,146825029
2020,6,145113099
2020,3,145110793
2020,6,145093623
2020,6,145106789
2020,6,145090963
2020,6,145112160
2020,6,145116637
2020,3,145114105
2020,6,145091112
2020,5,145106262
2020,6,146833902
2020,6,146838431
2020,6,146834062
2020,6,146825557
2020,6,146834104
2020,6,146834108
2020,9,146825681
2020,6,146825868
2020,9,146825890
2020,9,146838795
2020,9,146826118
2020,6,146834523
2020,9,146841294
2020,4,146841295
2020,9,146841404
2020,6,146839240
2020,9,146839440
2020,6,146835420
2020,6,146842484
2020,6,146842485
2020,6,146842837
2020,6,146831772
2020,6,146829425
2020,9,146823127
2020,6,146823128
2020,9,146830142
2020,9,146832266
2020,6,146832411
2020,6,146830504
2020,6,146830503
2020,2,146832471
2020,6,146824172
2020,6,146832842
2020,6,146832840
2020,6,146832839
2020,9,146825252
2020,6,146825266
2020,2,146838228
2020,6,146838251
2020,6,146838250
2020,6,146838266
2020,6,146838296
2020,2,146825324
2020,6,146838354
2020,9,146838380
2020,6,146838391
2020,9,146838476
2020,6,146825670
2020,6,146838658
2020,9,146825700
2020,9,146838712
2020,6,146834315
2020,9,146825950
2020,9,146834400
2020,9,146834459
2020,9,146834512
2020,6,146834711
2020,9,146839023
2020,9,146839022
2020,12,146839321
2020,9,146841771
2020,9,146842378
2020,9,146835887
2020,2,146832927
2020,6,146836556
2020,6,146836583
2020,6,146824496
2020,3,146824527
2020,1,146836763
2020,6,146824742
2020,6,146837026
2020,6,146837066
2020,6,146837215
2020,6,146837421
2020,1,146824981
2020,1,146837535
2020,6,146837584
2020,6,146838059
2020,6,146838068
2020,6,146838083
2020,6,146838143
2020,9,146833801
2020,6,146838518
2020,6,146825536
2020,6,146834070
2020,6,146834137
2020,6,146838645
2020,9,146825677
2020,9,146838660
2020,6,146825684
2020,9,146838713
2020,9,146834281
2020,6,146834310
2020,6,146838748
2020,9,146834469
2020,6,146834488
2020,6,146834487
2020,6,146834600
2020,1,146841237
2020,9,146838936
2020,9,146841301
2020,9,146839064
2020,9,146835280
2020,8,146835325
2020,6,146842084
2020,6,146835679
2020,9,146846306
2020,9,146846305
2020,6,146830664
2020,6,146832541
2020,6,146823797
2020,6,146830725
2020,6,146830904
2020,1,146823947
2020,6,146837204
2020,6,146837280
2020,6,146824895
2020,6,146824929
2020,1,146837458
2020,1,146833532
2020,1,146833576
2020,1,146837721
2020,3,146838047
2020,6,146825254
2020,9,146833824
2020,9,146838248
2020,9,146833832
2020,6,146838453
2020,8,146826384
2020,9,146814218
2020,6,146826517
2020,1,146826634
2020,6,146826647
2020,1,146821828
2020,9,146826672
2020,6,146814377
2020,1,146826700
2020,6,146814436
2020,6,146814451
2020,6,146814450
2020,6,146826748
2020,6,146826755
2020,6,146826773
2020,6,146821986
2020,9,146826903
2020,8,146822013
2020,8,146815274
2020,8,146815272
2020,8,146827473
2020,6,146827500
2020,6,146827529
2020,6,146815388
2020,6,146815389
2020,6,146822387
2020,6,146827607
2020,8,146827654
2020,6,146827748
2020,1,146827980
2020,1,146828001
2020,6,146815857
2020,6,146815883
2020,3,146816004
2020,1,146828289
2020,6,146816148
2020,9,146828321
2020,6,146831316
2020,6,146828651
2020,8,146828791
2020,2,146841321
2020,6,146841811
2020,6,146841809
2020,6,146842040
2020,6,156927781
2020,9,156927891
2020,8,156928044
2020,8,156928152
2020,6,156925205
2020,6,156928307
2020,6,156928345
2020,4,156928477
2020,6,156928516
2020,6,156928530
2020,6,156925512
2020,6,156928880
2020,6,156925501
2020,6,156928914
2020,6,156928988
2020,6,156925576
2020,6,156925589
2020,6,156925862
2020,6,156929079
2020,6,156929089
2020,6,156926051
2020,8,156929367
2020,6,156929399
2020,6,156931223
2020,2,156929759
2020,6,156929759
2020,6,156929761
2020,6,156931417
2020,6,156931447
2020,6,156929967
2020,6,156930065
2020,6,156931655
2020,8,156931676
2020,8,156931755
2020,6,156931922
2020,8,156930356
2020,2,156930387
2020,3,156931969
2020,8,156932042
2020,6,156930710
2020,8,156930795
2020,2,156932340
2020,6,156932357
2020,6,156931010
2020,6,156931014
2020,6,156931037
2020,8,156931108
2020,6,156932612
2020,6,156932762
2020,6,156932872
2020,6,156936533
2020,6,156936557
