"DATA_YEAR","VICTIM_ID","CIRCUMSTANCES_ID","JUSTIFIABLE_FORCE_ID"
2020,145504523,1,
2020,145505055,1,
2020,145509568,10,
2020,145506382,1,
2020,145509842,6,
2020,145507171,2,
2020,145510405,1,
2020,145510513,1,
2020,145507517,3,
2020,145507708,1,
2020,145513017,2,
2020,145511145,2,
2020,145511148,1,
2020,145511157,1,
2020,145511300,9,
2020,145511385,9,
2020,145511420,1,
2020,145511419,1,
2020,145511487,9,
2020,145511720,9,
2020,145513640,10,
2020,145512002,9,
2020,145512397,1,
2020,145512460,1,
2020,145512613,10,
2020,145514522,10,
2020,145512637,10,
2020,145512645,1,
2020,145512649,10,
2020,145512648,10,
2020,145512715,1,
2020,145514652,9,
2020,145512756,9,
2020,145514651,10,
2020,145514680,10,
2020,145512821,9,
2020,145512843,10,
2020,145512845,9,
2020,145512844,9,
2020,145512846,1,
2020,145512877,9,
2020,145517919,9,
2020,145514830,1,
2020,145514848,9,
2020,145514938,10,
2020,145514936,10,
2020,145518046,10,
2020,145514940,1,
2020,145514939,1,
2020,145518168,9,
2020,145518169,10,
2020,145518266,10,
2020,145518265,10,
2020,145518267,10,
2020,145518264,10,
2020,145518775,1,
2020,145518811,1,
2020,145518828,6,
2020,145515794,1,
2020,145519468,10,
2020,145516416,10,
2020,145516989,9,
2020,145516992,9,
2020,145517376,1,
2020,145520377,10,
2020,145522912,6,
2020,145525413,1,
2020,145525465,6,
2020,145522443,10,
2020,145527642,1,
2020,145527642,6,
2020,145528603,10,
2020,145533354,1,
2020,145533353,1,
2020,145534050,10,
2020,145534217,10,
2020,145529316,10,
2020,145529352,6,
2020,145529365,6,
2020,145529364,6,
2020,145529380,1,
2020,145529388,1,
2020,145529426,10,
2020,145529468,10,
2020,145529489,10,
2020,145529500,10,
2020,145529518,1,
2020,145529522,10,
2020,145529534,1,
2020,145529615,1,
2020,145529622,10,
2020,141320667,1,
2020,141321182,1,
2020,141321801,1,
2020,141317059,1,
2020,141317171,10,
2020,141328143,1,
2020,141325791,9,
2020,141325788,9,
2020,141325983,6,
2020,141330709,10,
2020,146266981,10,
2020,146270835,1,
2020,146278074,1,
2020,146277741,10,
2020,146281529,9,
2020,146283912,1,
2020,146283908,1,
2020,146283909,1,
2020,146281390,1,
2020,146282341,6,
2020,146285109,1,
2020,146285266,10,
2020,146285414,9,
2020,146285491,9,
2020,146288004,2,
2020,146288144,1,
2020,146288154,9,
2020,146286140,1,
2020,146288484,9,
2020,146288497,9,
2020,146288496,9,
2020,146288507,10,
2020,146288624,9,
2020,146288634,9,
2020,146288636,1,
2020,146288638,1,
2020,146288639,1,
2020,146288645,1,
2020,146288651,9,
2020,146286294,1,
2020,146288718,1,
2020,146288736,9,
2020,146288751,9,
2020,146286383,9,
2020,146288763,10,
2020,146286396,10,
2020,146288766,10,
2020,146286397,10,
2020,146288779,10,
2020,146288778,10,
2020,146288780,10,
2020,146288793,10,
2020,146288832,9,
2020,146288913,1,
2020,146288968,1,
2020,146288990,1,
2020,146288990,6,
2020,146289096,10,
2020,146289126,10,
2020,146289132,11,5
2020,146289221,9,
2020,146289275,1,
2020,146289346,10,
2020,146289349,1,
2020,146289648,1,
2020,146290498,9,
2020,146291285,9,
2020,146291381,1,
2020,145502407,1,
2020,145504602,10,
2020,145504896,6,
2020,145502725,1,
2020,145508187,17,
2020,145505000,1,
2020,145505649,10,
2020,145508924,1,
2020,145509299,6,
2020,145509475,9,
2020,145506373,6,
2020,145509608,6,
2020,145509689,1,
2020,145506495,1,
2020,145509714,1,
2020,145506526,1,
2020,145506905,10,
2020,145507343,6,
2020,145510789,1,
2020,145507873,1,
2020,145513092,9,
2020,145513155,1,
2020,145513549,10,
2020,145513548,10,
2020,145511749,9,
2020,145511772,6,
2020,145511857,9,
2020,145512028,10,
2020,145512024,10,
2020,145513812,10,
2020,145514291,10,
2020,145514408,1,
2020,145512555,9,
2020,145512575,10,
2020,145512579,1,
2020,145518395,9,
2020,145518560,1,
2020,145518562,1,
2020,145515375,1,
2020,145518818,8,
2020,145518865,6,
2020,145518865,1,
2020,145518990,1,
2020,145519197,1,
2020,145519199,1,
2020,145515967,1,
2020,145519493,1,
2020,145516372,10,
2020,145519752,9,
2020,145519836,1,
2020,145517074,1,
2020,145520218,10,
2020,145517201,6,
2020,145517285,9,
2020,145517430,10,
2020,145517747,1,
2020,145520536,10,
2020,145520688,9,
2020,145523264,1,
2020,145520927,1,
2020,145520926,1,
2020,145523938,1,
2020,145521150,10,
2020,145521151,10,
2020,145521149,10,
2020,145521152,10,
2020,145521180,9,
2020,145521184,10,
2020,145524123,10,
2020,145521187,9,
2020,145524129,10,
2020,145524133,10,
2020,145524131,10,
2020,145524130,10,
2020,145524132,10,
2020,145524136,9,
2020,145521194,9,
2020,145521195,9,
2020,145521196,9,
2020,145524174,10,
2020,145521245,6,
2020,145521245,1,
2020,145521246,1,
2020,145521249,1,
2020,145521251,8,
2020,145521257,1,
2020,145521321,9,
2020,145521320,9,
2020,145521323,10,
2020,145521332,1,
2020,145521352,1,
2020,145521365,9,
2020,145521436,9,
2020,145521444,6,
2020,145521451,10,
2020,145521454,10,
2020,145521460,1,
2020,145521459,1,
2020,145524690,9,
2020,145521464,10,
2020,145521476,10,
2020,145521485,1,
2020,145521490,10,
2020,145521495,1,
2020,145524734,1,
2020,145521505,9,
2020,145521506,9,
2020,145521511,10,
2020,145521528,10,
2020,145524787,10,
2020,145524786,10,
2020,145521530,10,
2020,145524785,10,
2020,145521529,10,
2020,145521536,10,
2020,145521554,9,
2020,145525068,10,
2020,145525104,1,
2020,145521645,1,
2020,145521650,6,
2020,145521772,6,
2020,145525859,1,
2020,145522832,1,
2020,145527905,10,
2020,145527158,10,
2020,145527965,1,
2020,145528206,9,
2020,145527701,10,
2020,145528242,9,
2020,145533046,9,
2020,145533061,1,
2020,145533234,1,
2020,145533582,10,
2020,145528907,9,
2020,145533956,1,
2020,145533960,1,
2020,145533985,10,
2020,145529069,10,
2020,141324769,6,
2020,141324899,1,
2020,141329732,1,
2020,145501349,10,
2020,145502820,10,
2020,145503316,10,
2020,145504189,6,
2020,145507909,6,
2020,145504815,1,
2020,145508223,1,
2020,145505962,8,
2020,145509252,6,
2020,145506229,1,
2020,145509687,10,
2020,145506857,6,
2020,145510134,1,
2020,145506985,10,
2020,145510719,6,
2020,145510731,1,
2020,145507665,9,
2020,145507659,9,
2020,145507663,9,
2020,145507865,1,
2020,145511059,2,
2020,145511367,1,
2020,145511372,1,
2020,145511498,1,
2020,145511519,9,
2020,145513502,6,
2020,145511708,9,
2020,145511709,9,
2020,145512623,9,
2020,145512875,9,
2020,145517977,11,5
2020,145514966,1,
2020,145518107,1,
2020,145518114,6,
2020,145518349,1,
2020,145515165,5,
2020,145515164,5,
2020,145519306,1,
2020,145516274,1,
2020,145519438,1,
2020,145519438,6,
2020,145516274,6,
2020,145516985,1,
2020,145500979,1,
2020,145501070,9,
2020,145504816,10,
2020,145507558,10,
2020,145510879,1,
2020,145507725,1,
2020,145507875,2,
2020,145511022,10,
2020,146265584,10,
2020,146265799,10,
2020,146273193,9,
2020,146273640,1,
2020,146275015,1,
2020,146279209,3,
2020,146279417,10,
2020,146279576,9,
2020,146277444,9,
2020,146279818,10,
2020,146277675,10,
2020,146280187,6,
2020,146283130,9,
2020,146280277,9,
2020,146280281,9,
2020,146280285,9,
2020,146283128,9,
2020,146280289,9,
2020,146283133,9,
2020,146281004,2,
2020,146281344,1,
2020,146281811,1,
2020,146291955,6,
2020,146291978,2,
2020,146291975,2,
2020,146291976,2,
2020,146292118,10,
2020,146292143,10,
2020,146292317,10,
2020,146292329,10,
2020,146292348,1,
2020,146292480,1,
2020,146292524,10,
2020,146292543,1,
2020,146292554,10,
2020,146292555,10,
2020,146295951,9,
2020,146296297,10,
2020,146298201,1,
2020,146298200,1,
2020,146298226,10,
2020,146298571,1,
2020,146298646,10,
2020,146299477,10,
2020,146297837,10,
2020,146299480,10,
2020,146297836,10,
2020,146300041,10,
2020,146300128,1,
2020,146300126,1,
2020,146303553,10,
2020,146300512,10,
2020,146300792,10,
2020,146300927,9,
2020,146301189,2,
2020,146301246,9,
2020,146301398,10,
2020,146301401,10,
2020,146301400,10,
2020,146301397,10,
2020,146301399,10,
2020,146301462,10,
2020,146301564,9,
2020,146301568,10,
2020,146301569,10,
2020,146301570,10,
2020,146301567,10,
2020,146301571,10,
2020,146301627,1,
2020,146301675,10,
2020,146301680,10,
2020,146302554,10,
2020,146302626,10,
2020,146302657,10,
2020,146308274,1,
2020,146306300,10,
2020,146306309,10,
2020,146306308,10,
2020,146306305,10,
2020,146306306,10,
2020,146306302,10,
2020,146308787,10,
2020,146306307,10,
2020,146306576,10,
2020,146307205,10,
2020,146307226,10,
2020,146310091,1,
2020,146310527,1,
2020,146310536,1,
2020,146310537,1,
2020,146310534,1,
2020,146313082,10,
2020,146310569,6,
2020,146313107,6,
2020,146313115,1,
2020,146310588,10,
2020,146310589,10,
2020,146310675,10,
2020,146310728,10,
2020,146310727,10,
2020,146310726,10,
2020,146310742,9,
2020,146310741,9,
2020,146310771,9,
2020,146310774,9,
2020,146310775,9,
2020,146310792,10,
2020,146310804,1,
2020,146310897,9,
2020,146310982,1,
2020,146311022,1,
2020,146311068,1,
2020,146311241,10,
2020,146313649,10,
2020,146311240,10,
2020,146311239,10,
2020,146311248,10,
2020,146313737,10,
2020,146317567,1,
2020,146318609,1,
2020,146262255,9,
2020,146266203,1,
2020,146268309,1,
2020,146267141,9,
2020,146270273,1,
2020,146270461,10,
2020,146278601,6,
2020,146272722,6,
2020,146275961,10,
2020,146276914,6,
2020,146277202,1,
2020,146277563,9,
2020,146283123,1,
2020,146280970,9,
2020,146280974,9,
2020,146283847,9,
2020,146280964,9,
2020,146280959,9,
2020,146280966,9,
2020,146280961,9,
2020,146283903,6,
2020,146283911,1,
2020,146284494,1,
2020,146284405,6,
2020,146281623,1,
2020,146284524,1,
2020,146284521,1,
2020,146282588,6,
2020,146285528,1,
2020,146285528,6,
2020,146293201,1,
2020,146293202,1,
2020,146290359,1,
2020,146290825,10,
2020,146291299,10,
2020,146294568,10,
2020,146294715,1,
2020,146294713,1,
2020,146294714,1,
2020,146291386,1,
2020,146291387,1,
2020,146291388,1,
2020,146264966,1,
2020,146261983,1,
2020,146262031,9,
2020,146268051,6,
2020,146268096,1,
2020,146266167,1,
2020,146266194,6,
2020,146268284,8,
2020,146266667,10,
2020,146267491,6,
2020,146268833,1,
2020,146269027,9,
2020,146273854,1,
2020,146274350,10,
2020,146272056,1,
2020,146272089,10,
2020,146276254,1,
2020,146272612,1,
2020,146272612,6,
2020,146272863,6,
2020,146278936,1,
2020,146276933,1,
2020,146276964,1,
2020,146279147,9,
2020,146277547,6,
2020,146277863,1,
2020,146264662,1,
2020,146269638,1,
2020,146279227,9,
2020,146274599,9,
2020,146278971,9,
2020,146278968,9,
2020,146281877,1,
2020,146285125,9,
2020,146282380,9,
2020,146282547,9,
2020,146282246,9,
2020,146282255,9,
2020,146282251,9,
2020,146282245,9,
2020,146282247,9,
2020,146284985,9,
2020,146284974,9,
2020,146282326,9,
2020,146285435,9,
2020,146282578,8,
2020,146282578,1,
2020,146285434,9,
2020,146288125,2,
2020,146288126,2,
2020,146288123,2,
2020,146288166,1,
2020,146288167,9,
2020,146288178,1,
2020,146288190,9,
2020,146288224,9,
2020,146288234,1,
2020,146286014,1,
2020,146288319,10,
2020,146288333,9,
2020,146288376,1,
2020,146288413,10,
2020,146288419,10,
2020,146288485,9,
2020,146288523,1,
2020,146286188,1,
2020,146286189,1,
2020,146288527,1,
2020,146288539,1,
2020,146288603,1,
2020,146288609,9,
2020,146288619,9,
2020,146288617,9,
2020,146288620,9,
2020,146288615,9,
2020,146288616,9,
2020,146288613,10,
2020,146288614,10,
2020,146288618,9,
2020,146288847,6,
2020,146288847,1,
2020,146286500,12,1
2020,146288930,1,
2020,146288989,6,
2020,146289018,10,
2020,146286599,6,
2020,146286599,1,
2020,146289108,1,
2020,146289133,1,
2020,146289290,16,
2020,146289839,1,
2020,146290323,1,
2020,146294008,1,
2020,146290903,1,
2020,146294159,1,
2020,146291165,10,
2020,146294448,1,
2020,146291412,6,
2020,146292006,1,
2020,146292164,10,
2020,146292177,10,
2020,146292194,1,
2020,146295540,1,
2020,146292207,10,
2020,146292228,9,
2020,146292229,9,
2020,146292242,1,
2020,146292281,9,
2020,146292294,1,
2020,146292293,1,
2020,146292336,10,
2020,146292338,1,
2020,146292433,9,
2020,146292432,9,
2020,146292440,10,
2020,146292467,10,
2020,146292471,10,
2020,146295936,9,
2020,146295988,9,
2020,146292802,1,
2020,146298688,1,
2020,146298686,1,
2020,146298687,1,
2020,146298909,3,
2020,146299163,9,
2020,146299997,1,
2020,146303394,1,
2020,146303404,10,
2020,146300099,1,
2020,146300846,1,
2020,146300857,9,
2020,146300856,9,
2020,146300872,11,5
2020,146304145,1,
2020,146301255,1,
2020,146304306,10,
2020,146301315,10,
2020,146301337,10,
2020,146301336,10,
2020,146301335,10,
2020,146301412,1,
2020,146301498,9,
2020,146301508,9,
2020,146301547,10,
2020,146301578,1,
2020,146301581,10,
2020,146301601,9,
2020,146301605,9,
2020,146301615,9,
2020,146304403,9,
2020,146301625,10,
2020,146301646,10,
2020,146301645,10,
2020,146301718,1,
2020,146301724,9,
2020,146301731,1,
2020,146301788,9,
2020,146301827,10,
2020,146304567,10,
2020,146301897,10,
2020,146301977,10,
2020,146302005,10,
2020,146302071,1,
2020,146302069,1,
2020,146302083,10,
2020,146302109,9,
2020,146302155,9,
2020,146302158,10,
2020,146302157,10,
2020,146304688,10,
2020,146302156,10,
2020,146302159,10,
2020,146304689,10,
2020,146304691,10,
2020,146302275,6,
2020,146302275,1,
2020,146302279,9,
2020,146302366,1,
2020,146302573,10,
2020,146302589,10,
2020,146305045,6,
2020,146302661,1,
2020,146305232,10,
2020,146306829,1,
2020,146309413,9,
2020,146306921,9,
2020,146307217,10,
2020,146310252,1,
2020,146310278,1,
2020,146307862,10,
2020,137497445,6,
2020,137497646,1,
2020,137501676,9,
2020,137502091,1,
2020,137502091,6,
2020,137508795,1,
2020,137504558,1,
2020,137511208,6,
2020,137505958,1,
2020,137512104,1,
2020,137506193,9,
2020,137512415,6,
2020,137512658,1,
2020,140243892,1,
2020,140243970,1,
2020,140243969,1,
2020,140243972,1,
2020,140244022,1,
2020,140223835,6,
2020,140224082,1,
2020,140245225,1,
2020,140245240,1,
2020,140245198,1,
2020,140246411,1,
2020,140225111,1,
2020,140248043,9,
2020,140248037,9,
2020,140248041,9,
2020,140248045,9,
2020,140248594,6,
2020,140226905,10,
2020,140249131,9,
2020,140227474,1,
2020,140249323,1,
2020,140227540,1,
2020,140227538,1,
2020,136228995,10,
2020,136228991,10,
2020,137497377,10,
2020,137501318,6,
2020,137502433,6,
2020,137503234,6,
2020,137512208,9,
2020,137512209,9,
2020,137511484,1,
2020,137506094,6,
2020,137512539,1,
2020,136260567,10,
2020,137501331,6,
2020,137501349,1,
2020,137497517,1,
2020,137501365,1,
2020,137497523,1,
2020,137501368,1,
2020,137503231,1,
2020,137502533,9,
2020,137502638,1,
2020,137508071,1,
2020,137503672,1,
2020,137504329,1,
2020,137504915,6,
2020,137510206,9,
2020,137504933,9,
2020,137506159,1,
2020,137512405,1,
2020,137505815,1,
2020,134777210,9,
2020,134788854,9,
2020,134776532,1,
2020,134776531,1,
2020,134776533,1,
2020,134788042,6,
2020,134789137,6,
2020,134782328,1,
2020,134789395,1,
2020,134789431,1,
2020,134789484,10,
2020,134782384,6,
2020,134789497,1,
2020,134789645,1,
2020,134789684,6,
2020,134776145,9,
2020,134776501,1,
2020,134781542,9,
2020,134787921,9,
2020,134787920,9,
2020,134781541,9,
2020,134788019,6,
2020,134788721,1,
2020,134782012,9,
2020,134776825,3,
2020,134781335,6,
2020,134788661,6,
2020,134788762,9,
2020,134788763,9,
2020,134789058,6,
2020,139370667,1,
2020,139367460,1,
2020,139370997,1,
2020,139370996,1,
2020,139367764,1,
2020,139371238,1,
2020,139371268,10,
2020,139373426,1,
2020,139373131,6,
2020,139371847,1,
2020,139372682,6,
2020,139378392,6,
2020,139374753,6,
2020,139376588,1,
2020,139380943,9,
2020,139380951,9,
2020,139380947,9,
2020,139376762,9,
2020,139376758,9,
2020,139376751,9,
2020,139380936,9,
2020,139377149,9,
2020,139381395,9,
2020,139377152,9,
2020,139381554,10,
2020,139382426,10,
2020,139382996,1,
2020,139383062,9,
2020,139382812,1,
2020,139387953,9,
2020,139387954,9,
2020,139387955,9,
2020,139387997,1,
2020,139388881,1,
2020,139389075,9,
2020,139389419,9,
2020,139389562,1,
2020,137501636,10,
2020,137511283,1,
2020,137510685,1,
2020,137510759,1,
2020,139367479,2,
2020,139373441,1,
2020,139374334,10,
2020,139378166,6,
2020,139378272,9,
2020,139379269,10,
2020,139379276,1,
2020,139380222,10,
2020,139376535,10,
2020,139382434,1,
2020,139382766,2,
2020,139383103,10,
2020,139382637,1,
2020,139383105,1,
2020,139383400,1,
2020,139387990,1,
2020,139388220,10,
2020,139388219,10,
2020,134775970,1,
2020,134776589,2,
2020,134776590,2,
2020,134776591,2,
2020,134780794,6,
2020,134777637,9,
2020,134781443,10,
2020,134781447,1,
2020,134788125,1,
2020,134788174,6,
2020,139371945,10,
2020,139373259,1,
2020,139373336,6,
2020,139372190,6,
2020,139372594,2,
2020,139378035,6,
2020,139378053,1,
2020,139379424,6,
2020,139374701,6,
2020,139374701,1,
2020,139380322,1,
2020,139376334,1,
2020,139381070,9,
2020,139381252,1,
2020,139381679,10,
2020,139377287,6,
2020,139382258,1,
2020,139382253,1,
2020,139382255,1,
2020,139382659,6,
2020,139382850,1,
2020,139383352,6,
2020,139383403,6,
2020,139388213,9,
2020,139388848,3,
2020,139384702,6,
2020,139384702,1,
2020,139388970,1,
2020,139388970,6,
2020,139389165,10,
2020,139389164,10,
2020,139385896,6,
2020,139386008,1,
2020,139386299,1,
2020,139390126,1,
2020,139391577,1,
2020,139391657,6,
2020,139391669,10,
2020,139391663,10,
2020,139391665,10,
2020,139391666,10,
2020,139391668,10,
2020,139391664,10,
2020,139394186,1,
2020,139367433,1,
2020,139367469,1,
2020,139367536,1,
2020,139370919,6,
2020,139367656,1,
2020,139371090,6,
2020,139371118,6,
2020,139371224,1,
2020,139371265,6,
2020,139371393,1,
2020,139371393,6,
2020,139372017,1,
2020,139372015,1,
2020,139372419,1,
2020,139373967,10,
2020,139372639,1,
2020,139372793,1,
2020,139374589,6,
2020,139378382,6,
2020,139375983,1,
2020,139379965,1,
2020,139379966,1,
2020,139376118,2,
2020,139380299,9,
2020,139380366,1,
2020,139380577,10,
2020,139376648,10,
2020,139380810,10,
2020,139380802,10,
2020,139376659,10,
2020,139376700,9,
2020,139377028,1,
2020,139381260,1,
2020,139381550,10,
2020,139377359,9,
2020,139377374,1,
2020,139377598,1,
2020,139382323,10,
2020,139377855,1,
2020,139382682,9,
2020,139388738,10,
2020,139388812,1,
2020,139385714,10,
2020,139389723,9,
2020,139390423,10,
2020,139390743,1,
2020,139391121,1,
2020,139391417,1,
2020,139391521,1,
2020,139391520,1,
2020,139391813,9,
2020,139391906,1,
2020,139392593,6,
2020,139392593,1,
2020,139392543,10,
2020,139392709,1,
2020,139367431,1,
2020,139367474,6,
2020,139370929,6,
2020,139371212,1,
2020,139373027,6,
2020,139371328,1,
2020,139372938,6,
2020,139373018,6,
2020,139371732,10,
2020,139371769,1,
2020,139372693,6,
2020,139372710,2,
2020,139374032,2,
2020,139372708,2,
2020,139380269,1,
2020,139380419,9,
2020,139380430,9,
2020,139380423,9,
2020,139376352,9,
2020,139380835,10,
2020,139376685,1,
2020,139380837,10,
2020,139376723,9,
2020,139376954,6,
2020,139377086,1,
2020,139381441,6,
2020,139381439,6,
2020,139377176,6,
2020,139377172,6,
2020,139381921,9,
2020,139377667,10,
2020,139382874,6,
2020,139382872,6,
2020,139387958,1,
2020,139383763,10,
2020,139383869,10,
2020,139389292,1,
2020,139389989,1,
2020,139390079,1,
2020,139386457,9,
2020,139370705,10,
2020,139371199,6,
2020,139371013,10,
2020,139372345,2,
2020,139372329,2,
2020,139378334,1,
2020,139374981,3,
2020,139379745,2,
2020,139375959,6,
2020,139380033,1,
2020,139381384,6,
2020,139381541,1,
2020,139381998,1,
2020,139377588,9,
2020,139377712,1,
2020,139382291,1,
2020,139383094,1,
2020,139382621,1,
2020,139383254,6,
2020,139387924,1,
2020,139383353,1,
2020,139383420,1,
2020,139388361,10,
2020,139388619,10,
2020,139388620,10,
2020,139388621,10,
2020,139384567,10,
2020,139389451,10,
2020,139390253,6,
2020,139390299,10,
2020,139386650,1,
2020,139390994,10,
2020,137512406,1,
2020,137512448,6,
2020,137512526,1,
2020,137512526,9,
2020,140223576,1,
2020,140243831,1,
2020,140245221,1,
2020,140246423,6,
2020,140226207,9,
2020,140226293,6,
2020,140226492,9,
2020,140248702,6,
2020,140248809,6,
2020,139370951,1,
2020,139367815,1,
2020,139373423,6,
2020,139378032,1,
2020,139376128,1,
2020,139380693,1,
2020,139380696,1,
2020,139376560,1,
2020,139380692,1,
2020,139382195,1,
2020,139382272,10,
2020,139382752,6,
2020,139383287,10,
2020,139389669,1,
2020,139391122,1,
2020,139391122,6,
2020,139370937,10,
2020,139372627,1,
2020,139378504,6,
2020,139374703,6,
2020,139380298,9,
2020,139380295,9,
2020,139380760,10,
2020,139380824,1,
2020,139376680,1,
2020,139383134,2,
2020,139383235,1,
2020,139382893,1,
2020,139382897,1,
2020,139387988,1,
2020,139390529,9,
2020,139390530,1,
2020,139390862,1,
2020,139390861,1,
2020,139387895,10,
2020,139392031,1,
2020,139392031,6,
2020,139392447,10,
2020,139398233,1,
2020,139398338,1,
2020,139399103,10,
2020,139367526,1,
2020,139367521,1,
2020,139372022,6,
2020,139373813,9,
2020,139372635,6,
2020,139378058,10,
2020,139379039,9,
2020,139375801,1,
2020,139380166,9,
2020,139376134,9,
2020,139376132,9,
2020,139380173,9,
2020,139376137,9,
2020,139380371,1,
2020,139380362,1,
2020,139376902,1,
2020,139377192,6,
2020,139377225,6,
2020,139377623,1,
2020,139377679,1,
2020,139382341,1,
2020,139383339,1,
2020,139387956,1,
2020,139389556,10,
2020,139389994,1,
2020,139389995,1,
2020,139386099,6,
2020,139386099,1,
2020,139390149,9,
2020,139390150,9,
2020,139390148,9,
2020,139390226,10,
2020,139390224,10,
2020,139386579,10,
2020,139390282,9,
2020,139390886,1,
2020,139391433,6,
2020,139392260,6,
2020,139367797,6,
2020,139371160,1,
2020,139371289,6,
2020,139373101,1,
2020,139371932,1,
2020,139377905,1,
2020,139378558,6,
2020,139380417,9,
2020,139380737,6,
2020,139377541,1,
2020,139382065,1,
2020,139382052,1,
2020,139382130,1,
2020,139382149,10,
2020,139382386,1,
2020,139382871,6,
2020,139383362,10,
2020,139388285,6,
2020,139388285,1,
2020,139384117,1,
2020,139385580,6,
2020,139385580,1,
2020,139385590,1,
2020,139389767,6,
2020,139387699,8,
2020,139387700,8,
2020,139391688,1,
2020,139392540,1,
2020,139398626,10,
2020,139398790,10,
2020,139370679,1,
2020,139370838,1,
2020,139370889,1,
2020,139367800,10,
2020,139371261,6,
2020,139371266,6,
2020,139371675,6,
2020,139371759,6,
2020,139371699,6,
2020,139372175,6,
2020,139372255,6,
2020,139372703,6,
2020,139374445,1,
2020,139375225,1,
2020,139379064,1,
2020,139375910,1,
2020,139380182,6,
2020,139380521,9,
2020,139380786,1,
2020,139376739,1,
2020,139377364,9,
2020,139382163,6,
2020,139382300,6,
2020,139382641,1,
2020,139383274,1,
2020,139383318,1,
2020,139390298,10,
2020,139390711,1,
2020,139390801,1,
2020,139390801,6,
2020,139391253,9,
2020,139387658,1,
2020,139387692,10,
2020,136235320,1,
2020,136235320,6,
2020,136238747,10,
2020,136238847,1,
2020,136239610,1,
2020,136239790,6,
2020,136239789,6,
2020,136240265,1,
2020,136288710,1,
2020,140223756,6,
2020,140223756,1,
2020,140224990,1,
2020,140246205,1,
2020,140225275,9,
2020,140225482,9,
2020,140225924,9,
2020,140226074,6,
2020,140248340,1,
2020,140226619,1,
2020,140226624,10,
2020,140226628,10,
2020,140248478,9,
2020,140226993,1,
2020,140226992,1,
2020,136227149,6,
2020,136233689,1,
2020,136290082,2,
2020,136293960,6,
2020,139391578,6,
2020,139392965,1,
2020,139392143,6,
2020,139398809,1,
2020,139395186,1,
2020,136288908,1,
2020,136289031,6,
2020,136289032,1,
2020,136286204,6,
2020,136290257,1,
2020,136290288,1,
2020,136293609,2,
2020,136293606,2,
2020,136293885,1,
2020,136294399,9,
2020,139373391,6,
2020,139371914,9,
2020,139373518,1,
2020,139374764,1,
2020,139376375,6,
2020,139376415,1,
2020,139377057,1,
2020,139381501,6,
2020,139377416,6,
