"DATA_YEAR","WEAPON_ID","OFFENSE_ID","NIBRS_WEAPON_ID"
2020,3,162211446,33479922
2020,19,162211483,33479931
2020,20,162211528,33479949
2020,3,162206084,33489389
2020,12,162206122,33479957
2020,18,162211582,33479969
2020,3,162211600,33489408
2020,20,162216216,33479990
2020,3,162216265,33480000
2020,9,162211749,33480009
2020,9,162211751,33480010
2020,2,162216316,33480016
2020,19,162216465,33489475
2020,3,162211942,33480047
2020,18,162211980,33480055
2020,18,162216592,33489509
2020,18,162212076,33480073
2020,12,162216605,33480079
2020,12,162216616,33489515
2020,18,162216649,33489521
2020,12,162212179,33480105
2020,3,162212243,33489535
2020,20,162216846,33480142
2020,18,162216882,33489567
2020,3,162212367,33480155
2020,20,162216971,33489586
2020,2,162212697,33480247
2020,18,162217373,33480287
2020,12,162212929,33480312
2020,12,162217541,33480321
2020,12,162213234,33480386
2020,5,162217726,33489755
2020,20,162217894,33480419
2020,18,162213417,33480431
2020,12,162218018,33489821
2020,18,162218045,33489825
2020,12,162213538,33480464
2020,12,162218123,33489844
2020,20,162213638,33480485
2020,12,162213708,33489874
2020,12,162214115,33480590
2020,12,162218616,33480597
2020,12,162214218,33489976
2020,12,162214227,33480610
2020,20,162214242,33489981
2020,12,162214244,33480612
2020,20,162218693,33489982
2020,12,162214267,33489987
2020,12,162214274,33480616
2020,3,162214291,33489994
2020,12,162214408,33480639
2020,20,162219185,33490061
2020,3,162214602,33480667
2020,18,162219161,33480675
2020,12,162214702,33490068
2020,12,162219242,33490071
2020,12,162214771,33490082
2020,4,162219480,33490135
2020,19,162219355,33480714
2020,12,162214950,33480739
2020,12,162214972,33480747
2020,12,162219508,33490140
2020,3,162215795,33480940
2020,12,162215880,33480961
2020,12,162220464,33480970
2020,18,162215912,33480972
2020,12,162215912,33480971
2020,12,162221434,33481090
2020,12,162221550,33490486
2020,12,162221581,33490489
2020,18,162221581,33490490
2020,2,162221045,33481127
2020,12,162221595,33481129
2020,19,162226253,33490538
2020,3,162226333,33490556
2020,2,162226449,33490577
2020,12,162222345,33481297
2020,19,162226873,33490665
2020,19,162226945,33490676
2020,12,162222448,33490686
2020,3,162226975,33490688
2020,9,162222566,33490707
2020,12,162222566,33490708
2020,12,162222570,33481339
2020,12,162222572,33481341
2020,12,162222573,33490711
2020,12,162227105,33481342
2020,12,162227122,33481345
2020,12,162222589,33481348
2020,3,162222599,33481352
2020,2,162227146,33490728
2020,2,162227147,33490729
2020,12,162222610,33481356
2020,10,162222610,33481355
2020,3,162222612,33481358
2020,12,162222614,33481360
2020,12,162222615,33481362
2020,2,162227196,33490748
2020,12,162227202,33490752
2020,12,162222630,33481368
2020,10,162222630,33481367
2020,12,162222631,33481369
2020,12,162222646,33481377
2020,12,162222650,33481380
2020,10,162222650,33481379
2020,18,162222654,33481383
2020,3,162227264,33490783
2020,2,162222658,33481385
2020,2,162222672,33481392
2020,12,162222676,33481395
2020,12,162222677,33481396
2020,12,162222681,33481397
2020,2,162222703,33490793
2020,3,162222704,33481402
2020,12,162222709,33481404
2020,12,162222717,33481405
2020,12,162222721,33481407
2020,10,162222724,33481408
2020,12,162222738,33481410
2020,12,162222739,33481411
2020,2,162222750,33481414
2020,12,162222753,33481415
2020,2,162222763,33481416
2020,2,162227362,33481418
2020,12,162222774,33481422
2020,10,162222785,33481423
2020,3,162227386,33490824
2020,12,162222793,33481425
2020,12,162222792,33481424
2020,3,162222796,33481426
2020,3,162222814,33481430
2020,3,162222831,33481431
2020,9,162222838,33481433
2020,12,162222839,33481434
2020,5,162222855,33481438
2020,12,162222856,33481439
2020,3,162222860,33481441
2020,12,162222865,33481444
2020,12,160444377,33039484
2020,12,160447498,33039507
2020,3,160447503,33039512
2020,3,160447504,33039513
2020,3,160444497,33041988
2020,12,160447591,33041992
2020,12,160447597,33039538
2020,11,160447605,33039540
2020,9,160447650,33039556
2020,9,160447674,33039561
2020,10,160447709,33039573
2020,12,160447784,33039586
2020,2,160447796,33039587
2020,2,160444607,33042019
2020,12,160447802,33039589
2020,3,160447828,33039593
2020,3,160447829,33039594
2020,3,160447834,33039596
2020,12,160448496,33039810
2020,12,160448546,33042223
2020,3,160445325,33042243
2020,12,160448692,33042263
2020,3,160445457,33042278
2020,12,160445617,33042315
2020,12,160445674,33042327
2020,3,160445699,33042337
2020,3,160449081,33039988
2020,10,160449170,33042397
2020,12,160449179,33040014
2020,12,160449287,33040041
2020,5,160449388,33040074
2020,12,160449389,33040075
2020,12,160451229,33040082
2020,19,160449570,33040118
2020,12,160449623,33040138
2020,12,160451459,33040149
2020,3,160449685,33040162
2020,12,160449799,33040188
2020,12,160451885,33042648
2020,3,160451899,33040241
2020,19,160450084,33042659
2020,12,160452073,33040295
2020,12,154331764,31240974
2020,12,154311634,31241769
2020,12,154331784,31241771
2020,18,154331784,31240978
2020,18,154311639,31240984
2020,12,154311639,31240983
2020,20,154331789,31240980
2020,3,154311643,31240989
2020,19,154331827,31240998
2020,12,154331839,31241000
2020,19,154331849,31241005
2020,12,154311656,31241775
2020,18,154331877,31241014
2020,12,154331936,31241786
2020,20,154311707,31241791
2020,12,154331920,31241784
2020,12,154311692,31241785
2020,12,154332028,31241045
2020,3,154311766,31241051
2020,12,154311864,31241827
2020,12,154311843,31241825
2020,18,154311755,31241047
2020,12,154311755,31241801
2020,12,154332060,31241052
2020,12,154332076,31241059
2020,19,154332087,31241839
2020,9,154311876,31241837
2020,12,154311888,31241065
2020,12,154311889,31241066
2020,12,154311908,31241072
2020,12,154332198,31241104
2020,12,154332131,31241851
2020,12,154311948,31241097
2020,12,154311949,31241096
2020,20,154311962,31241862
2020,12,154332199,31241105
2020,20,154332254,31241119
2020,20,154332266,31241871
2020,12,154311999,31241128
2020,12,154312032,31241876
2020,18,154312040,31241881
2020,14,154332328,31241882
2020,12,154332315,31241138
2020,12,154312077,31241893
2020,3,154332385,31241896
2020,12,154312099,31241152
2020,18,154332394,31241898
2020,19,154312106,31241160
2020,19,154332409,31241161
2020,12,154312107,31241162
2020,12,154332462,31241905
2020,20,154332470,31241908
2020,3,154332477,31241186
2020,19,154312179,31241913
2020,18,154312201,31241921
2020,12,154332548,31241199
2020,18,154312207,31241923
2020,12,154332556,31241204
2020,12,154312203,31241924
2020,12,153753888,31007383
2020,19,154399797,31263266
2020,12,155434991,31536498
2020,12,155438077,31544844
2020,12,155438275,31544894
2020,12,155438191,31544867
2020,12,155438276,31544896
2020,19,155438636,31536603
2020,19,155435533,31536629
2020,3,155436012,31536759
2020,3,155435904,31536718
2020,12,155439306,31545144
2020,12,155441478,31546903
2020,12,155441512,31546909
2020,12,155441635,31546936
2020,12,155441809,31546972
2020,12,155437147,31544653
2020,12,155434545,31536411
2020,12,155434347,31544695
2020,12,155438160,31544861
2020,12,155438647,31544981
2020,2,155435875,31545093
2020,3,155438688,31544994
2020,12,155438868,31536634
2020,2,155439198,31545105
2020,12,155439330,31546764
2020,3,155439338,31545151
2020,12,155436107,31546794
2020,12,155436158,31545241
2020,12,155441304,31545302
2020,12,155439995,31545356
2020,10,155440085,31546927
2020,20,155440184,31546946
2020,12,155441686,31546947
2020,12,155440280,31545420
2020,12,155441828,31545446
2020,12,155440385,31545453
2020,20,155436865,31536259
2020,9,155434210,31536311
2020,12,155437349,31536355
2020,20,155438121,31544851
2020,12,155437906,31544802
2020,3,155435732,31545056
2020,12,155435457,31536609
2020,12,155440032,31546918
2020,12,155439069,31536683
2020,20,155439873,31545326
2020,12,155441559,31546919
2020,12,155441824,31546978
2020,12,155425991,31544038
2020,20,155431223,31544079
2020,12,155429010,31544097
2020,12,155431285,31535737
2020,12,155431427,31535773
2020,20,155429872,31544248
2020,12,155431561,31535806
2020,12,155429334,31544171
2020,12,155430890,31544419
2020,12,155430600,31536005
2020,12,155430686,31536012
2020,20,155430928,31544423
2020,20,155433289,31536126
2020,12,155437015,31544610
2020,12,155433989,31544588
2020,12,155437121,31544649
2020,12,155434214,31536316
2020,19,155437859,31536444
2020,12,155434493,31544744
2020,3,155437706,31544758
2020,12,155438610,31544969
2020,12,155434659,31544781
2020,12,155434905,31544820
2020,12,155435165,31536546
2020,12,155435362,31536588
2020,12,155438603,31536592
2020,12,155439524,31545223
2020,12,155439117,31545083
2020,2,155439509,31545219
2020,12,155439608,31545244
2020,12,155439705,31546828
2020,12,155439881,31545330
2020,12,155441384,31545329
2020,12,155441438,31545345
2020,18,155441524,31546914
2020,12,155441546,31545361
2020,12,155440073,31545379
2020,18,155441756,31546965
2020,3,155441860,31546997
2020,3,155441861,31546998
2020,20,154331817,31240996
2020,12,154331898,31241017
2020,12,154332067,31241055
2020,20,154311865,31241830
2020,12,154332235,31241114
2020,12,154333424,31241989
2020,12,154334750,31242185
2020,12,154335148,31241728
2020,12,154313718,31241755
2020,3,154335507,31246799
2020,3,154335509,31246800
2020,18,154335588,31246821
2020,10,154335781,31246872
2020,18,154336139,31242386
2020,12,154336137,31246952
2020,12,154336374,31242421
2020,12,154337138,31247204
2020,12,154334582,31241611
2020,19,154313244,31242170
2020,19,154313370,31241656
2020,12,154334842,31241664
2020,12,154334992,31241702
2020,9,154335333,31242263
2020,12,154336225,31246977
2020,12,154336341,31247003
2020,12,154336941,31247158
2020,12,154315037,31247165
2020,3,154337037,31247184
2020,12,154315367,31247221
2020,18,154315456,31242648
2020,12,154315462,31242652
2020,12,154337337,31247256
2020,12,154337346,31242662
2020,12,154337430,31247279
2020,12,154315675,31242710
2020,12,154337533,31247306
2020,12,154315727,31242733
2020,12,154337738,31242802
2020,12,154331783,31240977
2020,12,154331836,31240999
2020,12,154331899,31241782
2020,12,154331896,31241781
2020,12,154311862,31241829
2020,12,154332301,31241134
2020,12,154332838,31241239
2020,12,154312915,31241497
2020,12,154313223,31241612
2020,12,154313226,31242163
2020,12,154313556,31242229
2020,12,154313553,31241715
2020,12,154313715,31242260
2020,12,154314060,31242333
2020,12,154314546,31242423
2020,10,154314565,31242427
2020,12,154336472,31247037
2020,12,154314648,31247054
2020,3,154336667,31242470
2020,2,154336673,31247079
2020,3,154314944,31242511
2020,12,154336953,31247163
2020,12,155426154,31544066
2020,12,155429275,31535795
2020,12,155431038,31536071
2020,12,155430162,31535925
2020,12,155431008,31536065
2020,2,155433583,31536191
2020,12,155433202,31544463
2020,20,155433599,31536194
2020,3,155439269,31545124
2020,10,155435133,31544879
2020,12,155435168,31544888
2020,12,155435699,31536664
2020,12,155435895,31545100
2020,9,155436056,31546781
2020,12,155436074,31546788
2020,12,155439533,31545225
2020,12,155439631,31545253
2020,12,155439673,31545268
2020,9,155441366,31545320
2020,4,155439872,31545324
2020,12,155441519,31546912
2020,2,159674914,32816619
2020,12,159674975,32816634
2020,2,159675013,32821414
2020,12,155433695,31536218
2020,9,159675036,32821419
2020,12,155434975,31536496
2020,12,155435015,31544845
2020,12,159677540,32821426
2020,12,155438554,31544952
2020,12,155439273,31545127
2020,2,155439321,31546763
2020,12,159677688,32816696
2020,12,155436072,31546787
2020,12,155441215,31546823
2020,12,155439883,31546876
2020,12,159675289,32816723
2020,9,159675324,32816735
2020,12,155440019,31546916
2020,9,155441550,31546917
2020,12,155441595,31545383
2020,12,155440133,31545396
2020,12,159675337,32816739
2020,12,155440329,31545432
2020,3,159677973,32821539
2020,18,159678072,32821566
2020,18,159678190,32821599
2020,12,159678233,32821608
2020,12,159678323,32821638
2020,3,159678343,32821644
2020,10,159678376,32821876
2020,12,159678385,32821665
2020,9,159678401,32821672
2020,12,159675814,32821890
2020,10,159675814,32821889
2020,2,159678473,32821703
2020,3,159678477,32821706
2020,12,159678483,32821707
2020,12,159675885,32821928
2020,3,159678506,32821717
2020,3,159678533,32821732
2020,2,159678537,32821734
2020,2,159678614,32826768
2020,3,159678652,32826785
2020,4,159678652,32826786
2020,12,159678671,32826792
2020,9,159678670,32826791
2020,12,159678683,32826795
2020,12,159678689,32826799
2020,3,159676120,32822017
2020,2,159678707,32826807
2020,3,159678713,32826809
2020,10,159676138,32822033
2020,3,159676138,32822032
2020,3,159678792,32826847
2020,19,159678801,32822061
2020,12,159678819,32826861
2020,10,159678861,32826875
2020,12,159678878,32826879
2020,3,159678886,32826881
2020,12,159679058,32826957
2020,3,159679084,32826967
2020,12,159681773,32822258
2020,3,155436884,31544586
2020,12,155434056,31544599
2020,2,155437010,31536286
2020,12,155437039,31544617
2020,12,155434688,31536438
2020,3,155434306,31536342
2020,12,155438271,31544893
2020,12,155435627,31536646
2020,3,155439145,31545090
2020,12,155435145,31536543
2020,3,155437971,31544817
2020,12,155435235,31536558
2020,12,155435369,31536591
2020,12,162201721,33479003
2020,12,162201780,33488661
2020,12,162206819,33488659
2020,19,162201823,33488669
2020,12,162201868,33488672
2020,12,162207132,33479081
2020,12,162207152,33479084
2020,12,162201893,33488679
2020,19,162201901,33479091
2020,12,162207258,33479109
2020,9,162202178,33479155
2020,20,162202212,33479167
2020,12,162207525,33488734
2020,3,162207567,33479175
2020,2,162202443,33479209
2020,4,162202779,33488850
2020,3,162208155,33488855
2020,3,162202830,33488858
2020,12,162202954,33488879
2020,12,162202959,33479316
2020,12,162202994,33479324
2020,18,162208326,33488885
2020,22,162202963,33488881
2020,20,162203030,33488896
2020,12,162208389,33488899
2020,19,162203082,33488903
2020,12,162203068,33479339
2020,3,162203075,33488904
2020,12,162203194,33488923
2020,20,162203216,33488931
2020,18,162203441,33488965
2020,9,154311757,31241048
2020,3,154331801,31240986
2020,20,154331906,31241019
2020,12,154332059,31241809
2020,12,154311839,31241823
2020,12,154311885,31241843
2020,12,154332294,31241132
2020,12,154332352,31241143
2020,12,154332804,31241230
2020,12,154332968,31241259
2020,12,154333010,31241265
2020,20,154333013,31241266
2020,12,154333921,31241444
2020,12,154312868,31241486
2020,12,154334309,31241539
2020,12,154314087,31242341
2020,12,154335856,31246890
2020,18,154335958,31246914
2020,12,154336296,31242411
2020,12,154336594,31242454
2020,9,154314992,31242523
2020,20,154315231,31242579
2020,3,154315343,31247217
2020,12,155428772,31535700
2020,12,155429298,31544165
2020,12,155433538,31544510
2020,12,155433874,31536242
2020,12,155430284,31544317
2020,9,155430497,31544342
2020,2,155436839,31536255
2020,20,155437766,31544767
2020,20,155437081,31536304
2020,3,155435027,31536510
2020,9,155435594,31545032
2020,19,155435861,31536700
2020,3,155435987,31536746
2020,12,155435929,31536727
2020,2,155439232,31545111
2020,12,155436155,31546810
2020,12,155441183,31546815
2020,12,155439866,31546869
2020,12,155440338,31545436
2020,19,155441818,31546977
2020,20,155431488,31544152
2020,12,155426047,31544047
2020,20,155428793,31535704
2020,12,155431178,31544072
2020,12,155429682,31544221
2020,19,155432560,31536000
2020,12,155432483,31535985
2020,12,155434267,31544687
2020,12,155437664,31544747
2020,20,155434346,31536359
2020,3,155438013,31536488
2020,12,155435918,31536722
2020,12,155439202,31545107
2020,12,155439800,31546852
2020,12,155439870,31546870
