"DATA_YEAR","NIBRS_MONTH_ID","AGENCY_ID","MONTH_NUM","DATA_YEAR","REPORTED_STATUS","REPORT_DATE","UPDATE_FLAG","ORIG_FORMAT","DATA_HOME","DDOCNAME","DID","MONTH_PUB_STATUS"
2020,10244336,5714,10,2020,"I",,"Y","G","C","2020_10_IN0120100_NIBRS",95271174,0
2020,10244395,5714,11,2020,"I",,"Y","G","C","2020_11_IN0120100_NIBRS",95275715,0
2020,10244454,5714,12,2020,"I",,"Y","G","C","2020_12_IN0120100_NIBRS",95271247,0
2020,8476997,5733,1,2020,"I",,"Y","G","C","2020_01_IN0190200_NIBRS",95277077,0
2020,8564013,5733,2,2020,"I",,"Y","G","C","2020_02_IN0190200_NIBRS",95277114,0
2020,8562065,5733,3,2020,"I",,"Y","G","C","2020_03_IN0190200_NIBRS",84598477,0
2020,8505768,5733,4,2020,"I",,"Y","G","C","2020_04_IN0190200_NIBRS",84598504,0
2020,8524766,5733,5,2020,"I",,"Y","G","C","2020_05_IN0190200_NIBRS",87891986,0
2020,8518103,5733,6,2020,"I",,"Y","G","C","2020_06_IN0190200_NIBRS",95277178,0
2020,8565846,5733,7,2020,"I",,"Y","G","C","2020_07_IN0190200_NIBRS",94888124,0
2020,8514515,5733,8,2020,"I",,"Y","G","C","2020_08_IN0190200_NIBRS",95276298,0
2020,8554913,5733,9,2020,"I",,"Y","G","C","2020_09_IN0190200_NIBRS",90552359,0
2020,8496658,5733,10,2020,"I",,"Y","G","C","2020_10_IN0190200_NIBRS",95276339,0
2020,8488127,5733,11,2020,"I",,"Y","G","C","2020_11_IN0190200_NIBRS",95276204,0
2020,8551682,5733,12,2020,"I",,"Y","G","C","2020_12_IN0190200_NIBRS",95277434,0
2020,10932190,5725,1,2020,"I",,"Y","G","C","2020_01_IN0170100_NIBRS",87888729,0
2020,10932210,5725,2,2020,"I",,"Y","G","C","2020_02_IN0170100_NIBRS",87888943,0
2020,10932230,5725,3,2020,"I",,"Y","G","C","2020_03_IN0170100_NIBRS",75438205,0
2020,10932250,5725,4,2020,"I",,"Y","G","C","2020_04_IN0170100_NIBRS",97008432,0
2020,10932270,5725,5,2020,"I",,"Y","G","C","2020_05_IN0170100_NIBRS",95275593,0
2020,10932290,5725,6,2020,"U",,"Y","G","C","2020_06_IN0170100_NIBRS",,0
2020,10932310,5725,7,2020,"I",,"Y","G","C","2020_07_IN0170100_NIBRS",97012053,0
2020,10932330,5725,8,2020,"I",,"Y","G","C","2020_08_IN0170100_NIBRS",95271144,0
2020,10932350,5725,9,2020,"I",,"Y","G","C","2020_09_IN0170100_NIBRS",95271168,0
2020,10932370,5725,10,2020,"I",,"Y","G","C","2020_10_IN0170100_NIBRS",87886589,0
2020,10932390,5725,11,2020,"I",,"Y","G","C","2020_11_IN0170100_NIBRS",95275717,0
2020,10932410,5725,12,2020,"I",,"Y","G","C","2020_12_IN0170100_NIBRS",95271284,0
2020,10931896,5697,1,2020,"I",,"Y","G","C","2020_01_IN0060000_NIBRS",94882626,0
2020,10931921,5697,2,2020,"I",,"Y","G","C","2020_02_IN0060000_NIBRS",94887760,0
2020,10931946,5697,3,2020,"I",,"Y","G","C","2020_03_IN0060000_NIBRS",94887761,0
2020,10931971,5697,4,2020,"I",,"Y","G","C","2020_04_IN0060000_NIBRS",94882653,0
2020,10931996,5697,5,2020,"I",,"Y","G","C","2020_05_IN0060000_NIBRS",94882680,0
2020,10932021,5697,6,2020,"I",,"Y","G","C","2020_06_IN0060000_NIBRS",94887791,0
2020,10932046,5697,7,2020,"I",,"Y","G","C","2020_07_IN0060000_NIBRS",94882706,0
2020,10932071,5697,8,2020,"I",,"Y","G","C","2020_08_IN0060000_NIBRS",94882722,0
2020,10932096,5697,9,2020,"I",,"Y","G","C","2020_09_IN0060000_NIBRS",94887819,0
2020,10932121,5697,10,2020,"I",,"Y","G","C","2020_10_IN0060000_NIBRS",94887883,0
2020,10932146,5697,11,2020,"I",,"Y","G","C","2020_11_IN0060000_NIBRS",94887903,0
2020,10932171,5697,12,2020,"U",,"Y","G","C","2020_12_IN0060000_NIBRS",,0
2020,13857649,5749,3,2020,"U",15-MAY-20,"Y","F","C","2020_03_IN0250000_NIBRS",73437455,0
2020,13856751,5749,4,2020,"I",15-MAY-20,"Y","F","C","2020_04_IN0250000_NIBRS",78683851,0
2020,13856842,5749,5,2020,"I",,"Y","G","C","2020_05_IN0250000_NIBRS",82658273,0
2020,15555586,5749,6,2020,"I",03-AUG-20,"Y","F","C","2020_06_IN0250000_NIBRS",82653085,0
