"DATA_YEAR","VICTIM_ID","OFFENDER_ID","RELATIONSHIP_ID","NIBRS_VICTIM_OFFENDER_ID"
2020,144059227,148905745,1,47074111
2020,144057191,148905745,25,47074115
2020,144057191,148902394,1,47077893
2020,144059227,148902394,25,47074112
2020,144057374,148905982,14,47074175
2020,144059440,148902585,3,47077985
2020,144057549,148906184,1,47074264
2020,144057570,148902769,3,47074278
2020,144059714,148906236,16,47078127
2020,144057654,148906295,9,47078162
2020,144057654,148906297,9,47074323
2020,144057654,148906296,9,47074322
2020,144057813,148906496,3,47078292
2020,144063149,148906903,18,47078436
2020,144063161,148906932,1,47074516
2020,144060552,148907043,3,47074570
2020,144060946,148903718,17,47074712
2020,144063664,148907546,18,47078712
2020,144063762,148903877,1,47074806
2020,144061179,148903944,17,47078772
2020,144061218,148903977,3,47074844
2020,144061218,148903979,1,47074845
2020,144063894,148907764,16,47074867
2020,144064355,148904517,18,47079015
2020,144064286,148908210,1,47078981
2020,144064286,148908207,1,47078979
2020,144064299,148908228,3,47075059
2020,144062201,148908686,3,47079143
2020,144062343,148908815,1,47079188
2020,144068042,148909483,3,47079398
2020,144068055,148909496,1,47075414
2020,144065350,148910541,17,47075426
2020,144062371,148908847,18,47079201
2020,144070676,148912809,20,47080128
2020,145497500,150402347,3,47757968
2020,145497502,150402347,3,47761638
2020,145497502,150402348,3,47761639
2020,145497500,150402348,3,47757970
2020,145500730,150410358,24,47758003
2020,145497585,150410359,24,47761685
2020,145497532,150410358,24,47757984
2020,145500730,150410359,24,47758005
2020,145500690,150410359,24,47757989
2020,145500690,150402372,24,47761660
2020,145497577,150410359,24,47761678
2020,145500690,150410358,24,47757987
2020,145500709,150410359,24,47757990
2020,145497577,150402372,24,47761679
2020,145500709,150402372,24,47761668
2020,145497532,150402372,24,47757986
2020,145500709,150410358,24,47761661
2020,145500730,150402372,24,47758008
2020,145497585,150410358,24,47761684
2020,145497532,150410359,24,47757985
2020,145497585,150402372,24,47758015
2020,145497577,150410358,24,47758009
2020,145501457,150411160,1,47762083
2020,145501198,150402872,1,47758277
2020,145503347,150403183,18,47762105
2020,145501657,150403308,21,47758474
2020,145501829,150411520,24,47758543
2020,145501842,150403499,24,47762263
2020,145501857,150403528,5,47762276
2020,145504173,150403939,3,47762544
2020,145504173,150403942,25,47762543
2020,145504167,150403942,3,47762539
2020,145504167,150403939,25,47762541
2020,145508413,150415078,19,47759252
2020,145509166,150415825,27,47759521
2020,145508672,150413385,25,47759328
2020,145508671,150413385,3,47759327
2020,145508671,150413386,25,47759326
2020,145508672,150413386,3,47762999
2020,145509164,150413891,3,47763172
2020,145506037,150415907,18,47763193
2020,145506106,150414023,21,47763225
2020,145506405,150416300,3,47759716
2020,145509831,150416544,18,47759772
2020,145509989,150416696,18,47759820
2020,145510106,150414876,9,47759872
2020,145510121,150414888,6,47759881
2020,145507019,150419974,1,47763550
2020,145507351,150420287,15,47763687
2020,145507347,150420287,25,47760065
2020,145507351,150420291,25,47763688
2020,145510503,150420287,15,47763683
2020,145510492,150417162,15,47763678
2020,145510503,150417158,15,47760059
2020,145507347,150417162,15,47763685
2020,145510503,150420291,15,47763684
2020,145510492,150420287,15,47763679
2020,145507351,150417162,15,47763686
2020,145510503,150417162,25,47763682
2020,145507351,150417158,15,47760067
2020,145510492,150420291,15,47760055
2020,145507347,150417158,15,47760062
2020,145507347,150420291,15,47760066
2020,145510492,150417158,25,47763677
2020,145510554,150417232,16,47760085
2020,145507443,150417268,1,47760099
2020,145507443,150417266,1,47760098
2020,145510889,150417566,18,47760202
2020,145497669,150402504,16,47758048
2020,145497669,150402505,16,47761735
2020,145497688,150410517,1,47758068
2020,145500733,150402422,3,47758010
2020,145503017,150410862,21,47758264
2020,145497858,150410697,1,47761848
2020,145497858,150410694,22,47758171
2020,145497858,150410696,1,47761847
2020,145502961,150402789,25,47758229
2020,145501109,150402789,3,47761898
2020,145501109,150402788,25,47761897
2020,145502961,150402788,3,47761896
2020,145501883,150411588,24,47758575
2020,145501370,150403080,17,47758355
2020,145503879,150403681,24,47762400
2020,145503879,150411719,24,47762401
2020,145503977,150411813,3,47762444
2020,145502362,150412065,1,47762566
2020,145504236,150412065,1,47762567
2020,145504236,150412066,1,47762569
2020,145502362,150412066,1,47758866
2020,145502438,150404057,18,47762587
2020,145502478,150404130,21,47758905
2020,145502486,150404129,1,47758909
2020,145504672,150404410,25,47759011
2020,145504675,150404411,25,47762699
2020,145504672,150404411,21,47762697
2020,145504675,150404410,21,47762698
2020,145502800,150404443,27,47759029
2020,145504896,150412754,17,47759109
2020,145505278,150413161,18,47759279
2020,145508558,150413214,27,47762933
2020,145505355,150413245,18,47759298
2020,145505544,150415369,16,47759341
2020,145508872,150415539,3,47759392
2020,145508872,150413566,3,47759391
2020,145505686,150415539,3,47763056
2020,145505686,150413566,3,47759389
2020,145508924,150413618,3,47763069
2020,145508961,150413670,1,47759412
2020,145508961,150415652,1,47763081
2020,145508961,150413671,1,47759413
2020,145508993,150413701,18,47763092
2020,145505911,150413792,6,47759456
2020,145506022,150413925,18,47763185
2020,145506045,150413935,3,47763194
2020,145506045,150413936,1,47763196
2020,145509233,150413964,15,47763201
2020,145506234,150414183,15,47763273
2020,145509431,150414183,15,47763274
2020,145506373,150416258,3,47763335
2020,146287584,151317787,9,48129897
2020,146287619,151317824,19,48132042
2020,146287638,151317841,18,48129919
2020,146287644,151312829,14,48129921
2020,146289897,151312847,18,48132056
2020,146287694,151312866,3,48129944
2020,146289940,151317907,18,48129951
2020,146289940,151317908,18,48132075
2020,146287787,151317995,24,48130012
2020,146287829,151318031,24,48132117
2020,146290038,151318045,1,48132120
2020,146290054,151318057,3,48132126
2020,146293101,151318323,16,48130202
2020,146293120,151318342,3,48130218
2020,146293160,151318397,24,48130248
2020,146290335,151318400,3,48130251
2020,146293174,151318410,16,48132268
2020,146290343,151318417,16,48132270
2020,146293190,151318424,18,48132272
2020,146293212,151318447,3,48132287
2020,146290374,151318456,16,48130277
2020,146290375,151318455,16,48130280
2020,146290374,151318455,16,48130275
2020,146290375,151318456,16,48130282
2020,146293231,151318467,15,48132293
2020,146293246,151313291,3,48130303
2020,146290449,151318560,18,48132330
2020,146293363,151318586,3,48130346
2020,146293488,151313446,3,48130402
2020,146290540,151318729,24,48132380
2020,146290540,151318726,24,48130422
2020,146290540,151318728,24,48132379
2020,146293522,151318741,22,48132386
2020,146290550,151313465,24,48132389
2020,146290555,151318768,3,48132390
2020,146293580,151313490,3,48132398
2020,146290627,151318886,18,48130505
2020,146293704,151313557,16,48132442
2020,146290686,151313589,18,48132460
2020,146290721,151313634,16,48130556
2020,146290733,151313645,3,48132484
2020,146290737,151313647,18,48132486
2020,146293849,151319066,24,48130573
2020,146290774,151319090,1,48130588
2020,146293893,151313704,18,48130602
2020,146293901,151319122,18,48132521
2020,146290815,151313718,8,48132528
2020,146293925,151313719,24,48132530
2020,146293937,151319168,1,48130624
2020,146290836,151313734,21,48132538
2020,146290893,151313779,3,48132564
2020,146290895,151313781,3,48130674
2020,146294017,151313788,3,48130688
2020,146294017,151313789,1,48130689
2020,146290911,151313793,17,48130692
2020,146290911,151319268,16,48132575
2020,146290911,151319266,16,48130693
2020,146290920,151313803,3,48132578
2020,146294053,151313814,3,48132587
2020,146290952,151319332,24,48130743
2020,146294102,151313852,4,48130746
2020,146290981,151319364,18,48132612
2020,146294224,151319449,21,48130804
2020,146294227,151313950,24,48130805
2020,146294230,151313950,24,48130807
2020,146291058,151313967,9,48130813
2020,146294280,151313990,24,48130830
2020,146294275,151313990,24,48130827
2020,146291100,151314000,18,48132674
2020,146294299,151319513,3,48130841
2020,146291129,151319554,24,48132687
2020,146294452,151319664,24,48130914
2020,146291240,151314159,4,48132733
2020,146291247,151319721,16,48132735
2020,146291258,151319728,1,48132740
2020,146291261,151314176,18,48132741
2020,146294565,151314204,5,48130980
2020,146291311,151319795,16,48132758
2020,146294583,151319797,1,48130991
2020,146291315,151319804,18,48132759
2020,146294597,151319811,5,48130998
2020,146294597,151314226,5,48130997
2020,146291331,151319836,18,48132766
2020,146291340,151319845,1,48131020
2020,146291348,151314256,19,48131030
2020,146294685,151319885,17,48132789
2020,146291379,151314291,24,48132798
2020,146291385,151314298,17,48132800
2020,146291411,151314316,21,48131074
2020,146291425,151314337,16,48131090
2020,146294785,151319967,24,48131102
2020,146294809,151314376,3,48131115
2020,146294835,151314399,9,48131124
2020,146291472,151320014,16,48131130
2020,146291475,151314408,16,48132853
2020,146291472,151314408,16,48131128
2020,146291475,151320014,16,48132855
2020,146291472,151320012,16,48131129
2020,146291475,151320012,16,48131131
2020,146291485,151314422,1,48131137
2020,146291608,151314568,3,48132918
2020,146295052,151314585,24,48132923
2020,146291646,151320212,3,48131235
2020,146292577,151325458,24,48133538
2020,146295826,151325460,15,48136705
2020,146292579,151325460,15,48133540
2020,146292582,151320894,24,48133544
2020,146292581,151320894,1,48133543
2020,146292583,151325461,3,48133545
2020,146292584,151325462,3,48133546
2020,146295831,151320898,18,48136708
2020,146292589,151325466,18,48133551
2020,146292588,151325466,18,48133550
2020,146292591,151325469,24,48133552
2020,146292591,151325470,24,48133553
2020,146292593,151325473,24,48133555
2020,146292593,151325474,24,48133556
2020,146292595,151325476,9,48133558
2020,146292598,151325482,1,48133559
2020,146292601,151325485,16,48133561
2020,146292603,151325487,20,48133563
2020,146292604,151325488,19,48133564
2020,146295882,151320953,16,48136757
2020,146292669,151325552,5,48133631
2020,146295903,151325554,14,48136774
2020,146292672,151320977,18,48133636
2020,146292677,151325557,3,48136779
2020,146292682,151320983,3,48133643
2020,146292682,151320984,3,48133644
2020,146292699,151320994,3,48136787
2020,146292705,151320993,18,48133666
2020,146292705,151320992,18,48133665
2020,146292719,151321013,10,48136801
2020,146292736,151321027,4,48136809
2020,146292751,151325631,14,48133694
2020,146295957,151321036,18,48133693
2020,146292770,151325652,24,48136823
2020,146292782,151325655,1,48136828
2020,146292782,151325656,1,48136829
2020,146292790,151325666,17,48133716
2020,146295986,151321068,16,48136834
2020,146292798,151321081,9,48136844
2020,146296006,151321094,3,48136855
2020,146296009,151321096,3,48136857
2020,146292821,151321101,24,48136865
2020,146292820,151321101,14,48136864
2020,146292818,151321101,14,48136862
2020,146296027,151321106,3,48133745
2020,146296035,151325719,9,48133747
2020,146292845,151321130,1,48133755
2020,146296049,151321130,3,48136879
2020,146296076,151321155,16,48136889
2020,146296091,151321166,24,48136893
2020,146292886,151321182,24,48133783
2020,146296111,151321189,24,48136898
2020,146296111,151325785,24,48136899
2020,146296125,151325803,24,48133789
2020,146297925,151325822,3,48133799
2020,146296178,151321247,3,48136929
2020,146296186,151321255,24,48133815
2020,146297966,151325858,16,48133819
2020,146296200,151321273,1,48133824
2020,146296200,151321274,1,48136945
2020,146297997,151325890,9,48133833
2020,146296236,151325902,1,48136960
2020,146296255,151325919,22,48136969
2020,146298031,151325924,24,48133844
2020,146298031,151325925,24,48133845
2020,146298054,151325941,24,48133864
2020,146298064,151325944,16,48133868
2020,146298059,151325944,16,48133867
2020,146298060,151325944,16,48136986
2020,146298078,151321372,24,48133874
2020,146296291,151321373,24,48136993
2020,146296291,151321371,24,48133875
2020,146298078,151321371,24,48133873
2020,146296306,151321395,17,48133885
2020,146298104,151321408,24,48133892
2020,146298115,151321418,17,48137012
2020,146296348,151321435,16,48137022
2020,146298166,151326041,3,48137051
2020,146298166,151326040,3,48137050
2020,146296428,151321510,16,48137073
2020,146298245,151321552,5,48133969
2020,148077563,153066463,5,48913680
2020,148077725,153066622,8,48913756
2020,148077725,153066620,8,48913755
2020,148079195,153062246,16,48913955
2020,148083754,153067588,24,48905530
2020,148083754,153067596,24,48914232
2020,148083754,153067589,24,48914231
2020,148084029,153063165,24,48914401
2020,148080556,153063631,3,48906018
2020,148085455,153069292,21,48915060
2020,148081412,153064534,16,48916427
2020,148085508,153064531,24,48915083
2020,148081424,153069339,26,48916434
2020,148085677,153069503,18,48916494
2020,148085677,153064730,3,48915159
2020,148085873,153064939,1,48915250
2020,148085925,153069982,18,48916586
2020,148087019,153075838,1,48916886
2020,148087934,153071097,19,48915607
2020,148087210,153076056,18,48915685
2020,148087249,153076097,1,48917009
2020,148087266,153076122,1,48915702
2020,148087683,153076500,3,48915869
2020,148087715,153071809,3,48917200
2020,148093187,153077032,24,48917403
2020,148089230,153077205,17,48917466
2020,148079733,153067625,5,48914240
2020,148083809,153067650,27,48905573
2020,148083917,153062980,18,48905639
2020,148079954,153067840,18,48914355
2020,148083952,153067840,18,48905677
2020,148080067,153063147,16,48914392
2020,148084195,153068098,1,48914505
2020,148084163,153068071,18,48914486
2020,148084709,153063840,18,48914742
2020,148085335,153064398,26,48915015
2020,148081388,153064502,18,48916414
2020,148085827,153069629,24,48916536
2020,148082006,153070105,16,48916633
2020,148086063,153070146,17,48915340
2020,148082806,153075719,18,48916849
2020,148082831,153071014,16,48915564
2020,148082530,153075393,24,48916768
2020,148082776,153070956,3,48916838
2020,148086966,153071021,3,48915583
2020,148087903,153075829,9,48915596
2020,148087089,153075927,3,48915631
2020,148087164,153075996,24,48916962
2020,148087316,153071396,9,48915723
2020,148088325,153076238,1,48917071
2020,148087482,153076323,18,48915803
2020,148087556,153071626,3,48917142
2020,148088501,153076457,2,48917160
2020,148088988,153072208,18,48917384
2020,148093282,153072375,3,48917449
2020,148093367,153072466,9,48916203
2020,148093825,153072914,24,48921422
2020,148093825,153072912,24,48917673
2020,148093858,153077739,3,48921431
2020,148089807,153073012,16,48917702
2020,148089822,153073033,5,48917711
2020,148094166,153078021,25,48917810
2020,148090011,153078020,25,48921549
2020,148090011,153078025,18,48917805
2020,148090011,153073220,18,48917803
2020,148094166,153073220,16,48921555
2020,148094166,153078025,3,48921557
2020,148090011,153078028,18,48917806
2020,148094166,153078028,16,48921558
2020,148090011,153078021,18,48921551
2020,148094166,153078020,16,48917809
2020,148090128,153073350,17,48921598
2020,148094491,153073542,3,48917937
2020,148094567,153078434,18,48921728
2020,148094593,153073657,3,48921737
2020,148094670,153073705,1,48918018
2020,148090466,153073719,27,48921758
2020,148090503,153073754,16,48921777
2020,148094733,153073754,18,48918052
2020,148090967,153079039,17,48921964
2020,148095433,153074526,3,48922081
2020,148090867,153078947,24,48918230
2020,148095077,153078947,24,48921919
2020,148095079,153078947,24,48921920
2020,148095083,153078947,24,48921922
2020,148090868,153078947,24,48918232
2020,148095090,153074122,16,48921928
2020,148096368,153085209,15,48918699
2020,148092844,153085834,18,48922634
2020,148092844,153081078,18,48918904
2020,148092844,153085833,18,48922635
2020,148097226,153086048,18,48922711
2020,148097322,153081363,24,48918997
2020,148098172,153081407,11,48919002
2020,147850970,152837664,18,48797722
2020,147851019,152833982,21,48795742
2020,147851180,152834122,13,48795804
2020,147847706,152837883,14,48797857
2020,147851254,152834184,18,48797862
2020,147851302,152834227,3,48795835
2020,147851369,152834288,16,48797920
2020,147852988,152838166,25,48795929
2020,147851607,152838166,21,48798042
2020,147851607,152838165,25,48795927
2020,147852988,152838165,21,48795928
2020,147853008,152834580,24,48798067
2020,147853048,152834638,24,48795947
2020,147853092,152838284,1,48795966
2020,147853144,152834755,27,48795983
2020,147852179,152838553,17,48798260
2020,147853441,152838621,19,48796090
2020,147852235,152838621,19,48796087
2020,147853435,152838621,19,48796088
2020,147853801,152838954,1,48796196
2020,147852729,152840730,3,48798445
2020,147852871,152840793,21,48798475
2020,147858182,152841198,18,48798588
2020,147858397,152841434,3,48801363
2020,147858417,152841386,1,48798672
2020,147858417,152841384,1,48798673
2020,147858472,152841503,15,48798699
2020,147859499,152845401,24,48798977
2020,147854401,152839558,5,48798788
2020,147858699,152839558,24,48798786
2020,147859389,152845267,18,48798949
2020,147859499,152845400,24,48798976
2020,147859499,152845398,24,48798975
2020,147851027,152837713,16,48795750
2020,147851039,152837713,16,48797756
2020,147851032,152837713,16,48797749
2020,147851039,152833981,16,48797754
2020,147847551,152837713,25,48797747
2020,147851032,152833981,16,48795751
2020,147847551,152833981,16,48797746
2020,147851027,152833981,25,48795749
2020,147847834,152838025,18,48797940
2020,147851845,152838357,24,48798123
2020,147852033,152839993,27,48798208
2020,147852042,152839993,25,48798212
2020,147852033,152838518,25,48798207
2020,147852042,152838518,27,48798211
2020,147852140,152840106,26,48798248
2020,147853392,152840172,18,48798271
2020,147853710,152838843,18,48798377
2020,147853710,152840440,18,48798375
2020,147852548,152840526,20,48798386
2020,147858396,152839348,21,48798665
2020,147858423,152841467,27,48798674
2020,147858442,152841286,18,48796341
2020,147858442,152839306,18,48798657
2020,147858442,152839283,18,48801378
2020,147858442,152839281,18,48798668
2020,147858442,152839307,18,48801374
2020,147858442,152839299,18,48798678
2020,147858442,152841249,18,48801362
2020,147858442,152839290,18,48801373
2020,147858442,152839282,18,48801372
2020,147858442,152839301,18,48798663
2020,147859224,152842223,3,48798915
2020,147859221,152842223,25,48798912
2020,147859224,152842220,25,48798916
2020,147859221,152842220,3,48798913
2020,147859563,152842580,9,48798984
2020,147855379,152845589,27,48801629
2020,148077684,153066583,3,48913737
2020,148077733,153066612,11,48913758
2020,148079008,153062086,24,48913890
2020,148079044,153062108,18,48913899
2020,148079244,153062309,14,48905306
2020,148079708,153067586,7,48914225
2020,148079815,153067668,24,48905578
2020,148080363,153063444,21,48905929
2020,148084540,153063681,18,48914661
2020,148084711,153068614,18,48906114
2020,148084758,153063887,1,48906139
2020,148081328,153069247,19,48916388
2020,148085703,153064756,21,48915175
2020,148085497,153069327,14,48915079
2020,148085988,153069819,18,48915309
2020,148087006,153075823,1,48916881
2020,148088306,153076219,1,48917059
2020,148088306,153071463,1,48915756
2020,148088306,153076216,1,48917057
2020,148088306,153076222,1,48917061
2020,148088604,153071815,3,48917208
2020,148089001,153072227,18,48917391
2020,148087620,153071715,9,48915860
2020,148089280,153077253,8,48916212
2020,148089327,153072538,17,48916239
2020,148090438,153073703,9,48918017
2020,148094810,153073877,18,48918118
2020,148090651,153078702,18,48918133
2020,148090651,153078683,18,48918132
2020,148093953,153073058,3,48921464
2020,148095586,153074676,18,48922158
2020,148095688,153074767,27,48918486
2020,148095707,153079566,8,48922212
2020,148095876,153080006,18,48918555
2020,148092158,153085141,18,48918678
2020,148097244,153086063,3,48922716
2020,148098201,153086194,24,48922757
2020,148098521,153081756,21,48922855
2020,148102949,153086762,24,48922900
2020,148103002,153086832,18,48922927
2020,148103002,153086831,18,48922926
2020,148103018,153086851,1,48922932
2020,148103636,153087443,9,48923264
2020,148103638,153087445,24,48923266
2020,148103639,153083076,9,48923267
2020,148099896,153083085,8,48919911
2020,148099897,153083085,8,48919912
2020,148099904,153087455,3,48923270
2020,148103691,153087494,3,48923309
2020,148100009,153087502,24,48919991
2020,148103702,153083206,13,48923314
2020,148103707,153083216,3,48923321
2020,148103711,153087517,18,48923323
2020,148103718,153087527,18,48923327
2020,148103718,153087526,18,48923326
2020,148100042,153087526,18,48920013
2020,148100042,153087527,18,48920014
2020,148103787,153083315,5,48923379
2020,148103787,153083316,5,48923380
2020,148101603,153088711,27,48920856
2020,148105205,153088975,18,48924160
2020,148077273,153061571,18,48913580
2020,148077430,153066324,21,48913636
2020,148077509,153066378,1,48905096
2020,148077558,153066446,11,48913679
2020,148078801,153066684,16,48905140
2020,148078996,153066865,3,48913886
2020,148078991,153066865,15,48913885
2020,148079741,153062813,15,48905541
2020,148084152,153063279,9,48905840
2020,148080063,153067899,3,48905764
2020,148080329,153068144,9,48905909
2020,148084300,153068181,1,48905920
2020,148084930,153064020,1,48906228
2020,148080742,153063817,18,48914725
2020,148084930,153068800,1,48906230
2020,148080817,153063889,18,48906140
2020,148081389,153064503,3,48915069
2020,148081439,153069361,1,48916437
2020,148081473,153069382,18,48915105
2020,148085709,153069528,19,48916505
2020,148088098,153071252,3,48916967
2020,148088100,153071252,1,48915665
2020,148088174,153076073,15,48917006
2020,148088174,153071314,1,48917004
2020,148086285,153075103,24,48916679
2020,148087342,153076191,18,48917042
2020,148087342,153071420,18,48917041
2020,148087498,153071565,21,48917110
2020,148087504,153071555,1,48915813
2020,148087504,153071561,1,48915815
2020,148088419,153071561,1,48917114
2020,148088419,153071555,1,48915820
2020,148088631,153071845,27,48917221
2020,148092928,153076792,5,48917275
2020,148089317,153077292,21,48916230
2020,148093783,153077664,4,48921412
2020,148089585,153077529,5,48917603
2020,148094014,153073121,16,48921490
2020,148089960,153077959,1,48917779
2020,148094253,153073338,16,48917858
2020,148090266,153073494,18,48921664
2020,148090269,153073494,18,48921665
2020,148090251,153073494,18,48917911
2020,148094466,153078327,16,48921683
2020,148094497,153073545,24,48917950
2020,148094713,153078567,21,48918040
2020,148094744,153073784,3,48918057
2020,148090560,153073803,14,48918077
2020,148094789,153078644,13,48921811
2020,148094833,153073908,16,48921837
2020,148094842,153078711,8,48918138
2020,148090909,153074164,9,48921941
2020,148095157,153079033,16,48921962
2020,148090982,153079054,5,48921969
2020,148091227,153074496,3,48918383
2020,148095454,153079322,19,48922088
2020,148095456,153079322,19,48922090
2020,148091474,153079541,3,48918483
2020,148096261,153085096,18,48922377
2020,148096348,153080452,16,48922404
2020,148092227,153085217,21,48918704
2020,148096377,153085217,25,48922417
2020,148092227,153080487,25,48918705
2020,148096377,153080487,21,48918703
2020,148096857,153085677,18,48918862
2020,148097031,153085855,3,48922641
2020,148097807,153081801,16,48922871
2020,148102923,153086721,1,48922894
2020,148103026,153086858,18,48922939
2020,148098823,153086863,16,48919222
2020,148103963,153083565,27,48923484
2020,148083757,153067599,18,48905534
2020,148080080,153063146,24,48905773
2020,148080608,153063655,3,48914660
2020,148085467,153069302,16,48915068
2020,148084677,153068527,18,48906096
2020,148084677,153068529,18,48906097
2020,148081387,153069302,18,48915067
2020,148085868,153064936,3,48915246
2020,148085889,153069716,18,48915257
2020,148086021,153069853,9,48915325
2020,148086021,153070106,18,48915326
2020,148086123,153069936,15,48915352
2020,148086880,153075693,27,48915543
