"DATA_YEAR","SUSPECT_USING_ID","OFFENSE_ID"
2020,3,161962085
2020,4,161957953
2020,4,161962122
2020,4,161958345
2020,4,161962143
2020,4,161958296
2020,4,161958295
2020,4,161958367
2020,4,161958431
2020,4,161958508
2020,4,161962522
2020,4,161958592
2020,3,161958605
2020,4,161962633
2020,4,161958650
2020,4,161958644
2020,4,161958809
2020,4,161958843
2020,4,161962841
2020,4,161958895
2020,4,161962866
2020,4,161962867
2020,4,161958920
2020,4,161962884
2020,4,161962906
2020,4,161959109
2020,4,161959107
2020,3,161959185
2020,3,161963085
2020,4,161959289
2020,4,161959307
2020,4,161959398
2020,4,161959339
2020,4,161959336
2020,4,161959500
2020,4,161963190
2020,4,161959519
2020,4,161959604
2020,4,161959754
2020,4,161959822
2020,4,161963448
2020,4,161963444
2020,3,161959963
2020,4,161960066
2020,4,161960163
2020,4,161960219
2020,4,161960230
2020,2,161963644
2020,4,161960397
2020,4,161963836
2020,3,161963913
2020,4,161963942
2020,4,161963955
2020,4,161963956
2020,4,161960460
2020,4,161960764
2020,4,161960763
2020,4,161964328
2020,4,161960791
2020,4,161960941
2020,4,161960962
2020,4,161960987
2020,4,161961011
2020,4,161961042
2020,4,161961049
2020,4,161964542
2020,4,161966209
2020,3,161964682
2020,3,161966254
2020,3,161964748
2020,3,161966315
2020,4,161966343
2020,4,161964767
2020,4,161961413
2020,3,161961246
2020,1,161956907
2020,4,161957064
2020,3,161957203
2020,3,161957204
2020,4,161957228
2020,4,161957155
2020,4,161957311
2020,4,161961996
2020,4,161961746
2020,4,161957842
2020,4,161962073
2020,4,161957919
2020,4,161958088
2020,4,161962132
2020,2,161958067
2020,4,162221180
2020,4,161958143
2020,4,161962335
2020,3,161962357
2020,4,161958337
2020,4,161958404
2020,4,161958465
2020,4,161962425
2020,4,161958645
2020,4,161958662
2020,4,161958740
2020,4,161958757
2020,4,161958812
2020,4,161962833
2020,4,161962967
2020,3,161959028
2020,4,161959037
2020,3,161959038
2020,4,161959051
2020,4,161959050
2020,4,161963003
2020,4,161963023
2020,4,161959152
2020,3,161959157
2020,4,161959209
2020,4,161963103
2020,4,161959240
2020,3,161959387
2020,4,161963250
2020,4,161959593
2020,4,161963293
2020,4,161963292
2020,4,161963309
2020,4,161959687
2020,4,161959688
2020,4,161963321
2020,4,161959721
2020,4,161959814
2020,4,161959836
2020,4,161960016
2020,4,161960036
2020,4,161960037
2020,4,162220811
2020,4,162220871
2020,4,161960257
2020,4,161963724
2020,4,161960299
2020,4,161960420
2020,4,161960470
2020,4,161964039
2020,4,161960518
2020,4,161960528
2020,4,161960537
2020,4,161964093
2020,4,161960586
2020,4,161964132
2020,4,161960616
2020,4,161964170
2020,4,161960688
2020,3,161960694
2020,4,161960778
2020,4,161960780
2020,4,161964350
2020,4,161964351
2020,4,161960821
2020,4,161960834
2020,4,161964431
2020,3,161964449
2020,4,161960929
2020,4,161960943
2020,4,161960960
2020,4,161960990
2020,4,161964550
2020,4,161964577
2020,4,161961131
2020,3,161964608
2020,4,161966184
2020,4,161966215
2020,4,161966237
2020,4,161964693
2020,4,161966293
2020,4,161966368
2020,4,161964779
2020,4,161966379
2020,4,161964793
2020,4,161964802
2020,4,161966402
2020,4,161966417
2020,4,161964838
2020,4,161964853
2020,4,161966461
2020,3,162221345
2020,4,162221354
2020,4,162221432
2020,4,162221492
2020,4,162221458
2020,1,162220967
2020,4,162221515
2020,4,162221525
2020,4,162221592
2020,4,162226361
2020,4,162221900
2020,3,162226528
2020,3,162226748
2020,3,162226751
2020,4,162226908
2020,4,162226909
2020,4,162226997
2020,4,162227001
2020,3,162227004
2020,4,162227126
2020,4,162222602
2020,4,162227149
2020,4,162222618
2020,4,162222616
2020,4,162222617
2020,4,162227200
2020,4,162222632
2020,4,162222637
2020,1,162222639
2020,4,162222642
2020,4,162222643
2020,4,162222647
2020,4,162222649
2020,4,162222652
2020,4,162222653
2020,4,162222655
2020,4,162222656
2020,4,162222657
2020,4,162222659
2020,4,162222660
2020,4,162227267
2020,4,162227268
2020,4,162222664
2020,3,162222668
2020,4,162222670
2020,4,162227299
2020,4,162222708
2020,4,162227304
2020,4,162222712
2020,4,162227317
2020,4,162227321
2020,4,162222719
2020,1,162222727
2020,4,162227336
2020,4,162222751
2020,4,162227383
2020,4,162222806
2020,4,162222809
2020,4,162222833
2020,4,162222834
2020,4,162227434
2020,4,162222844
2020,4,162222853
2020,4,162227449
2020,4,162227452
2020,4,162222857
2020,4,162222858
2020,4,162222861
2020,4,162222863
2020,4,162222866
2020,4,162222890
2020,4,162222896
2020,4,162222902
2020,4,162222907
2020,4,162222933
2020,4,162227572
2020,4,162222968
2020,4,162222969
2020,4,162222973
2020,4,162222975
2020,4,162222978
2020,4,162222979
2020,4,162227719
2020,4,162227723
2020,4,162222982
2020,4,162222984
2020,1,162227728
2020,4,162222986
2020,4,162227732
2020,4,162227734
2020,4,162222989
2020,4,162222990
2020,4,162222991
2020,4,162222993
2020,4,162222995
2020,4,162222997
2020,4,162223006
2020,4,162223005
2020,4,162223011
2020,4,162227757
2020,4,162223014
2020,4,162223013
2020,4,162223018
2020,4,162223019
2020,4,162223021
2020,4,162223023
2020,4,162223024
2020,4,162223025
2020,4,162223030
2020,4,162227775
2020,4,162223033
2020,4,162223040
2020,4,162223041
2020,4,162227817
2020,4,162227821
2020,4,162227825
2020,4,162223053
2020,4,162223054
2020,4,162223055
2020,4,162223061
2020,4,162223062
2020,3,162223063
2020,4,162227864
2020,4,162223064
2020,4,162223065
2020,4,162227873
2020,4,162223066
2020,4,162223068
2020,4,162223070
2020,4,162223075
2020,4,162223079
2020,4,162223081
2020,1,162223084
2020,4,162223088
2020,4,162223094
2020,4,162223098
2020,4,162223101
2020,4,162223100
2020,4,162223103
2020,2,162223105
2020,4,162227980
2020,1,162223108
2020,4,162223110
2020,3,162228026
2020,3,162228025
2020,4,162223119
2020,4,162223121
2020,4,162228306
2020,4,162223272
2020,4,162228352
2020,4,162223292
2020,4,162223294
2020,4,162228655
2020,4,162223477
2020,4,162223496
2020,4,162206598
2020,4,162201559
2020,4,162201587
2020,4,162201807
2020,3,162206889
2020,4,162206928
2020,3,162206905
2020,3,162206904
2020,1,162206993
2020,4,161956556
2020,3,161956159
2020,4,161956655
2020,3,161956678
2020,3,161956158
2020,3,161956168
2020,4,161961186
2020,4,161956785
2020,4,161956822
2020,3,161961292
2020,1,161957289
2020,4,161957215
2020,4,161957349
2020,4,161961586
2020,4,161957355
2020,4,161961701
2020,4,161957401
2020,4,161957453
2020,4,161961833
2020,3,161957597
2020,4,161957715
2020,4,161957879
2020,4,161957896
2020,4,161962055
2020,4,161962062
2020,4,161957918
2020,4,161958004
2020,1,161962148
2020,1,161958078
2020,3,161958078
2020,4,161962301
2020,3,161958258
2020,4,161962370
2020,4,161958351
2020,3,161958399
2020,3,161958400
2020,4,161962532
2020,1,161962618
2020,4,161962716
2020,3,161962808
2020,4,161962877
2020,4,161958897
2020,4,161958896
2020,4,161959023
2020,1,161963007
2020,1,161959242
2020,3,161959234
2020,3,161963107
2020,3,161959277
2020,3,161963137
2020,3,161959342
2020,3,161959335
2020,3,161959348
2020,4,161959405
2020,3,161959466
2020,4,161959491
2020,4,161963233
2020,4,161959579
2020,4,161959595
2020,4,161959631
2020,4,161959727
2020,4,161959726
2020,4,161959767
2020,3,161959792
2020,4,161963348
2020,4,161963634
2020,4,161963410
2020,3,161963545
2020,4,161960293
2020,3,161963759
2020,4,161960384
2020,4,161960472
2020,4,161960647
2020,4,161960719
2020,4,161960775
2020,4,161960799
2020,4,161964367
2020,3,161964389
2020,4,161960868
2020,4,161960923
2020,4,161964471
2020,4,161964476
2020,4,161960989
2020,4,161961059
2020,4,161964520
2020,4,161964623
2020,4,161966252
2020,4,161966344
2020,4,162206586
2020,4,162206846
2020,4,162207067
2020,4,162207135
2020,4,162201947
2020,4,162202017
2020,4,162202028
2020,4,162202076
2020,4,162207413
2020,4,162202199
2020,4,162202239
2020,4,162202328
2020,4,162207662
2020,4,162208025
2020,4,162202705
2020,3,162208037
2020,3,162202728
2020,2,162208107
2020,4,162208139
2020,4,162202821
2020,4,162208316
2020,4,162208246
2020,4,162208247
2020,4,162208304
2020,4,162208305
2020,3,162203055
2020,4,162208421
2020,1,162208701
2020,4,162208765
2020,4,162209206
2020,4,162209007
2020,4,162204152
2020,4,162208988
2020,4,162209468
2020,4,162209666
2020,4,162204451
2020,4,162204508
2020,4,162209860
2020,4,162209987
2020,4,162210196
2020,4,162210457
2020,4,162205017
2020,4,162210426
2020,4,162210693
2020,4,162205716
2020,3,162211083
2020,4,162205717
2020,3,162211082
2020,4,162205805
2020,4,162205974
2020,4,162211381
2020,4,162211517
2020,4,162206082
2020,4,162211574
2020,4,162216186
2020,4,162211706
2020,4,162216367
2020,4,162211828
2020,4,162211863
2020,4,162211862
2020,4,162216434
2020,4,162216442
2020,4,162216441
2020,3,162211945
2020,4,162216527
2020,4,162216575
2020,4,162212104
2020,3,162212122
2020,3,162212123
2020,4,162216664
2020,4,162216749
2020,4,162212297
2020,4,162212597
2020,4,162212778
2020,4,162212803
2020,4,162212894
2020,4,162212984
2020,3,162212989
2020,4,162213337
2020,4,162217958
2020,4,162213442
2020,4,162213467
2020,4,162218136
2020,4,162218178
2020,4,162218177
2020,4,162213767
2020,4,162218297
2020,4,162213812
2020,4,162213832
2020,1,162218342
2020,4,162218357
2020,4,162218377
2020,4,162214102
2020,4,162214034
2020,4,162218499
2020,4,162214103
2020,4,162218608
2020,4,162214266
2020,4,162214297
2020,4,162214307
2020,4,162214323
2020,4,162214316
2020,4,162214337
2020,4,162214387
2020,4,162218888
2020,4,162218914
2020,4,162218981
2020,4,162214544
2020,3,162219186
2020,4,162214720
2020,3,162214753
2020,4,162219392
2020,4,162219482
2020,4,162215122
2020,4,162215135
2020,4,162215143
2020,4,162219656
2020,4,162219670
2020,4,162219722
2020,4,162215281
2020,4,162215309
2020,4,162219851
2020,4,162219839
2020,4,162215331
2020,4,162219852
2020,4,162215348
2020,4,162220063
2020,4,162220103
2020,4,162220157
2020,4,162220260
2020,4,162215709
2020,4,162220225
2020,4,162215807
2020,4,162215791
2020,4,162215811
2020,4,162215830
2020,4,162215964
2020,4,162220554
2020,4,162220614
2020,4,162220636
2020,4,162216084
2020,4,162220892
2020,4,162220891
2020,4,162221583
2020,4,162221071
2020,4,162226341
2020,4,162221969
2020,4,162226527
2020,4,162226836
2020,3,162226841
2020,3,162226838
2020,4,162226962
2020,4,162222454
2020,4,162228401
2020,4,162228748
2020,4,162223562
2020,4,162223566
2020,4,162228935
2020,4,162224025
2020,4,162224043
2020,4,162229440
2020,4,162224821
2020,4,162224925
2020,4,162230518
2020,4,162225055
2020,2,161961345
2020,3,161961465
2020,4,161956983
2020,4,161957107
2020,4,161957121
2020,4,161961492
2020,4,161957254
2020,1,161961533
2020,4,161957277
2020,4,161957787
2020,4,161961935
2020,4,161957778
2020,4,161957961
2020,4,161957969
2020,2,161957990
2020,3,161958247
2020,3,161958176
2020,3,161958178
2020,4,161958215
2020,3,161962341
2020,4,161958280
2020,4,161958332
2020,4,161958365
2020,4,161962513
2020,4,161958606
2020,4,161958720
2020,4,161958767
2020,4,161958819
2020,4,161958888
2020,1,161962854
2020,4,161962888
2020,4,161959075
2020,4,161959137
2020,4,161959219
2020,4,161963136
2020,4,161963149
2020,4,161959301
2020,4,161959401
2020,4,161959424
2020,3,161959475
2020,4,161959535
2020,4,161963208
2020,4,161963192
2020,4,161959509
2020,1,161963296
2020,2,161959712
2020,3,161959837
2020,3,161959875
2020,4,161960134
2020,4,161960103
2020,4,161960109
2020,4,161963589
2020,4,161963682
2020,3,161960312
2020,3,161960313
2020,4,161960424
2020,4,161960494
2020,4,161960495
2020,4,161964087
2020,4,161960551
2020,4,161964131
2020,4,161960593
2020,4,161960637
2020,4,161964205
2020,4,161964353
2020,4,161960845
2020,4,161960898
2020,4,161960899
2020,4,161964454
2020,4,161960911
2020,4,161964469
2020,4,161960972
2020,4,161964530
2020,4,161964547
2020,4,161964618
2020,4,161961171
2020,4,161964627
2020,3,161966255
2020,4,161966270
2020,4,161966370
2020,4,161964792
2020,4,161966400
2020,4,161966436
2020,4,161964845
2020,4,161966448
2020,4,161964854
2020,4,161964860
2020,4,161966462
2020,4,162206508
2020,4,162201517
2020,4,162201570
2020,4,162206643
2020,4,162206644
2020,4,162201661
2020,4,162206719
2020,4,162206720
2020,4,162201660
2020,4,162206718
2020,3,162206760
2020,4,162201802
2020,4,162207019
2020,4,162201852
2020,3,162201870
2020,1,162201873
2020,3,162201873
2020,4,162201993
2020,4,162202220
2020,4,162202162
2020,4,162207469
2020,4,162207555
2020,4,162207579
2020,4,162202914
2020,4,162202590
2020,4,162202729
2020,4,162202775
2020,4,162202900
2020,4,162208447
2020,3,162208475
2020,3,162208459
2020,3,162203176
2020,4,162208499
2020,4,162208548
2020,4,162208700
2020,1,162209299
2020,4,162204465
2020,4,162204602
2020,4,162204681
2020,4,162204790
2020,4,162204860
2020,4,162204869
2020,4,162206552
2020,4,162201525
2020,3,162206591
2020,4,162201617
2020,4,162206686
2020,4,162206698
2020,4,162201668
2020,4,162201742
2020,4,162206794
2020,3,162207148
2020,4,162201851
2020,4,162207164
2020,4,162202092
2020,4,162207340
2020,4,162207418
2020,4,162202534
2020,4,162202782
2020,4,162202826
2020,4,162202790
2020,4,162208134
2020,4,162202847
2020,4,162208362
2020,4,162202987
2020,4,162208423
2020,4,162203273
2020,1,162203270
2020,3,162208583
2020,4,162208635
2020,4,162203987
2020,4,162203863
2020,3,162204292
2020,3,162204293
2020,4,162209785
2020,4,162204563
2020,4,162210065
2020,4,162210157
2020,4,162210270
2020,3,162210295
2020,3,162204932
2020,3,162210294
2020,4,162210447
2020,4,162210434
2020,4,162205116
2020,4,162205133
2020,4,162205131
2020,4,162210515
2020,4,162210547
2020,3,162210672
2020,3,162210800
2020,3,162210801
2020,4,162205451
2020,4,162210857
2020,4,162210877
2020,4,162211094
2020,4,162211138
2020,4,162211127
2020,4,162211195
2020,4,162205999
2020,4,162211452
2020,4,162211475
2020,4,162211483
2020,1,162211528
2020,4,162206122
2020,4,162211600
2020,4,162216216
2020,4,162211674
2020,4,162211711
2020,4,162216280
2020,4,162211762
2020,4,162216316
2020,3,162216325
2020,4,162211879
2020,4,162216438
2020,4,162216475
2020,4,162211947
2020,4,162211966
2020,4,162211980
2020,4,162212061
2020,4,162212059
2020,4,162216649
2020,4,162212150
2020,4,162212179
2020,4,162216697
2020,4,162212243
2020,4,162212309
2020,4,162212355
2020,4,162217003
2020,4,162217012
2020,4,162217196
2020,4,162212747
2020,4,162212810
2020,4,162212811
2020,4,162217373
2020,4,162217427
2020,4,162212929
2020,4,162217504
2020,4,162213256
2020,4,162217713
2020,4,162217906
2020,4,162213382
2020,4,162217928
2020,4,162217930
2020,4,162213417
2020,4,162217999
2020,4,162218025
2020,4,162218045
2020,4,162213488
2020,4,162218076
2020,4,162213553
2020,4,162213660
2020,4,162213708
2020,4,162213848
2020,4,162213858
2020,4,162213917
2020,4,162218514
2020,4,162218539
2020,4,162214078
2020,4,162214115
2020,4,162218585
2020,4,162218616
2020,4,162214218
2020,4,162219098
2020,4,162214242
2020,4,162214272
2020,4,162214486
2020,4,162214602
2020,4,162219114
2020,4,162214702
2020,4,162214685
2020,4,162214895
2020,4,162214954
2020,4,162214972
2020,4,162215056
2020,4,162219640
2020,4,162219692
2020,4,162215264
2020,4,162215378
2020,4,162220274
2020,4,162215883
2020,4,162215881
2020,4,162220434
2020,4,162215898
2020,4,162220464
2020,4,162215922
2020,4,162220594
2020,4,162221265
2020,4,162221261
2020,4,162221341
2020,4,162220983
2020,4,162221555
2020,4,162221033
2020,4,162221581
2020,4,162221045
2020,4,162221155
2020,4,162226253
2020,4,162226273
2020,4,162226333
2020,4,162226352
2020,4,162226354
2020,4,162226382
2020,4,162226449
2020,3,162222112
2020,1,162206612
2020,4,162206651
2020,4,162206676
2020,4,162201779
2020,4,162206832
2020,4,162206950
2020,4,162206940
2020,4,162206947
2020,4,162206997
2020,4,162207027
2020,1,162207020
2020,2,162207016
2020,4,162207037
2020,4,162201879
2020,3,162207440
2020,4,162207329
2020,3,162207441
2020,1,162202181
2020,4,162202182
2020,4,162202227
2020,4,162202297
2020,4,162202623
2020,4,162202720
2020,4,162208086
2020,4,162208213
2020,1,162208266
2020,4,162202956
2020,3,162208297
2020,4,162208306
2020,4,162208307
2020,4,162208313
2020,4,162208364
2020,3,162208546
2020,3,162208547
2020,3,162208536
2020,4,162208595
2020,4,162208741
2020,2,162204124
2020,4,162204050
2020,3,162209232
2020,4,162209520
2020,4,162209807
2020,4,162204537
2020,4,162204304
2020,4,162209598
2020,2,162209715
2020,4,162209716
2020,4,162204538
2020,3,162209868
2020,4,162210119
2020,4,162210136
2020,4,162210191
2020,4,162210227
2020,4,162204876
2020,4,162204926
2020,4,162210349
2020,4,162205076
2020,4,162210811
2020,4,162205434
2020,4,162205458
2020,4,162205606
2020,4,162205660
2020,4,162205834
2020,4,162211432
2020,4,162206063
2020,3,162211536
2020,4,162211611
2020,4,162216192
2020,4,162211744
2020,4,162211843
2020,1,162211876
2020,4,162211949
2020,1,162212073
2020,1,162216586
2020,4,162212111
2020,4,162216663
2020,1,162212203
2020,4,162216730
2020,4,162217533
2020,4,162217765
2020,3,162217855
2020,4,162213274
2020,4,162213388
2020,4,162213303
2020,4,162217847
2020,4,162218102
2020,4,162213653
2020,4,162213692
2020,4,162213710
2020,4,162213954
2020,4,162213982
2020,4,162218501
2020,4,162218569
2020,4,162214165
2020,4,162214123
2020,4,162218606
2020,4,162214183
2020,4,162214209
2020,4,162214226
2020,4,162218788
2020,4,162218807
2020,4,162218901
2020,4,162219040
2020,4,162214532
2020,4,162219095
2020,4,162214570
2020,4,162214571
2020,4,162214717
2020,4,162214767
2020,4,162219324
2020,4,162214951
2020,4,162219493
2020,4,162215047
2020,4,162215045
2020,4,162215090
2020,4,162215115
2020,4,162219614
2020,4,162219642
2020,4,162215158
2020,1,162219674
2020,4,162219693
2020,4,162215233
2020,4,162219745
2020,4,162215271
2020,4,162215320
2020,3,162215302
2020,3,162215303
2020,4,162219963
2020,4,162215457
2020,4,162215483
2020,4,162215490
2020,4,162220073
2020,4,162220192
2020,4,162215716
2020,4,162215958
2020,4,162215956
2020,4,162220644
2020,4,162221333
2020,4,162220855
2020,4,162226234
2020,4,162226283
2020,4,162221885
2020,4,162221894
2020,1,162226416
2020,4,162226462
2020,4,162226555
2020,4,162222060
2020,4,162226628
2020,3,162226730
2020,4,162222426
2020,4,162226947
2020,3,162226961
2020,1,162222458
2020,4,162222462
2020,4,162226998
2020,4,162206548
2020,4,162201756
2020,4,162201772
2020,1,162206855
2020,4,162206877
2020,4,162206878
2020,4,162206876
2020,4,162206870
2020,4,162206871
2020,4,162206906
2020,4,162206921
2020,4,162206934
2020,4,162206972
2020,4,162206966
2020,1,162206939
2020,4,162206935
2020,1,162207075
2020,3,162201864
2020,3,162207124
2020,4,162201871
2020,4,162201960
2020,4,162201988
2020,4,162207381
2020,4,162207471
2020,4,162202222
2020,4,162202233
2020,4,162202419
2020,4,162202520
2020,4,162208245
2020,3,162202989
2020,4,162203153
2020,4,162203196
2020,4,162208555
2020,4,162208575
2020,4,162208654
2020,4,162203413
2020,4,162203425
2020,3,162203479
2020,4,162203486
2020,4,162208985
2020,4,162209212
2020,4,162203967
2020,4,162209638
2020,1,162204433
2020,3,162209748
2020,3,162209760
2020,3,162209774
2020,3,162209772
2020,4,162204575
2020,4,162204697
2020,4,162210140
2020,4,162210237
2020,4,162210258
2020,4,162204920
2020,1,162204941
2020,1,162204943
2020,4,162210441
2020,3,162210647
2020,3,162210646
2020,4,162205265
2020,4,162205444
2020,4,162205733
2020,4,162206103
2020,4,162205908
2020,1,162211622
2020,4,162216218
2020,4,162216200
2020,4,162216201
2020,4,162211652
2020,4,162216251
2020,4,162211731
2020,4,162216297
2020,4,162211840
2020,4,162211880
2020,4,162211889
2020,4,162216444
2020,4,162216559
2020,3,162212060
2020,4,162212075
2020,4,162216596
2020,4,162212126
2020,4,162216681
2020,4,162212175
2020,4,162216707
2020,4,162212218
2020,4,162216870
2020,4,162212528
2020,4,162217123
2020,4,162212691
2020,4,162217360
2020,4,162217532
2020,4,162213119
2020,4,162217689
2020,4,162213149
2020,4,162217609
2020,4,162213037
2020,2,162217776
2020,4,162213396
2020,4,162213298
2020,4,162213371
2020,4,162218019
2020,3,162218033
2020,4,162218042
2020,4,162218056
2020,4,162213542
2020,3,162218225
2020,4,162218234
2020,4,162218244
2020,4,162218252
2020,4,162213935
2020,4,162213977
2020,4,162213988
2020,3,162214068
2020,4,162218566
2020,4,162218577
2020,4,162214166
2020,4,162214213
2020,4,162218691
2020,4,162218769
2020,4,162214549
2020,4,162219137
2020,4,162219245
2020,4,162219216
2020,4,162214739
2020,4,162214789
2020,4,162219326
2020,4,162214824
2020,4,162215004
2020,3,162219626
2020,4,162219663
2020,4,162215239
2020,4,162219777
2020,4,162219787
2020,4,162219959
2020,4,162220021
2020,4,162220044
2020,4,162220102
2020,4,162220096
2020,4,162220098
2020,4,162220174
2020,4,162215862
2020,4,162220525
2020,4,162215952
2020,4,162220531
2020,4,162215967
2020,4,162215965
2020,4,162215999
2020,4,162215995
2020,4,162216062
2020,4,162221399
2020,4,162221487
2020,4,162220994
2020,4,162221580
2020,1,162226380
2020,4,162226424
2020,4,162221973
2020,4,162222000
2020,4,162226490
2020,4,162222009
2020,3,162226593
2020,3,162226588
2020,4,162226672
2020,4,162222183
2020,4,162222195
2020,4,162222350
2020,4,162222362
2020,3,162226890
2020,3,161956717
2020,3,161956718
2020,4,161961298
2020,4,161961209
2020,4,161961243
2020,4,161956918
2020,4,161956917
2020,4,161961318
2020,4,161961346
2020,4,161956976
2020,4,161957135
2020,4,161957013
2020,4,161961505
2020,3,161957180
2020,3,161957172
2020,4,161961583
2020,4,161957521
2020,3,161957928
2020,4,161957818
2020,4,161957863
2020,4,161962080
2020,4,161962291
2020,4,161962364
2020,4,161958338
2020,4,161958363
2020,4,161958471
2020,4,161958473
2020,4,161962439
2020,1,161958477
2020,4,161962493
2020,4,161958733
2020,4,161962726
2020,4,161958732
2020,4,161962776
2020,3,161958718
2020,4,161958717
2020,4,161958867
2020,4,161958935
2020,4,161959295
2020,4,161959419
2020,4,161959464
2020,4,161959668
2020,4,161959864
2020,4,161959933
2020,4,161963467
2020,4,161963510
2020,4,161963597
2020,4,161960189
2020,4,161960245
2020,4,161960409
2020,3,161963837
2020,4,161963997
2020,4,161960511
2020,4,161960527
2020,4,161960544
2020,4,161964095
2020,4,161960555
2020,4,161960577
2020,4,161960584
2020,4,161960628
2020,4,161964184
2020,4,161964183
2020,4,161960683
2020,4,161964237
2020,4,161960717
2020,4,161964303
2020,4,161964360
2020,4,161960818
2020,3,161964382
2020,4,161964400
2020,4,161960914
2020,4,161960982
2020,4,161961013
2020,4,161961063
2020,4,161961061
2020,4,161961124
2020,4,161964665
2020,4,161966271
2020,3,161966290
2020,3,161964721
2020,4,161966314
2020,4,161964775
2020,4,161964801
2020,4,161966432
2020,4,161964837
2020,4,161956553
2020,3,161956567
2020,3,161956004
2020,4,161956585
2020,4,161956056
2020,4,161956081
2020,4,161956820
2020,4,161961175
2020,2,161961216
2020,3,161956826
2020,4,161956827
2020,4,161961272
2020,4,161961411
2020,4,161961333
2020,4,161957432
2020,4,161961408
2020,4,161957150
2020,4,161961566
2020,4,161957391
2020,4,161957696
2020,4,161961704
2020,4,161957548
2020,4,161961932
2020,4,161961930
2020,4,161957871
2020,2,161957875
2020,4,161962056
2020,4,161957911
2020,1,161958218
2020,4,161962324
2020,4,161958228
2020,4,161958277
2020,4,161958285
