"DATA_YEAR","SUSPECTED_DRUG_TYPE_ID","PROPERTY_ID","EST_DRUG_QTY","DRUG_MEASURE_TYPE_ID","NIBRS_SUSPECTED_DRUG_ID"
2020,5,132853182,1,1,15749067
2020,12,132847727,0.008,3,15745290
2020,5,132843304,1.446,3,15744383
2020,17,132843314,4,9,15744384
2020,16,132843314,2.5,9,15742281
2020,17,132846345,,,15744397
2020,5,132846099,2.151,3,15742194
2020,5,132843125,1898,10,15744305
2020,5,132843135,0.035,3,15744307
2020,8,132843401,0.6,1,15742303
2020,5,132846482,0.07,3,15744440
2020,4,132843158,,,15742222
2020,12,132846482,0.105,3,15744441
2020,5,132846606,0.07,3,15744474
2020,5,132846641,0.105,3,15742384
2020,5,132846677,0.035,3,15744509
2020,5,132846682,0.141,3,15742408
2020,5,132843745,0.035,3,15744538
2020,5,132843762,,,15744543
2020,5,132843770,1.34,3,15744548
2020,5,132846780,10.035,3,15742457
2020,5,132848373,0.634,3,15745734
2020,16,132847727,4,9,15745292
2020,5,132847727,0.105,3,15745289
2020,4,132848326,0.035,3,15745703
2020,5,132848363,,,15745727
2020,4,132854950,1,1,15746141
2020,12,132848711,0.56,3,15745959
2020,5,132849007,32,1,15745981
2020,5,132850861,1,1,15748758
2020,2,132850861,1,1,15748757
2020,5,132849082,500,1,15745988
2020,12,132849213,2,1,15745998
2020,12,132851165,1,9,15748782
2020,17,132849440,52,9,15746030
2020,17,132849510,17,9,15746046
2020,5,132849510,3,1,15746045
2020,2,132849565,1,1,15748806
2020,8,132851289,7,9,15746068
2020,16,132851324,7,4,15748815
2020,15,132854717,15,9,15746092
2020,17,132854717,95,9,15746091
2020,17,132854740,11,9,15746094
2020,12,132854793,1,1,15746103
2020,4,132854793,1,1,15746104
2020,5,132854838,12,4,15746112
2020,5,132851531,28,4,15746123
2020,5,132851607,1,1,15748862
2020,16,132851607,12,9,15748861
2020,5,132855034,1,3,15746151
2020,12,132855034,1,1,15746150
2020,15,132855050,6,9,15748867
2020,17,132855050,1,9,15746152
2020,5,132855096,1,1,15748870
2020,17,132855130,30,1,15746165
2020,5,132851695,1,1,15748877
2020,5,132855226,14,4,15746173
2020,5,132855339,6,4,15746195
2020,5,132855353,100,1,15746197
2020,5,132855428,140,4,15746205
2020,5,132855449,1,3,15746209
2020,4,132852108,10,1,15748936
2020,4,132852159,2.6,1,15748940
2020,12,132852159,0.6,1,15746240
2020,5,132855985,2,1,15746262
2020,12,132856224,20,4,15746296
2020,5,132856245,27,4,15746300
2020,5,132856322,1,1,15746308
2020,5,132847360,0.07,3,15745045
2020,5,132844318,0.105,3,15745081
2020,12,132847554,0.001,3,15745189
2020,5,132844470,0.458,3,15747968
2020,5,132844500,22.522,3,15745245
2020,12,132844507,,,15745254
2020,11,132852478,13.86,1,15748986
2020,12,131465815,0.022,1,15412875
2020,5,132847659,0.141,3,15745244
2020,5,132847552,0.352,3,15745188
2020,5,132847627,0.035,3,15745235
2020,12,132847633,,,15745237
2020,12,132847683,,,15747995
2020,5,132848450,2.786,3,15745793
2020,5,132847763,0.052,3,15745324
2020,5,132848410,0.035,3,15745760
2020,2,132848487,0.07,3,15748670
2020,12,132848487,0.141,3,15748673
2020,4,132848487,0.282,3,15748671
2020,2,132852870,2,2,15746356
2020,5,132853016,1,1,15749049
2020,5,132857205,10,1,15746392
2020,12,132846954,0.001,3,15744689
2020,5,132847037,0.035,3,15747669
2020,14,132847282,4,9,15744993
2020,5,132847282,0.246,3,15747828
2020,12,132847282,6,9,15747829
2020,12,132844405,35.274,3,15745183
2020,5,132844429,0.035,3,15747945
2020,5,132844438,0.035,3,15747951
2020,5,132844465,0.035,3,15747964
2020,5,132844519,0.141,3,15748001
2020,5,132847769,0.529,3,15745329
2020,5,132847853,,,15748217
2020,5,132849761,2,3,15748219
2020,12,132848051,0.008,3,15745514
2020,4,132847941,0.035,3,15745457
2020,5,132848189,0.282,3,15745603
2020,5,132848168,0.141,3,15745593
2020,16,132848189,1,9,15745604
2020,17,132848189,1,9,15745605
2020,5,132852804,5,1,15746342
2020,4,132856744,,,15746352
2020,16,132853085,2,9,15749058
2020,4,132857422,1,1,15746404
2020,12,132856812,4,1,15749041
2020,17,132833382,,,15743242
2020,17,132835507,,,15743262
2020,5,132835581,0.987,3,15741381
2020,8,132834027,,,15743395
2020,5,132836090,2,1,15743367
2020,5,132833969,26.2,1,15743374
2020,2,132834098,1.2,1,15743412
2020,5,132836291,,,15743423
2020,2,132836324,,,15743426
2020,2,132834243,,,15743441
2020,5,132834244,5,1,15741524
2020,12,132836459,0.035,3,15743443
2020,16,132834257,6,9,15743447
2020,12,132834257,0.056,3,15743446
2020,5,132834330,,,15743458
2020,5,132836726,1,1,15743480
2020,1,132834509,5.344,3,15743496
2020,5,132834509,16,3,15743497
2020,16,132837102,,,15743552
2020,12,132837034,0.603,3,15743536
2020,12,132837102,,,15743551
2020,2,132837121,0.317,3,15743548
2020,5,132837121,1.022,3,15743554
2020,4,132837121,0.035,3,15741617
2020,5,132837168,1,11,15743563
2020,12,132837306,0.007,3,15743571
2020,17,132837306,0.105,3,15743572
2020,5,132837306,0.112,3,15743570
2020,12,132838383,0.773,1,15743702
2020,5,132841172,1.9,1,15741775
2020,5,132838890,1.5,1,15741780
2020,16,132841353,79,9,15743755
2020,5,132841353,5.2,1,15741791
2020,4,132841511,0.4,1,15743778
2020,5,132841511,11.4,1,15743779
2020,12,132839523,19,9,15741825
2020,12,132844710,0.5,1,15741856
2020,5,132841983,6.3,1,15743856
2020,12,132842015,4.2,1,15741875
2020,17,132842053,1.249,3,15741882
2020,12,132842053,0.242,3,15743867
2020,5,132848344,0.141,3,15745714
2020,5,132849370,25,1,15746018
2020,5,132849371,4,4,15746019
2020,5,132849335,8,4,15746013
2020,5,132849568,5,1,15746062
2020,5,132851349,16,1,15748816
2020,14,132854676,2,9,15748818
2020,5,132854837,15,4,15746111
2020,15,132851487,14,1,15748840
2020,5,132851487,53,1,15746113
2020,8,132854930,7,4,15746140
2020,17,132855075,4,1,15746155
2020,5,132855335,21,4,15746191
2020,8,132855422,50,1,15746204
2020,5,132855572,1,1,15746227
2020,4,132856209,1,1,15746294
2020,12,132856247,1,1,15746301
2020,17,132856247,1,1,15746302
2020,5,132856395,146.583,1,15746316
2020,8,132856395,1,9,15746317
2020,5,132852621,8,1,15749008
2020,5,132856780,11,4,15746359
2020,5,132852875,4.5,1,15746360
2020,5,132856889,1,1,15746366
2020,4,132856919,1.83,1,15749045
2020,17,132853010,20,1,15749047
2020,12,132857013,5,1,15749053
2020,4,132853097,1,1,15746381
2020,5,132857429,1,1,15746408
2020,12,132857429,0.5,1,15746407
2020,5,133981557,10.1,3,15965910
2020,12,133978879,11.2,1,15978440
2020,5,133978921,3.263,3,15965920
2020,5,133981898,1,3,15978542
2020,4,133981908,0.035,3,15966035
2020,5,133981908,0.126,3,15966036
2020,12,133981908,0.476,3,15966037
2020,5,133979355,17,1,15978559
2020,5,133982180,19,1,15978579
2020,16,133982201,1,1,15966116
2020,5,133982246,383,1,15966133
2020,16,133982292,1,1,15966159
2020,16,133984787,1,9,15978620
2020,5,133982593,1,1,15978642
2020,5,133983029,7,1,15978724
2020,9,133985241,,,15978709
2020,12,133985255,1,9,15966335
2020,16,133985255,1,9,15978711
2020,5,133985344,2,1,15978746
2020,5,132842218,5.4,1,15743905
2020,8,132845078,174,9,15741919
2020,5,132842338,1.1,1,15741931
2020,12,132842338,13,1,15741932
2020,5,132845211,0.705,3,15743933
2020,16,132845418,1,11,15743993
2020,12,132845418,2,1,15741976
2020,5,132842581,9.7,1,15741988
2020,5,132845511,11.6,1,15744036
2020,5,132842630,4,10,15744049
2020,5,132842797,1.552,3,15742074
2020,12,132845839,0.5,1,15742129
2020,5,132845851,0.105,3,15744188
2020,5,132843067,,,15742184
2020,8,132843146,1.5,1,15742214
2020,5,132843172,1.045,3,15744329
2020,17,132846264,,,15744361
2020,5,132843358,0.035,3,15742293
2020,11,126665620,1,1,14494003
2020,5,126665645,1,1,14494009
2020,4,126665745,1,9,14494018
2020,11,126666002,1,1,14494035
2020,2,126666356,1,1,14494062
2020,4,126666012,4,1,14494037
2020,17,126666334,2,1,14494060
2020,12,126669441,4,3,14494359
2020,2,126674737,3,1,14494379
2020,1,126674743,2,1,14494380
2020,5,126671101,1,1,14498402
2020,5,126675574,6,3,14494422
2020,4,126675655,4,1,14494427
2020,5,126684641,,,14494773
2020,5,126684727,0.312,3,14498705
2020,5,126681206,0.035,3,14498712
2020,12,126681206,0.141,3,14498713
2020,16,126681206,1,9,14498714
2020,5,126681210,0.881,3,14498719
2020,16,126681210,0.035,3,14494798
2020,16,126681231,10,9,14494807
2020,6,126681231,4,9,14494806
2020,5,126681231,0.705,3,14494804
2020,4,126681435,1,9,14494864
2020,5,126684951,0.246,3,14498771
2020,5,126681558,,,14494894
2020,5,126681565,,,14494896
2020,12,126681600,,,14494909
2020,5,126681603,1.66,1,14494910
2020,16,126681604,,,14494911
2020,5,126681609,,,14494912
2020,5,126681652,,,14498778
2020,12,126681673,,,14494925
2020,5,126681676,,,14494926
2020,12,126681716,,,14494932
2020,8,126681731,,,14494936
2020,8,126685017,,,14494937
2020,4,126681746,,,14494939
2020,2,126681758,,,14494941
2020,12,126685027,,,14498785
2020,5,126681771,,,14498786
2020,5,126685038,,,14498788
2020,12,126681818,0.042,3,14494949
2020,8,126681816,,,14498790
2020,8,126685060,,,14494952
2020,16,126685061,2,9,14498793
2020,5,126681846,,,14494954
2020,12,126681848,2,9,14494955
2020,16,126681871,5,1,14494956
2020,12,126681876,18,1,14494957
2020,12,126681969,1,11,14494971
2020,5,126685091,3,1,14494961
2020,12,126685091,1,1,14498794
2020,16,126681934,3,9,14494966
2020,16,126681942,2.6,1,14498795
2020,17,126681980,,,14494975
2020,17,126681999,,,14494979
2020,14,126682004,6,1,14494982
2020,5,126682004,26.5,1,14494981
2020,5,126685161,0.5,1,14498803
2020,5,126654094,3,1,14493462
2020,11,126654220,3,1,14493466
2020,4,126654226,1,9,14493468
2020,5,126654272,96,1,14493471
2020,4,126654378,1,1,14498032
2020,5,126659636,50,1,14493511
2020,17,126659696,1,9,14493517
2020,5,126659976,5,1,14493537
2020,5,126660205,0.5,1,14493558
2020,2,126660646,1,1,14493578
2020,5,126660867,1,1,14493599
2020,5,126660935,1,1,14493605
2020,17,126661164,1,9,14493626
2020,2,126661413,1,1,14493644
2020,8,126656589,1,1,14493454
2020,8,126654063,1,1,14493456
2020,11,126654078,1,1,14493457
2020,12,126654083,0.1,1,14493458
2020,5,126654300,1,1,14493475
2020,5,126654325,17.89,1,14493476
2020,4,126654390,,,14493484
2020,5,126654414,8,1,14493487
2020,1,126654474,0.1,1,14493491
2020,17,126654477,1,9,14493492
2020,11,126654499,0.25,1,14493497
2020,12,126654501,1,1,14493498
2020,5,126654535,24.7,1,14493500
2020,11,126654555,0.25,1,14493502
2020,5,126659577,1,1,14493505
2020,3,126659645,0.2,3,14493512
2020,5,126659805,30,1,14493526
2020,17,126659868,12,1,14493528
2020,5,126659982,10,1,14493538
2020,4,126660011,0.5,1,14493539
2020,12,126657104,3,1,14498067
2020,12,126660160,2,1,14493554
2020,5,126660164,3,1,14493555
2020,4,126657146,,,14498069
2020,11,126657275,2,1,14498077
2020,5,126657363,31,1,14498081
2020,5,126660617,5,1,14493577
2020,2,126660783,,,14493594
2020,2,126657458,,,14498092
2020,12,126661132,1,1,14493623
2020,12,126661227,6,1,14493631
2020,5,126661434,2,1,14493645
2020,5,126661451,26,1,14493648
2020,15,126661736,2,1,14493663
2020,2,126661964,1,1,14493688
2020,12,126662157,4,1,14493703
2020,4,126662270,1,9,14493711
2020,5,126662399,1,3,14493721
2020,12,126650733,1,3,14493155
2020,5,126650779,43.68,1,14493158
2020,14,126650791,3,9,14493159
2020,12,126650821,1,1,14493162
2020,4,126646703,,,14497577
2020,4,126650856,1,1,14493168
2020,12,126646951,10,1,14497601
2020,2,126650955,2,1,14493173
2020,5,126651445,5,1,14493212
2020,5,126651538,16,1,14493225
2020,8,126651540,5,1,14493226
2020,2,126651596,6,1,14493231
2020,5,126651794,7,1,14493247
2020,5,126652035,35.47,1,14493269
2020,2,126652043,1,3,14493272
2020,5,126652049,200,1,14493274
2020,5,126652072,2,1,14493277
2020,12,126652088,0.25,1,14493281
2020,11,126652090,0.25,1,14493282
2020,5,126652133,207,1,14497714
2020,8,126652206,1,9,14493291
2020,5,126652208,41.65,1,14493292
2020,4,126652345,1,1,14497744
2020,4,126652352,3,1,14493309
2020,12,126652361,2,1,14493310
2020,5,126652365,5,4,14493311
2020,4,126652527,2,1,14493324
2020,4,126652901,0.5,1,14493356
2020,5,126652998,1,1,14493364
2020,2,126653002,5,1,14493365
2020,5,126649527,0.5,1,14497824
2020,5,126669385,1,1,14494351
2020,1,126669425,2.75,1,14494358
2020,12,134598574,2,1,16075267
2020,2,126674718,0.04,1,14494376
2020,4,126674788,24,1,14494385
2020,12,134598681,,,16075269
2020,1,126675030,1,1,14494404
2020,4,126675229,6,1,14494412
2020,5,134604269,11.75,1,16077727
2020,12,126675456,7.6,1,14494417
2020,1,134598967,1,1,16075277
2020,4,126675678,1.82,1,14494429
2020,5,134599006,10,1,16075282
2020,17,134599032,1,9,16075285
2020,12,134599032,2,1,16075284
2020,5,134599032,3,1,16075283
2020,11,134604356,3,1,16075286
2020,5,134599110,9,3,16075289
2020,5,134599123,2,1,16077734
2020,5,134599196,7,1,16077739
2020,12,134604581,1,1,16077746
2020,5,134604603,1,1,16075306
2020,4,134599458,1,9,16077750
2020,5,134599458,5,1,16075308
2020,12,134599458,5,1,16075307
2020,5,134599462,1,3,16075309
2020,5,134599524,1,1,16075311
2020,12,134609657,0.65,1,16075319
2020,5,134604843,2,1,16077768
2020,5,134609885,530.1,1,16075335
2020,4,134609986,1,1,16075343
2020,17,134610440,13,9,16075375
2020,5,134610440,4,1,16075376
2020,5,134605172,30,1,16077782
2020,1,134605172,0.55,1,16077783
2020,13,134610527,2,9,16075380
2020,5,134610527,0.01,1,16075379
2020,2,134610662,0.5,1,16075387
2020,5,134610722,3,3,16075389
2020,5,134610733,1.5,1,16075390
2020,8,134610733,304,9,16075391
2020,5,134610782,,,16075397
2020,12,134610806,2.64,1,16075399
2020,5,134611153,6,1,16075416
2020,12,134611171,5,5,16075417
2020,11,134605576,12,1,16077801
2020,4,134605576,0.25,1,16077802
2020,5,134605576,320,1,16077800
2020,17,134611284,1,1,16075420
2020,5,134605604,6,1,16077804
2020,1,134605604,1,1,16077805
2020,5,134605652,1,1,16077807
2020,12,134611466,2,1,16075428
2020,5,134611466,1,1,16075429
2020,4,134605715,0.97,1,16075431
2020,5,134605725,14,1,16075432
2020,5,134611603,55.27,1,16075440
2020,2,134605877,10,1,16077815
2020,5,126666574,1,1,14494085
2020,17,126666639,25,1,14494092
2020,5,126666875,1,1,14494115
2020,12,126666940,0.72,1,14494124
2020,1,126666956,,,14494126
2020,17,126667082,1,1,14494140
2020,12,126667092,4,1,14494141
2020,12,126667322,433,1,14494163
2020,12,126667334,1,3,14494165
2020,8,126667549,15,9,14494182
2020,17,126667645,1,1,14494195
2020,5,126667655,,,14494196
2020,5,126667670,5,1,14494197
2020,12,126667676,1,1,14494199
2020,5,126667770,1,1,14494206
2020,5,126667949,5,8,14494219
2020,12,126667999,1,1,14494221
2020,5,126668007,35.44,1,14494223
2020,5,126668014,1,3,14494224
2020,12,126668092,18,1,14494227
2020,12,126668249,7.44,1,14494244
2020,4,126668381,1,9,14494258
2020,12,126662471,1,1,14493726
2020,2,126662894,0.74,1,14493760
2020,12,126663265,32,1,14493789
2020,5,126663898,8.51,1,14493847
2020,12,126664121,3,1,14493864
2020,1,126664225,1,1,14493874
2020,12,126664095,7,1,14493862
2020,8,126664615,1,1,14493910
2020,2,126670406,1,1,14498343
2020,15,126668553,1,9,14494280
2020,16,126668581,111,9,14494283
2020,5,126664426,5,1,14493893
2020,4,126668719,1,1,14494291
2020,11,126668877,20,1,14494302
2020,5,126664558,20,1,14493905
2020,12,126669191,1,1,14494325
2020,12,126669421,1,1,14494357
2020,8,126684637,1,9,14494771
2020,4,126681097,5,1,14494772
2020,5,126684649,,,14494777
2020,4,126681123,0.035,3,14494780
2020,5,126684652,,,14498688
2020,5,126681153,,,14494784
2020,12,126684695,,,14498696
2020,5,126684767,1,1,14498721
2020,5,126681252,0.017,3,14494817
2020,12,126681252,0.052,3,14494818
2020,17,126684810,,,14498733
2020,5,126684820,5.3,3,14494826
2020,12,126681295,,,14494828
2020,12,126681298,2,9,14494831
2020,12,126681298,3,1,14494830
2020,12,126681490,,,14494877
2020,4,126684830,35.274,3,14494835
2020,5,126681331,,,14494838
2020,12,126681361,,,14494844
2020,16,126681376,,,14494847
2020,2,126684874,,,14498750
2020,5,126681388,,,14498751
2020,5,126684880,20,1,14494850
2020,15,126684880,8,1,14494851
2020,17,126681400,,,14494853
2020,5,126681424,1,1,14494858
2020,12,126681424,1,1,14494859
2020,16,126684899,73,9,14494862
2020,12,126684899,0.003,3,14494861
2020,5,126681456,1,1,14494867
2020,5,126681458,1,11,14498761
2020,12,126681469,1,1,14494873
2020,5,126684935,1,3,14498766
2020,12,126681516,,,14494884
2020,5,126640309,15.8,1,14486932
2020,5,126635092,8,1,14486949
2020,8,126640769,3,9,14492686
2020,12,126640796,1,1,14492688
2020,5,126640481,2.5,1,14486955
2020,2,126640807,0.6,1,14492690
2020,12,126640816,2.8,1,14492693
2020,8,126635189,2,9,14486958
2020,12,126635275,1,1,14486969
2020,4,126640842,0.2,1,14487016
2020,5,126640854,5.5,1,14487020
2020,5,126635731,12,1,14492701
2020,5,126640929,5,1,14492708
2020,5,126635942,4,1,14487047
2020,12,126641141,1,1,14492730
2020,12,126636040,1,1,14492735
2020,5,126636151,5,1,14487069
2020,5,126641559,0.001,1,14492774
2020,12,126641675,1.1,1,14487123
2020,5,126641685,6.8,1,14487126
2020,8,126641798,1,9,14487144
2020,17,126637057,20,9,14487178
2020,12,126641983,1,1,14487184
2020,8,126637171,20,9,14487188
2020,5,126642023,2,1,14492830
2020,5,126642073,3,1,14492836
2020,5,126642151,1363.677,1,14492839
2020,1,126642361,0.5,1,14492859
2020,12,126637974,5,1,14487237
2020,5,126642595,2,1,14492879
2020,2,126642733,31,1,14492884
2020,5,126642794,2,3,14492886
2020,8,126638279,10,1,14487257
2020,15,126642838,2,9,14492890
2020,5,126642875,25,1,14492894
2020,17,126642876,2,1,14492895
2020,5,125193954,,,14030913
2020,12,129132789,0.19,3,14948805
2020,8,129135471,2,1,14948818
2020,5,129135474,8,1,14948819
2020,5,129132912,4,1,14943838
2020,4,129135638,1,1,14948824
2020,12,129135831,17,2,14943869
2020,5,129136531,,,14948881
2020,5,129137442,39,4,14948918
2020,5,129137119,17.88,1,14948906
2020,5,129137302,1,1,14948908
2020,5,129138918,2,1,14948978
2020,5,129138933,2,1,14948979
2020,5,129139085,3.08,1,14948985
2020,5,129139184,1,1,14948989
2020,12,129139216,1,1,14948990
2020,12,129144997,6.16,1,14949007
2020,4,125211373,0.035,3,14031674
2020,5,125211373,0.035,3,14031675
2020,2,125211373,0.035,3,14026788
2020,5,125205030,0.035,3,14026794
2020,5,125211378,0.211,3,14031679
2020,5,125205033,0.035,3,14026798
2020,12,125205034,0.038,3,14026799
2020,8,125205034,1,9,14026797
2020,15,125205035,0.169,7,14026800
2020,12,125205038,0.035,3,14031681
2020,5,125205042,0.061,3,14026805
2020,12,125215023,8.054,1,14035358
2020,17,125215023,19.005,9,14035359
2020,5,125211396,0.07,3,14031692
2020,12,125211396,0.352,3,14031693
2020,4,125211396,0.008,3,14031691
2020,5,125205044,1.164,3,14026806
2020,12,125215026,0.035,3,14035363
2020,5,125215026,0.176,3,14035362
2020,5,125205047,0.07,3,14026808
2020,5,125205050,14.084,1,14026814
2020,5,125205057,0.105,3,14026817
2020,5,125215033,1,10,14035366
2020,5,125205068,0.529,3,14026827
2020,2,125205068,0.035,3,14026826
2020,5,125215046,0.105,3,14035374
2020,5,125205080,0.035,3,14026836
2020,2,125205080,0.035,3,14026835
2020,12,125205091,0.035,3,14026840
2020,5,125205097,0.246,3,14026845
2020,12,125205113,0.141,3,14035407
2020,5,125205113,0.035,3,14035406
2020,5,125215096,1,3,14035409
2020,2,125205154,0.003,3,14026883
2020,5,125205168,0.211,3,14026893
2020,12,125205170,,,14026894
2020,5,125205174,0.211,3,14026895
2020,5,125211569,128,3,14026896
2020,5,125205195,1,11,14026899
2020,5,125205196,0.105,3,14026900
2020,5,125205199,16,3,14026902
2020,11,125205199,16,3,14026903
2020,2,125205202,0.003,1,14026905
2020,5,125205202,1.028,1,14026906
2020,5,125211619,6.067,3,14031824
2020,12,125211619,1.234,3,14031825
2020,5,125211622,2.751,3,14031828
2020,12,125205205,0.042,3,14026908
2020,12,125205206,0.035,3,14026909
2020,5,125205209,0.141,3,14026910
2020,5,125205214,0.035,3,14026914
2020,5,125211652,0.035,3,14031848
2020,12,125211655,1,11,14031850
2020,16,125205226,1,9,14026921
2020,8,125205226,1,9,14026920
2020,5,125205226,0.176,3,14026919
2020,5,125205232,1.763,3,14026923
2020,16,125205233,10,9,14026924
2020,5,125205241,736,3,14035458
2020,5,125205242,0.141,3,14031881
2020,8,125205242,0.035,3,14026925
2020,12,125205243,,,14026926
2020,2,125205247,564.384,3,14026932
2020,2,125205250,0.162,3,14026935
2020,12,125205262,0.627,3,14026941
2020,5,125205262,4.137,3,14026940
2020,1,125205265,0.07,3,14026942
2020,5,125205266,0.035,3,14026943
2020,5,125205268,0.035,3,14026945
2020,12,125205278,0.105,3,14026948
2020,5,125205278,0.07,3,14026947
2020,5,125211787,400,3,14031915
2020,5,125205284,0.116,3,14026950
2020,12,125215250,0.123,3,14035479
2020,5,125205290,0.063,3,14026952
2020,5,125205292,0.024,3,14026954
2020,12,125205298,0.035,3,14026959
2020,5,125205298,0.458,3,14026958
2020,5,125205308,0.462,3,14026961
2020,12,125205308,0.035,3,14026962
2020,5,125204596,,,14030982
2020,5,125204598,,,14026628
2020,16,125194510,2,9,14031075
2020,5,125204645,10.1,1,14026634
2020,16,125204655,7,9,14026635
2020,12,125204655,15.33,1,14031111
2020,5,125204655,28.65,1,14031110
2020,5,125209838,,,14031149
2020,2,125209843,,,14031150
2020,5,125209934,1,10,14031162
2020,5,125209934,0.881,3,14031163
2020,12,125210453,,,14031257
2020,4,125204778,0.038,3,14031268
2020,5,125210901,0.035,3,14031392
2020,8,125210901,2,9,14031393
2020,12,125210901,0.07,3,14031394
2020,2,125204846,0.282,3,14026672
2020,5,125204856,1.763,3,14026681
2020,5,125204859,0.141,3,14026684
2020,5,125204862,3.372,3,14031457
2020,5,125211034,0.881,3,14031462
2020,5,125204864,0.599,3,14026687
2020,5,125204865,0.141,3,14026688
2020,5,125204869,0.105,3,14026690
2020,16,125211045,4,9,14031471
2020,5,125211045,0.07,3,14035208
2020,12,125211045,0.705,3,14031470
2020,5,125204887,0.112,3,14026702
2020,5,125211135,0.176,3,14035228
2020,5,127594759,3,5,14630814
2020,5,127594791,1,1,14625269
2020,12,127594941,0.5,1,14630870
2020,16,127595361,0.007,3,14625330
2020,5,127595446,,,14630968
2020,4,127595519,0.035,3,14625345
2020,5,127592911,0.282,3,14625346
2020,5,127595568,12,10,14625348
2020,5,127595568,1,11,14630985
2020,12,127595568,1,11,14625349
2020,5,127592941,0.017,3,14625351
2020,12,127595633,0.564,3,14631004
2020,5,127595643,,,14631007
2020,5,127595678,,,14631012
2020,4,127594631,2,1,14630780
2020,4,127594645,1,11,14630785
2020,4,127594656,1,11,14630788
2020,4,127594708,0.035,3,14625253
2020,5,127592384,1,1,14625254
2020,16,127594710,3.9,1,14630803
2020,12,127594710,119.8,1,14625255
2020,5,127594710,2.4,1,14630804
2020,12,127594753,0.3,1,14630811
2020,8,127594792,1,1,14630826
2020,12,127592599,,,14630890
2020,12,127594995,,,14630877
2020,12,133987253,0.007,3,15979249
2020,5,133987253,0.035,3,15966877
2020,16,133990462,24.8,1,15979394
2020,12,133988037,0.3,1,15979479
2020,2,133988037,0.3,1,15979478
2020,12,133988083,0.1,1,15967122
2020,16,133988083,1,9,15979492
2020,11,126638777,1,1,14487296
2020,17,126685807,,,14498942
2020,12,126685814,0.001,3,14498944
2020,5,126683209,5.004,1,14498947
2020,16,126683272,,,14498951
2020,12,126683303,0.021,3,14495218
2020,12,126683311,0.035,3,14495225
2020,5,126683311,0.282,3,14495224
2020,5,126683361,0.07,3,14495235
2020,16,126683387,27,9,14495242
2020,4,126683391,0.6,1,14498962
2020,5,126685913,0.282,3,14498963
2020,12,126683399,0.035,3,14495245
2020,5,126683412,28.9,1,14495246
2020,17,126683428,7.101,1,14495252
2020,12,126683450,0.176,3,14495257
2020,12,126683456,0.035,3,14498967
2020,5,126683456,0.035,3,14498966
2020,12,126683471,0.035,3,14498970
2020,5,126685953,0.303,3,14498971
2020,12,126685953,0.042,3,14498972
2020,17,126686017,1,11,14495286
2020,5,126683628,0.001,1,14495291
2020,5,126683630,2.3,1,14498979
2020,8,126683630,5,9,14495293
2020,5,126683653,1.039,1,14495296
2020,17,126686056,1.081,1,14498984
2020,5,126683698,,,14495304
2020,12,126686061,2,9,14498986
2020,5,126683712,,,14495309
2020,5,126683732,,,14495313
2020,12,126686090,0.723,3,14498988
2020,12,126686090,1,11,14498989
2020,2,126683784,0.001,3,14498991
2020,13,126683784,2,9,14498992
2020,8,126684027,,,14495352
2020,5,132846420,1.022,3,15742313
2020,5,132846424,1,3,15742314
2020,12,132846710,2,9,15742422
2020,5,132843672,320.07,3,15744507
2020,5,132843672,9,10,15742400
2020,12,132846710,0.07,3,15742423
2020,5,132846710,0.07,3,15742421
2020,5,132843731,,,15744533
2020,12,132846879,,,15744629
2020,5,132846861,2.116,3,15744605
2020,5,132846902,0.987,3,15744649
2020,5,132843938,0.07,3,15747574
2020,5,132847042,,,15747671
2020,12,132847065,0.049,3,15744783
2020,2,132847083,0.035,3,15744806
2020,5,132847231,1.305,3,15744941
2020,5,132844160,1,11,15747774
2020,12,132847238,0.035,3,15744948
2020,5,132844221,3.372,3,15747834
2020,4,132847432,0.035,3,15745099
2020,5,132847265,0.105,3,15744974
2020,12,132847265,0.07,3,15747811
2020,5,132847351,0.881,3,15745038
2020,5,132847421,1,10,15745089
2020,4,132844342,0.017,3,15745106
2020,5,132844342,1.07,3,15745107
2020,5,132844441,0.035,3,15745204
2020,12,132847663,0.176,3,15745247
2020,5,132847881,0.388,3,15745408
2020,5,132849810,1,11,15748262
2020,5,132847863,0.052,3,15748224
2020,12,132847927,,,15745442
2020,5,132849876,1,3,15748319
2020,5,132848074,0.5,3,15745532
2020,5,132848096,1,3,15745547
2020,17,132849996,36,9,15748417
2020,16,132848310,,,15745685
2020,5,132848183,0.035,3,15745598
2020,8,132848320,37,9,15745696
2020,8,132848369,15.5,9,15745732
2020,5,132848693,0.137,3,15745952
2020,15,132848693,11,9,15745953
2020,5,132848702,10,3,15745956
2020,12,132848732,0.141,3,15745970
2020,2,132848985,5,1,15748753
2020,5,132850801,14,1,15748754
2020,5,132849019,3.5,1,15745984
2020,4,132849070,1,1,15745987
2020,4,132849133,1,9,15745991
2020,2,132849148,5,1,15745992
2020,4,132849222,1,1,15745999
2020,8,132849372,8,9,15746020
2020,5,132849372,2,1,15746021
2020,5,132851168,1,1,15748783
2020,4,132851168,1,1,15746028
2020,17,132849520,3,9,15746049
2020,4,132849520,1,9,15748798
2020,17,132851427,80,9,15748831
2020,5,132851444,3,3,15748833
2020,15,132851496,1,9,15748843
2020,5,132851496,3,1,15748842
2020,5,132851541,1,1,15748850
2020,5,132851561,1,1,15746130
2020,4,132851564,1,1,15746131
