"DATA_YEAR","VICTIM_ID","INJURY_ID"
2020,144056932,5
2020,144057307,4
2020,144057338,4
2020,144059399,5
2020,144059598,4
2020,144063257,4
2020,144063636,8
2020,144061017,5
2020,144064974,4
2020,144061504,5
2020,144064342,5
2020,144061790,4
2020,144064385,5
2020,144064390,4
2020,144061979,5
2020,144064486,5
2020,144068356,5
2020,144068738,4
2020,144068793,6
2020,144068793,3
2020,144068793,7
2020,144068959,5
2020,144066197,4
2020,144074143,5
2020,144074144,5
2020,144074147,5
2020,144074148,5
2020,144072418,4
2020,144074170,4
2020,144074185,4
2020,144074184,5
2020,144074189,5
2020,144072448,5
2020,144074219,5
2020,144074222,8
2020,144074222,4
2020,144074224,5
2020,144074223,5
2020,144074237,4
2020,144074240,5
2020,144074246,5
2020,144074249,5
2020,144074250,5
2020,144074248,5
2020,144072497,5
2020,144074256,4
2020,144072501,2
2020,144074273,5
2020,144074307,4
2020,144074328,5
2020,144074369,6
2020,144072563,5
2020,144072562,4
2020,144074391,4
2020,144074441,4
2020,144074452,4
2020,144074474,5
2020,144074482,1
2020,144074491,5
2020,144074510,2
2020,144074601,4
2020,144074602,5
2020,144074603,4
2020,144074739,5
2020,144078173,5
2020,144078199,6
2020,144074839,4
2020,144074846,4
2020,144074873,5
2020,144078542,5
2020,144075053,5
2020,144075051,5
2020,144078548,5
2020,144075079,6
2020,144075079,4
2020,144075079,7
2020,144075079,2
2020,144078594,4
2020,144078594,7
2020,144078594,2
2020,144075137,4
2020,144078719,4
2020,144078765,5
2020,144079008,5
2020,144079007,4
2020,144079119,4
2020,144075569,5
2020,144075622,5
2020,144075631,6
2020,144075708,4
2020,144075715,4
2020,144075717,4
2020,144079449,5
2020,144075728,5
2020,144075796,4
2020,144075797,5
2020,144075805,4
2020,144075818,4
2020,144075820,5
2020,144079556,4
2020,144075981,5
2020,144076024,5
2020,144079885,4
2020,144080077,4
2020,144076268,4
2020,144080195,5
2020,144080215,4
2020,144080310,5
2020,144080510,5
2020,144080508,5
2020,144080543,5
2020,144080598,6
2020,144076723,5
2020,144080787,4
2020,144080799,5
2020,144076836,4
2020,144081056,5
2020,144081117,5
2020,144081171,4
2020,144081188,4
2020,144081201,5
2020,144081203,5
2020,144081297,4
2020,144081301,4
2020,144077334,4
2020,144081609,4
2020,144077511,4
2020,144077571,4
2020,144082078,5
2020,144077806,4
2020,144082312,4
2020,144082457,4
2020,146298921,5
2020,146297276,4
2020,146298862,5
2020,146298951,4
2020,146299140,5
2020,146297484,5
2020,146299146,4
2020,146297518,4
2020,146297546,5
2020,146297552,5
2020,146314630,5
2020,146314781,5
2020,146314939,4
2020,146314957,4
2020,146315077,4
2020,146312396,4
2020,146315308,4
2020,146315385,4
2020,146312449,4
2020,146312466,5
2020,146315446,5
2020,146315448,4
2020,146315505,4
2020,146312485,5
2020,146315515,6
2020,146312494,5
2020,146315550,4
2020,146312535,5
2020,146315593,5
2020,146315591,5
2020,146312544,4
2020,146315649,4
2020,146315688,4
2020,146315705,5
2020,146315956,5
2020,146315955,5
2020,146316021,4
2020,146316087,5
2020,146316092,4
2020,146312835,4
2020,146316165,4
2020,146316227,5
2020,146316231,4
2020,146316282,4
2020,146316306,4
2020,146317938,5
2020,146317944,4
2020,146317959,4
2020,146316411,4
2020,146316461,4
2020,146318037,5
2020,146316555,4
2020,146316578,4
2020,146318075,5
2020,146316648,5
2020,146316690,4
2020,146318144,4
2020,146316757,5
2020,146316869,5
2020,146316878,5
2020,146316916,4
2020,146316987,5
2020,146317018,6
2020,146317076,5
2020,146317085,5
2020,146317096,5
2020,146318321,4
2020,146317114,5
2020,146318331,5
2020,146317127,5
2020,146318362,5
2020,146318429,4
2020,146318428,5
2020,146318462,5
2020,146317405,4
2020,146317405,3
2020,146317405,7
2020,146318526,5
2020,146317518,4
2020,146318542,4
2020,146318556,4
2020,146317602,5
2020,146318636,4
2020,146317729,5
2020,146317742,4
2020,146318669,4
2020,146317795,5
2020,144042224,5
2020,144048159,5
2020,144052973,5
2020,144048478,5
2020,144049471,5
2020,144055461,5
2020,144054266,4
2020,144050769,4
2020,144054437,5
2020,144055966,5
2020,144052689,5
2020,144057423,6
2020,144056164,4
2020,144056229,5
2020,144056375,4
2020,144056384,4
2020,144058551,5
2020,144058903,4
2020,144059277,4
2020,144059856,5
2020,144060959,5
2020,144062470,4
2020,144061097,4
2020,144061320,4
2020,144064280,4
2020,144062333,5
2020,144062355,4
2020,144065306,4
2020,144068538,4
2020,144066801,4
2020,144065786,5
2020,144065906,5
2020,144066021,4
2020,144068850,4
2020,144068954,4
2020,144069010,5
2020,144066204,5
2020,144069077,4
2020,144066928,5
2020,144067334,4
2020,144067271,5
2020,144067270,4
2020,144067397,5
2020,144073283,5
2020,144073637,4
2020,144071875,4
2020,144074429,6
2020,144074431,4
2020,144074434,4
2020,144074439,2
2020,144074440,4
2020,144074450,5
2020,144074451,5
2020,144074465,5
2020,144074466,5
2020,144074463,5
2020,144074464,5
2020,144074462,5
2020,144074467,5
2020,144074472,4
2020,144074473,4
2020,144074481,5
2020,144072695,5
2020,144072693,5
2020,144072694,5
2020,144074514,5
2020,144074513,4
2020,144074517,5
2020,144074516,5
2020,144074518,5
2020,144074543,5
2020,144074554,5
2020,144074558,8
2020,144074558,4
2020,144074570,5
2020,144074573,4
2020,144074575,4
2020,144074583,5
2020,144074762,5
2020,144074769,4
2020,144074807,4
2020,144078177,5
2020,144078175,4
2020,144074831,5
2020,144078216,6
2020,144074845,4
2020,144078318,6
2020,144074926,4
2020,144078373,4
2020,144078400,5
2020,144074977,4
2020,144075020,4
2020,144075138,4
2020,144078658,4
2020,144078696,4
2020,144078737,5
2020,144075201,4
2020,144075201,2
2020,144075222,6
2020,144075284,4
2020,144075298,4
2020,144075346,6
2020,144078975,6
2020,144075406,4
2020,144075415,4
2020,144075431,4
2020,144075431,8
2020,144079145,5
2020,144075525,5
2020,144079180,5
2020,144075526,5
2020,144079187,4
2020,144079260,5
2020,144075626,4
2020,144075625,4
2020,144075725,5
2020,144079463,4
2020,144079533,5
2020,144075829,4
2020,144079607,5
2020,144075884,5
2020,144075954,4
2020,144079780,4
2020,144079780,8
2020,144080034,4
2020,144076230,2
2020,144076231,4
2020,144080115,4
2020,144080210,4
2020,144076440,4
2020,144080463,5
2020,144076557,6
2020,144080679,5
2020,144076713,4
2020,144080826,1
2020,144076817,5
2020,144081010,4
2020,144077042,4
2020,144077042,7
2020,145541919,5
2020,144064758,4
2020,144062440,5
2020,144065213,5
2020,144065218,4
2020,144066084,4
2020,144065624,5
2020,144069020,4
2020,146307797,6
2020,146313874,4
2020,146314017,4
2020,146311754,4
2020,146314173,4
2020,146314213,4
2020,146314356,4
2020,146314601,5
2020,146312025,5
2020,146312028,5
2020,146314691,4
2020,146314732,5
2020,146314785,4
2020,146314827,4
2020,146314859,5
2020,146312157,4
2020,146314897,4
2020,146314925,5
2020,146314956,5
2020,146315043,4
2020,146312263,3
2020,146312263,2
2020,146312272,4
2020,146315138,5
2020,146315489,5
2020,146315527,4
2020,146315556,5
2020,146315704,4
2020,146315740,5
2020,146312772,5
2020,146315997,4
2020,146316065,4
2020,146316101,4
2020,146316193,4
2020,146316506,4
2020,146318090,5
2020,146317082,4
2020,146317130,4
2020,146317144,5
2020,146317199,3
2020,146317235,5
2020,146317271,4
2020,146318407,5
2020,146317288,5
2020,146317289,5
2020,146318419,4
2020,146318457,4
2020,146318520,4
2020,146317524,5
2020,146317531,5
2020,146318553,4
2020,146318616,2
2020,146317692,5
2020,146317693,5
2020,146317697,5
2020,146317696,5
2020,146317782,4
2020,146317837,4
2020,146319093,4
2020,146319109,5
2020,146295912,4
2020,146292716,5
2020,146303050,5
2020,146304798,7
2020,146303262,4
2020,146303361,5
2020,146299406,5
2020,146300060,4
2020,146300075,4
2020,146303452,5
2020,146303601,5
2020,146303593,5
2020,146300249,5
2020,146300246,5
2020,146303604,5
2020,146303605,5
2020,146303595,5
2020,146303592,5
2020,146300322,5
2020,146295941,4
2020,146295954,4
2020,146295963,2
2020,146292862,4
2020,146292871,4
2020,146296169,4
2020,146297993,5
2020,146298050,5
2020,146296388,5
2020,146296533,4
2020,146298307,5
2020,146296602,5
2020,146298382,5
2020,146298405,5
2020,146298475,5
2020,146296750,5
2020,146296754,5
2020,146298955,4
2020,146298957,4
2020,146298963,5
2020,146299022,4
2020,146299041,5
2020,146297637,4
2020,146297682,6
2020,146297681,6
2020,146299376,5
2020,146297746,4
2020,146300468,4
2020,146300523,4
2020,146304293,4
2020,146301586,4
2020,146301590,2
2020,146301591,2
2020,146301592,6
2020,146304390,5
2020,146304392,5
2020,146304389,5
2020,146304394,5
2020,146304391,5
2020,146304397,5
2020,146304407,5
2020,146304411,5
2020,146301639,4
2020,146301647,5
2020,146304418,5
2020,146304530,4
2020,146301858,5
2020,146301881,5
2020,146301880,4
2020,146304581,5
2020,146304596,4
2020,146304601,5
2020,146301948,5
2020,146304602,4
2020,146304603,4
2020,146304617,4
2020,146304633,4
2020,146304642,5
2020,146304679,2
2020,146304687,4
2020,146304698,4
2020,146304728,4
2020,146304896,5
2020,146304900,4
2020,146304908,4
2020,146304913,5
2020,146304918,5
2020,146302508,5
2020,146304936,5
2020,146304949,5
2020,146302535,5
2020,146304956,6
2020,146304977,4
2020,146302558,4
2020,146302569,5
2020,146305009,6
2020,146302629,5
2020,146305035,5
2020,146302646,4
2020,146305160,5
2020,146302879,4
2020,146307937,6
2020,146305434,5
2020,146305473,4
2020,146305512,4
2020,146305590,4
2020,146308173,4
2020,146305617,5
2020,146305618,5
2020,146305616,5
2020,146308204,5
2020,146305665,4
2020,146308216,4
2020,146305791,4
2020,146305806,5
2020,146308363,5
2020,146305824,4
2020,146305843,4
2020,146308389,5
2020,146305880,5
2020,146305893,4
2020,146308437,4
2020,146305932,4
2020,146308464,4
2020,146306091,5
2020,146308685,5
2020,146308746,5
2020,146306321,4
2020,146306351,4
2020,146309009,4
2020,146309035,4
2020,146309092,3
2020,146306607,1
2020,146306659,5
2020,146309276,4
2020,146306841,5
2020,146309417,4
2020,146309415,4
2020,146307016,5
2020,146307041,5
2020,146309576,4
2020,146307100,4
2020,146309682,5
2020,146309797,5
2020,146307297,4
2020,146309961,4
2020,146307464,4
2020,146307487,5
2020,146307530,5
2020,146310101,5
2020,146310098,5
2020,146307620,4
2020,146307698,5
2020,146307771,5
2020,146307800,4
2020,146307852,5
2020,146307897,5
2020,144081216,4
2020,144077162,4
2020,144077173,6
2020,144081319,6
2020,144081318,6
2020,144077183,5
2020,144077279,4
2020,144081471,4
2020,144077289,5
2020,144081667,4
2020,144077497,4
2020,144077567,4
2020,144081976,5
2020,144081974,5
2020,144077653,5
2020,144082081,5
2020,144082082,4
2020,144082079,4
2020,144082205,5
2020,144077813,4
2020,144077877,5
2020,145500371,5
2020,145500760,4
2020,145501006,4
2020,145503004,5
2020,145503156,4
2020,145502363,4
2020,145509417,5
2020,145503468,4
2020,145501634,4
2020,145508200,5
2020,145506601,5
2020,145507069,4
2020,145510268,5
2020,145512926,8
2020,145512926,1
2020,145512943,4
2020,145513099,5
2020,146311564,4
2020,146311566,5
2020,146313834,4
2020,146311610,4
2020,146313876,5
2020,146313877,5
2020,146313899,5
2020,146313944,5
2020,146311658,5
2020,146313958,4
2020,146313984,4
2020,146313982,4
2020,146313999,4
2020,146314012,2
2020,146311691,5
2020,146314032,4
2020,146314060,5
2020,146314069,5
2020,146314074,5
2020,146311758,4
2020,146314153,4
2020,146314188,4
2020,146311834,4
2020,146314354,4
2020,146314385,5
2020,146314417,4
2020,146314472,4
2020,146311935,5
2020,146314556,4
2020,146314611,5
2020,146312018,4
2020,145500623,4
2020,145497461,4
2020,145500838,4
2020,145501240,5
2020,145501517,4
2020,145503418,4
2020,145502231,4
2020,145504596,4
2020,145504823,5
2020,145508333,4
2020,145508533,5
2020,145505897,5
2020,145509407,4
2020,145509995,4
2020,145506445,5
2020,145509647,4
2020,145506637,4
2020,145509996,4
2020,145507172,4
2020,145507196,1
2020,145507196,6
2020,145507297,5
2020,145510458,5
2020,145507707,4
2020,145507730,4
2020,145507847,6
2020,145512963,5
2020,145511130,4
2020,145513068,4
2020,145511413,5
2020,145513302,4
2020,145511510,5
2020,145511609,5
2020,145513729,5
2020,145513735,4
2020,145513748,5
2020,145513834,4
2020,145512227,5
2020,145514081,8
2020,145514090,5
2020,145514271,4
2020,145514272,4
2020,145514415,4
2020,145514422,5
2020,145514472,5
2020,145514516,5
2020,145514532,4
2020,145514561,4
2020,145514672,4
2020,145514677,5
2020,145514700,4
2020,145512820,5
2020,145514777,1
2020,145517927,4
2020,145515197,5
2020,145515255,5
2020,145515336,4
2020,145518669,5
2020,145515337,4
2020,145515371,4
2020,145518773,4
2020,145518918,5
2020,145515692,4
2020,145518991,5
2020,145515710,6
2020,145515712,3
2020,145519384,4
2020,145516392,5
2020,145519587,4
2020,145519585,4
2020,145516711,4
2020,145519910,4
2020,145519912,5
2020,145519955,5
2020,145497457,4
2020,145497573,4
2020,145497871,4
2020,145497871,8
2020,145501178,4
2020,145503456,1
2020,145503456,4
2020,145503522,5
2020,145501718,6
2020,145502900,4
2020,145508216,4
2020,145504542,4
2020,145502874,4
2020,145505145,4
2020,145508369,4
2020,145505361,5
2020,145506231,5
2020,145506726,4
2020,145506756,4
2020,145508717,4
2020,145505543,4
2020,145505537,4
2020,145507030,4
2020,145507093,8
2020,145507093,4
2020,145510815,4
2020,145507691,5
2020,145510986,5
2020,145507880,5
2020,145512966,5
2020,146318841,5
2020,146319161,5
2020,146323772,5
2020,146299839,5
2020,146299888,4
2020,146303260,4
2020,146299933,4
2020,146303283,4
2020,146303327,4
2020,146300160,5
2020,146300236,4
2020,146303743,5
2020,146303780,5
2020,146300589,5
2020,146300590,5
2020,146305068,6
2020,146302703,4
2020,146305122,5
2020,146305183,5
2020,146305188,4
2020,146302756,4
2020,146302895,4
2020,146307955,4
2020,146307997,5
2020,146308065,5
2020,146308075,4
2020,146305715,5
2020,146308276,5
2020,146308376,4
2020,146308545,5
2020,146306095,4
2020,146306101,4
2020,146306324,4
2020,146308909,4
2020,146309049,4
2020,146306597,6
2020,146306608,5
2020,146306639,3
2020,146306661,5
2020,146306685,4
2020,146306816,4
2020,146306831,6
2020,146306865,5
2020,146309378,4
2020,146309558,4
2020,146309583,5
2020,146307182,5
2020,146309821,5
2020,146309851,5
2020,146307380,3
2020,146307495,5
2020,146310152,5
2020,146307692,4
2020,146307716,4
2020,146310272,6
2020,146310275,5
2020,146307780,4
2020,146307784,5
2020,146307791,5
2020,146307812,4
2020,146307827,4
2020,146313113,5
2020,146313170,5
2020,146313173,5
2020,146313177,5
2020,146314355,5
2020,146314378,4
2020,146311905,4
2020,146314442,5
2020,146311949,2
2020,146314502,4
2020,146311972,6
2020,146314604,4
2020,146312012,5
2020,146312013,5
2020,146314730,5
2020,146314763,5
2020,146314764,5
2020,146312094,4
2020,146314791,4
2020,146314891,4
2020,146312185,5
2020,146315024,5
2020,146312228,4
2020,146312257,4
2020,146315207,4
2020,146315217,5
2020,146315306,5
2020,146312493,4
2020,146315562,5
2020,146315689,4
2020,146312664,4
2020,146312684,4
2020,146315864,3
2020,146315963,4
2020,146315960,6
2020,146316025,5
2020,146316083,4
2020,146316116,4
2020,146316141,5
2020,146316138,4
2020,146312872,5
2020,146316378,4
2020,146318014,5
2020,146316479,5
2020,146318098,4
2020,146316749,4
2020,146316840,4
2020,146318237,4
2020,146317013,4
2020,146317104,5
2020,146317159,4
2020,146317187,5
2020,146317328,2
2020,146317328,3
2020,146317328,6
2020,145497375,5
2020,145497546,5
2020,145497513,5
2020,145500728,4
2020,145497821,4
2020,145503328,5
2020,145502655,4
2020,145502177,5
2020,145508099,7
2020,145505138,4
2020,145508423,4
2020,145505206,6
2020,145508099,1
2020,145508520,5
2020,145505593,4
2020,145508771,4
2020,145505864,5
2020,145509063,5
2020,145505917,4
2020,145509115,4
2020,145509197,5
2020,145506654,4
2020,145507696,5
2020,145511073,4
2020,145511893,4
2020,145513676,5
2020,145513970,4
2020,145514058,5
2020,145514057,5
2020,145514316,5
2020,145514340,5
2020,145514339,5
2020,145514337,5
2020,145514338,5
2020,145514335,5
2020,145514479,5
2020,145512556,4
2020,145514524,6
2020,145514525,5
2020,145514875,4
2020,145514876,4
2020,145515072,5
2020,145515115,4
2020,145515163,5
2020,145515505,4
2020,145518834,5
2020,145518835,5
2020,145515567,5
2020,145515602,4
2020,145519014,4
2020,145515801,5
2020,145515800,5
2020,145519101,4
2020,145515869,5
2020,145519225,3
2020,145516080,4
2020,145516083,4
2020,145519343,5
2020,145516275,5
2020,145519586,4
2020,145519756,4
2020,145519779,4
2020,145516692,4
2020,145516715,4
2020,145519931,4
2020,145519956,4
2020,145517011,4
2020,145520124,5
2020,145517185,4
2020,145520316,8
2020,145520316,2
2020,145517342,5
2020,145517424,4
2020,139661180,5
2020,134776693,4
2020,134781290,4
2020,134776793,4
2020,134776969,5
2020,134776991,5
2020,134777061,4
2020,134777579,4
2020,134777608,4
2020,134777628,5
2020,134777633,5
2020,134777690,4
2020,134777708,4
2020,134788294,5
2020,134788293,5
2020,134788292,4
2020,134788308,5
2020,134788309,5
2020,134788534,5
2020,134788729,6
2020,134788846,4
2020,139661224,5
2020,139661225,5
2020,139661226,5
2020,139384505,4
2020,139384521,5
2020,139388874,4
2020,139385580,5
2020,139389737,5
2020,139389767,1
2020,139385590,5
2020,139389769,5
2020,139385830,5
2020,139385831,4
2020,139389790,5
2020,134775954,5
2020,134777210,4
2020,134777813,4
2020,134777819,5
2020,134788023,5
2020,134788224,4
2020,134788854,4
2020,134789036,5
2020,134789037,5
2020,134776154,4
2020,134776187,5
2020,134776246,4
2020,134776313,4
2020,134776328,4
2020,134776508,4
2020,134776578,5
2020,134776843,4
2020,134777089,4
2020,134777111,4
2020,134777231,4
2020,134777443,5
2020,134777482,4
2020,134781344,4
2020,134781349,5
2020,134788893,5
2020,134780461,4
2020,134776025,4
2020,134776023,5
2020,134776701,4
2020,134776703,4
2020,134776973,4
2020,134777795,4
2020,134777818,4
2020,134777852,4
2020,134788273,5
2020,134788272,5
2020,134788286,4
2020,134788306,4
2020,134788322,5
2020,134788410,4
2020,134781800,5
2020,134781799,5
2020,134781859,5
2020,134788964,3
2020,134788965,4
2020,134776336,4
2020,134776444,5
2020,134776916,5
2020,134776915,5
2020,134777199,5
2020,134788247,5
2020,134777892,2
2020,134781539,1
2020,134787936,5
2020,134787977,4
2020,134781600,4
2020,134788190,4
2020,134788275,5
2020,134781765,4
2020,134788435,5
2020,134788461,5
2020,134788663,4
2020,134788746,5
2020,134775956,4
2020,134775955,4
2020,134776269,4
2020,134780703,4
2020,134776531,4
2020,134776532,5
2020,134776533,5
2020,134777104,4
2020,134780968,4
2020,134777100,4
2020,134777103,4
2020,134777162,4
2020,134787997,5
2020,134788042,4
2020,134788042,2
2020,134788124,4
2020,134788204,4
2020,134788280,5
2020,134788345,5
2020,134788358,5
2020,134784686,4
2020,134788396,4
2020,134789039,5
2020,134789102,5
2020,134789132,4
2020,134789137,4
2020,134789149,4
2020,134789165,4
2020,134789193,5
2020,134785067,5
2020,134782259,4
2020,134782258,4
2020,134789207,5
2020,134789215,4
2020,134785103,4
2020,134785104,4
2020,134789264,5
2020,134789273,5
2020,134789309,5
2020,134789323,4
2020,134785134,4
2020,134782328,4
2020,134789378,4
2020,134789389,4
2020,134789395,4
2020,134785174,4
2020,134789431,5
2020,134785189,4
2020,134789465,5
2020,134789482,5
2020,134789484,4
2020,134782384,4
2020,134789497,4
2020,134789523,4
2020,134789543,5
2020,134789585,5
2020,134789605,5
2020,134789611,5
2020,134789621,5
2020,134789622,5
2020,134789626,5
2020,134789645,5
2020,134789684,6
2020,134776256,4
2020,134780601,5
2020,134781449,4
2020,134788671,5
2020,134788718,4
2020,134788975,5
2020,134788977,4
2020,134789074,4
2020,134782241,4
2020,134782245,5
2020,134789181,5
2020,134789179,5
2020,134789180,5
2020,134789199,5
2020,134782267,5
2020,134785093,5
2020,134789238,4
2020,134789250,5
2020,134789400,5
2020,134789412,4
2020,134789437,4
2020,134789440,5
2020,134782365,4
2020,134782366,4
2020,134789466,4
2020,134789474,5
2020,134789492,3
2020,134789492,1
2020,134789495,4
2020,134789517,5
2020,134789550,5
2020,134789568,4
2020,134789584,5
2020,134789602,5
2020,134789619,4
2020,134789637,5
2020,134789636,5
2020,134789647,5
2020,134789664,4
2020,134789686,4
2020,134776037,4
2020,134776158,4
2020,134777274,5
2020,134784522,5
2020,134777520,4
2020,134777529,4
2020,134781342,4
2020,134777589,4
2020,134784560,1
2020,134777643,4
2020,134788024,4
2020,134788037,4
2020,134788046,5
2020,134788063,4
2020,134788253,4
2020,134781699,5
2020,134788259,5
2020,134788743,5
2020,134788803,4
2020,134788877,4
2020,134788892,5
2020,134776267,4
2020,134776501,3
2020,134776425,5
2020,134776439,4
2020,134776441,4
2020,134777095,4
2020,134777140,4
2020,134777295,5
2020,134777470,5
2020,134787904,4
2020,134787917,4
2020,134787916,5
2020,134781541,5
2020,134787921,5
2020,134787920,5
2020,134781542,5
2020,134787998,5
2020,134788019,5
2020,134788721,4
2020,134788778,4
2020,134782012,4
2020,134775965,4
2020,134777789,4
2020,134781480,4
2020,134788187,4
2020,134788167,5
2020,134788166,4
2020,134788212,4
2020,134788232,4
2020,134788601,3
2020,134788672,4
2020,134788776,5
2020,134788863,5
2020,134788916,5
2020,134789022,4
2020,134775961,5
2020,134776670,4
2020,134777041,4
2020,134777320,4
2020,134781185,4
2020,134781335,5
2020,134781456,4
2020,134788763,1
2020,134788762,1
2020,134777728,5
2020,134788661,3
2020,134788817,4
2020,134788912,5
2020,134789058,2
2020,134789058,4
2020,134789079,5
2020,134789083,5
2020,134776004,5
2020,134776068,5
2020,134776121,4
2020,134776123,5
2020,134776478,4
2020,134776535,4
2020,134776987,4
2020,134784499,4
2020,134777038,1
2020,134777517,4
2020,134781278,5
2020,134788145,5
2020,134788181,4
2020,134781820,5
2020,134788542,5
2020,134788541,4
2020,134777289,4
2020,134777370,4
2020,134777376,5
2020,134781203,4
2020,134781207,5
2020,134777438,5
2020,134777454,4
2020,134787940,4
2020,134781628,4
2020,134777838,4
2020,134777869,5
2020,139367469,2
2020,139367469,6
2020,139367680,4
2020,139371374,5
2020,139371393,4
2020,139373935,4
2020,139372688,4
2020,139374021,5
2020,139374501,5
2020,139378562,4
2020,139376118,5
2020,139380366,5
2020,139380562,5
2020,139380600,5
2020,139376700,4
2020,139381260,3
2020,139377028,3
2020,139381427,5
2020,134776236,4
2020,134776543,4
2020,134776598,5
2020,134776819,5
2020,134777661,5
2020,134776957,5
2020,134777019,4
2020,134777555,5
2020,134777584,5
2020,134777721,4
2020,134777800,4
2020,134777801,4
2020,134777849,5
2020,134781499,5
2020,134781500,5
2020,134781504,5
2020,134777873,5
2020,134777874,5
2020,134787923,5
2020,134787924,5
2020,134775970,4
2020,134776005,5
2020,134776022,4
2020,134784389,4
2020,134776205,5
2020,134776206,4
2020,134776319,4
2020,134776590,4
2020,134776589,2
2020,134776591,5
2020,134776609,4
2020,134780794,4
2020,134777002,5
2020,134780954,4
2020,134777154,4
2020,134781035,4
2020,134784557,4
2020,134777637,5
2020,134777651,4
2020,134788125,4
2020,134788174,5
2020,134781443,5
2020,134781447,4
2020,134781446,5
2020,134788245,4
2020,134788310,4
2020,134788780,4
2020,134788818,4
2020,134788849,5
2020,134776094,4
2020,134776145,4
2020,134777863,4
2020,139367576,4
2020,139367632,5
2020,139371121,5
2020,139367666,5
2020,139367668,5
2020,139371006,4
2020,139367706,4
2020,139371043,4
2020,139371040,4
2020,139367716,4
2020,139371122,4
2020,139372023,5
2020,139371452,5
2020,139373385,5
2020,139372190,5
2020,139372594,4
2020,139372770,4
2020,139374057,5
2020,139374072,5
2020,139372753,5
2020,139379404,4
2020,139378639,5
2020,139374857,5
2020,139379303,5
2020,139379424,2
2020,139375600,4
2020,139375901,5
2020,139376334,5
2020,139380784,4
2020,139380873,4
2020,139381070,5
2020,139381212,5
2020,139381252,5
2020,139377127,5
2020,139377125,5
2020,139381370,5
2020,139377287,4
2020,139381884,4
2020,139382255,4
2020,139377596,4
2020,139382166,5
2020,139382253,4
2020,139382258,4
2020,139377805,5
2020,139383099,4
2020,139382659,4
2020,136285723,4
2020,136285724,5
2020,136288663,5
2020,136288688,5
2020,136288756,4
2020,136285841,4
2020,136288804,4
2020,136288855,4
2020,136286187,4
2020,136289047,5
2020,136289045,5
2020,136286292,4
2020,136289382,4
2020,136286554,4
2020,136289273,4
2020,136260157,4
2020,136289336,5
2020,136293256,4
2020,136289309,4
2020,136289486,4
2020,136287179,4
2020,136287208,4
2020,136260169,4
2020,136290191,4
2020,136289730,5
2020,136289857,4
2020,136289858,4
2020,136265285,3
2020,136260292,5
2020,136293391,5
2020,136293463,5
2020,136293462,4
2020,136290332,4
2020,136293525,6
2020,136290378,4
2020,136290412,4
2020,136293617,5
2020,136294198,4
2020,136290551,5
2020,136293903,4
2020,136290583,6
2020,136294160,1
2020,136290687,4
2020,136294244,5
2020,136294245,5
2020,136294274,4
2020,136294279,5
2020,136290807,4
2020,136290874,5
2020,136290891,5
2020,136290936,5
2020,136294573,5
2020,136294584,5
2020,136294755,5
2020,136291029,4
2020,136291030,4
2020,136295028,5
2020,136291071,8
2020,136296047,4
2020,136295294,4
2020,136291100,5
2020,136291101,5
2020,136291109,5
2020,136295384,4
2020,136295533,4
2020,136260359,4
2020,136291173,5
2020,136295545,5
2020,136295980,5
2020,136296055,4
2020,136291290,4
2020,136296095,4
2020,136296113,6
2020,136296176,5
2020,136260553,5
2020,136260567,6
2020,136260603,4
2020,136265678,5
2020,136265677,5
2020,136260645,5
2020,136260644,5
2020,136260681,5
2020,136260691,4
2020,136260856,4
2020,136260859,5
2020,136260860,5
2020,136260916,4
2020,136260996,4
2020,136261009,6
2020,136261042,4
2020,136261110,4
2020,136261124,4
2020,136261149,4
2020,136261198,5
2020,136261497,4
2020,136261592,5
2020,136261640,5
2020,139367460,5
2020,139381550,2
2020,139389811,4
2020,139385852,4
2020,139385899,4
2020,139386381,5
2020,139386425,5
2020,139386508,5
2020,139390219,5
2020,139386648,4
2020,139390223,4
2020,139390235,4
2020,139390273,5
2020,139386711,4
2020,139390557,5
2020,139390397,5
2020,139390396,4
2020,139390423,6
2020,139390563,4
2020,139390892,5
2020,139390975,4
2020,139390995,4
2020,139391069,5
2020,139391070,5
2020,139391121,5
2020,139387495,5
2020,139387494,4
2020,139391284,4
2020,139391358,5
2020,139387594,5
2020,139387599,4
2020,139391417,6
2020,139391434,4
2020,139391441,4
2020,139391521,4
2020,139391520,4
2020,139391813,8
2020,144081159,4
2020,144081373,4
2020,144077330,4
2020,144081540,4
2020,144081542,4
2020,144081559,6
2020,136257616,5
2020,144077386,4
2020,144081618,5
2020,144081842,4
2020,144077679,4
2020,136259138,5
2020,144077695,5
2020,144082073,5
2020,144077696,5
2020,144082071,5
2020,144077726,4
2020,144077764,4
2020,144077816,4
2020,144077846,4
2020,144082441,4
2020,136259167,4
2020,144082913,4
2020,136259207,5
2020,136259441,5
2020,136263672,5
2020,136259555,4
2020,136263808,4
2020,136263807,4
2020,136259641,4
2020,136259694,4
2020,136259763,4
2020,136264287,4
2020,136259837,5
2020,136259839,4
2020,136259851,5
2020,136259953,5
2020,136259962,4
