"DATA_YEAR","BIAS_ID","OFFENSE_ID"
2020,21,163135879
2020,21,163137213
2020,21,163137065
2020,21,163141434
2020,21,163141630
2020,21,163137451
2020,21,163141956
2020,21,163141852
2020,21,163141927
2020,21,163137719
2020,21,163137821
2020,21,163142183
2020,21,163142385
2020,21,163137994
2020,21,163142279
2020,21,163138076
2020,21,163142396
2020,21,163142405
2020,21,163138312
2020,21,163138352
2020,21,163138343
2020,21,163142649
2020,21,163138501
2020,21,163138509
2020,21,163138508
2020,21,163138514
2020,21,163138629
2020,21,163142812
2020,21,163138651
2020,21,163138631
2020,21,163138692
2020,21,163138764
2020,21,163138781
2020,21,163138880
2020,21,163143030
2020,21,163138920
2020,21,163143073
2020,21,163138951
2020,21,163138975
2020,21,163143122
2020,21,163138988
2020,21,163139017
2020,21,163139037
2020,21,163143220
2020,21,163139168
2020,21,163143263
2020,21,163143346
2020,21,163143344
2020,21,163143352
2020,21,163143403
2020,21,163139645
2020,21,163143666
2020,21,163139654
2020,21,163143712
2020,21,163143878
2020,21,163143876
2020,21,163143909
2020,21,163144026
2020,21,163140076
2020,21,163144108
2020,21,163144115
2020,21,163140141
2020,21,163140132
2020,21,163144124
2020,21,163140143
2020,21,163144158
2020,21,163144206
2020,21,163144220
2020,21,163140226
2020,21,163144234
2020,21,163144236
2020,21,163140209
2020,21,163140213
2020,21,163140210
2020,21,163140211
2020,21,163144312
2020,21,163144314
2020,21,163140336
2020,21,163144375
2020,21,163144372
2020,21,163140356
2020,21,163144386
2020,21,163140419
2020,21,163140438
2020,21,163140440
2020,21,163144462
2020,21,163144467
2020,21,163140473
2020,21,163140466
2020,21,163144528
2020,21,163140709
2020,21,163140821
2020,21,163140900
2020,21,163144770
2020,21,163144782
2020,21,163140930
2020,21,163140947
2020,21,163144802
2020,21,163140964
2020,21,163140994
2020,21,163144828
2020,21,163144835
2020,21,163141008
2020,21,163144855
2020,21,163144849
2020,21,163141024
2020,21,163141022
2020,21,163141028
2020,21,163141027
2020,21,163144865
2020,21,163144864
2020,21,163144877
2020,21,163141039
2020,21,163141043
2020,21,163144894
2020,21,163144895
2020,21,163141109
2020,21,163144955
2020,21,163144957
2020,21,163141126
2020,21,163144972
2020,21,163141160
2020,21,163141161
2020,21,163144989
2020,21,163146210
2020,21,163145026
2020,21,163145025
2020,21,163145035
2020,21,163146226
2020,21,163146227
2020,21,163145040
2020,21,163146228
2020,21,163145060
2020,21,163145075
2020,21,163146266
2020,21,163146267
2020,21,163145082
2020,21,163146274
2020,21,163145091
2020,21,163146281
2020,21,163145112
2020,21,163145111
2020,21,163146300
2020,21,163146314
2020,21,163146316
2020,21,163145118
2020,21,163145142
2020,21,163146343
2020,21,163145201
2020,21,163146439
2020,21,163146440
2020,21,163145235
2020,21,163146443
2020,21,163145246
2020,21,163146452
2020,21,163146492
2020,21,163145306
2020,21,163145325
2020,21,163145346
2020,21,163145363
2020,21,163145361
2020,21,163146561
2020,21,163146569
2020,21,163145393
2020,21,163145397
2020,21,163146613
2020,21,163146626
2020,21,163145455
2020,21,163146646
2020,21,163145459
2020,21,163146676
2020,21,163145486
2020,21,163146704
2020,21,163146722
2020,21,163145570
2020,21,163145568
2020,21,163145572
2020,21,163145574
2020,21,163146809
2020,21,163146812
2020,21,163146851
2020,21,163146897
2020,21,163146896
2020,21,163145736
2020,21,163146950
2020,21,163146969
2020,21,163146990
2020,21,163147034
2020,21,163147043
2020,21,163145790
2020,21,163147065
2020,21,163147064
2020,21,163147082
2020,21,163147081
2020,21,163145798
2020,21,163147102
2020,21,163147101
2020,21,163145804
2020,21,163145805
2020,21,163145817
2020,21,163147128
2020,21,163147130
2020,21,163147129
2020,21,163145821
2020,21,163145820
2020,21,163147134
2020,21,163147133
2020,21,163145836
2020,21,163145835
2020,21,163147146
2020,21,163145861
2020,21,163147230
2020,21,163145919
2020,21,163147244
2020,21,163147250
2020,21,163145977
2020,21,163147286
2020,21,163146070
2020,21,163147386
2020,21,163146079
2020,21,163147411
2020,21,163147429
2020,21,163147424
2020,21,163147426
2020,21,163147428
2020,21,163146108
2020,21,163147449
2020,21,163147445
2020,21,163147450
2020,21,163146125
2020,21,163147473
2020,21,163146150
2020,21,163147497
2020,21,163146168
2020,21,163147530
2020,21,163151189
2020,21,163147597
2020,21,163151243
2020,21,163151247
2020,21,163151246
2020,21,163151263
2020,21,163151270
2020,21,163151269
2020,21,163147653
2020,21,163151313
2020,21,163147686
2020,21,163151332
2020,21,163147719
2020,21,163147722
2020,21,163151371
2020,21,163142423
2020,21,163138204
2020,21,163142412
2020,21,163138240
2020,21,163138271
2020,21,163142599
2020,21,163138463
2020,21,163138465
2020,21,163138464
2020,21,163142679
2020,21,163142681
2020,21,163142714
2020,21,163142796
2020,21,163138653
2020,21,163142840
2020,21,163142839
2020,21,163143053
2020,21,163138924
2020,21,163143057
2020,21,163138991
2020,21,163143154
2020,21,163143193
2020,21,163139122
2020,21,163139129
2020,21,163139212
2020,21,163139271
2020,21,163139303
2020,21,163143368
2020,21,163143402
2020,21,163139463
2020,21,163139634
2020,21,163139662
2020,21,163139696
2020,21,163139698
2020,21,163139739
2020,21,163143755
2020,21,163143758
2020,21,163139751
2020,21,163143768
2020,21,163143766
2020,21,163143788
2020,21,163140010
2020,21,163144018
2020,21,163140187
2020,21,163144216
2020,21,163140245
2020,21,163140298
2020,21,163144305
2020,21,163144304
2020,21,163144303
2020,21,163140347
2020,21,163144565
2020,21,163144564
2020,21,163140680
2020,21,163140710
2020,21,163140765
2020,21,163140767
2020,21,163144657
2020,21,163140840
2020,21,163144741
2020,21,163144804
2020,21,163144811
2020,21,163144807
2020,21,163140996
2020,21,163144858
2020,21,163141042
2020,21,163141076
2020,21,163141075
2020,21,163144909
2020,21,163141090
2020,21,163141153
2020,21,163144975
2020,21,163144984
2020,21,163144987
2020,21,163145128
2020,21,163145218
2020,21,163145232
2020,21,163146447
2020,21,163145283
2020,21,163145348
2020,21,163145347
2020,21,163145364
2020,21,163146562
2020,21,163146563
2020,21,163146590
2020,21,163146627
2020,21,163146644
2020,21,163146645
2020,21,163146692
2020,21,163146693
2020,21,163146813
2020,21,163146825
2020,21,163146824
2020,21,163146826
2020,21,163145619
2020,21,163146839
2020,21,163146880
2020,21,163146879
2020,21,163146985
2020,21,163145750
2020,21,163145749
2020,21,163145777
2020,21,163145779
2020,21,163145782
2020,21,163147050
2020,21,163147071
2020,21,163147115
2020,21,163147142
2020,21,163147141
2020,21,163145843
2020,21,163147152
2020,21,163147186
2020,21,163145875
2020,21,163145879
2020,21,163147192
2020,21,163145899
2020,21,163147294
2020,21,163147311
2020,21,163147310
2020,21,163147324
2020,21,163147348
2020,21,163146047
2020,21,163146053
2020,21,163147371
2020,21,163146145
2020,21,163147492
2020,21,163147502
2020,21,163147510
2020,21,163151186
2020,21,163151210
2020,21,163147670
2020,21,163147669
2020,21,163147671
2020,21,163151345
2020,21,163147720
2020,21,163142402
2020,21,163142449
2020,21,163142473
2020,21,163142507
2020,21,163142554
2020,21,163138414
2020,21,163138436
2020,21,163142894
2020,21,163138706
2020,21,163142893
2020,21,163138733
2020,21,163138759
2020,21,163138787
2020,21,163138885
2020,21,163138884
2020,21,163139543
2020,21,163143603
2020,21,163143756
2020,21,163140031
2020,21,163140116
2020,21,163144143
2020,21,163140154
2020,21,163144168
2020,21,163140219
2020,21,163140290
2020,21,163144433
2020,21,163144595
2020,21,163144604
2020,21,163144620
2020,21,163140809
2020,21,163144786
2020,21,163140186
2020,21,163144109
2020,21,163144122
2020,21,163144200
2020,21,163140249
2020,21,163140250
2020,21,163140320
2020,21,163144447
2020,21,163140422
2020,21,163140444
2020,21,163144460
2020,21,163144491
2020,21,163140569
2020,21,163144724
2020,22,163135639
2020,21,163136503
2020,21,163136519
2020,22,163135928
2020,21,163137049
2020,21,163141375
2020,21,163141534
2020,21,163141448
2020,21,163137379
2020,21,163137518
2020,21,163137626
2020,21,163141814
2020,21,163141838
2020,21,163137639
2020,21,163141855
2020,21,163141957
2020,21,163142020
2020,21,163137789
2020,21,163142063
2020,21,163137861
2020,21,163142298
2020,21,163138033
2020,21,163142284
2020,21,163142350
2020,21,163142386
2020,21,163142509
2020,21,163142540
2020,21,163138375
2020,21,163142633
2020,21,163138459
2020,21,163138518
2020,21,163138717
2020,21,163142904
2020,21,163142912
2020,21,163142811
2020,21,163142810
2020,21,163138715
2020,21,163142937
2020,21,163138936
2020,21,163143083
2020,21,163138954
2020,21,163138962
2020,21,163138989
2020,21,163138990
2020,21,163143211
2020,21,163143248
2020,21,163139166
2020,21,163139188
2020,21,163143275
2020,21,163139214
2020,21,163139210
2020,21,163139229
2020,21,163139241
2020,21,163139242
2020,21,163143340
2020,21,163143343
2020,21,163139524
2020,21,163143674
2020,21,163139718
2020,21,163143751
2020,21,163143753
2020,21,163139796
2020,21,163143926
2020,21,163139968
2020,21,163139990
2020,21,163143982
2020,21,163139988
2020,21,163144096
2020,21,163144094
2020,21,163144280
2020,21,163144279
2020,21,163144401
2020,21,163138316
2020,21,163138477
2020,21,163138478
2020,21,163138479
2020,21,163142710
2020,21,163140183
2020,21,163142809
2020,21,163138655
2020,21,163142822
2020,21,163142942
2020,22,163138797
2020,21,163138853
2020,21,163138852
2020,21,163138970
2020,21,163138978
2020,21,163138987
2020,21,163138986
2020,21,163139006
2020,21,163139011
2020,21,163143180
2020,21,163143268
2020,21,163139195
2020,21,163139304
2020,21,163139478
2020,21,163143612
2020,21,163143608
2020,21,163143639
2020,21,163143737
2020,21,163139726
2020,21,163143747
2020,21,163143813
2020,21,163139874
2020,22,154311622
2020,21,154331812
2020,22,154331826
2020,22,154331857
2020,22,154311647
2020,22,154331828
2020,21,154331873
2020,21,154331884
2020,21,154331914
2020,22,154331928
2020,21,154331932
2020,21,154331942
2020,21,154311687
2020,21,154311742
2020,21,154332005
2020,21,154332024
2020,21,154332047
2020,21,154311772
2020,21,154311796
2020,21,154311794
2020,21,154332066
2020,21,154311806
2020,21,154311798
2020,21,154311825
2020,21,154311859
2020,21,154311824
2020,21,154311863
2020,21,154311838
2020,21,154332075
2020,21,154311880
2020,21,154332095
2020,21,154311904
2020,21,154332097
2020,21,154311927
2020,21,154332136
2020,21,154332139
2020,21,154332148
2020,21,154332145
2020,21,154332160
2020,21,154332189
2020,21,154311993
2020,21,154332244
2020,21,154332247
2020,21,154332293
2020,21,154332304
2020,21,154332325
2020,21,154312041
2020,21,154332332
2020,21,154332337
2020,21,154312068
2020,21,154332401
2020,21,154332415
2020,21,154332414
2020,22,154312139
2020,21,154332464
2020,21,154332448
2020,21,154332449
2020,21,154312153
2020,21,154332502
2020,21,154312157
2020,21,154312137
2020,21,154332531
2020,21,154332566
2020,21,154312213
2020,21,154312210
2020,21,154312236
2020,21,154312235
2020,21,154312247
2020,21,154312255
2020,21,154332727
2020,21,154312290
2020,21,154332752
2020,21,154312296
2020,21,154312302
2020,21,154332774
2020,21,154312312
2020,21,154332805
2020,21,154312335
2020,21,154332815
2020,21,154332824
2020,21,154332819
2020,21,154332850
2020,21,154312358
2020,21,154332838
2020,21,148598782
2020,21,148590288
2020,21,148590295
2020,21,148590308
2020,21,148590319
2020,21,148590323
2020,21,148590325
2020,21,148590329
2020,21,148590328
2020,21,148590331
2020,21,148598841
2020,21,148590344
2020,21,148598854
2020,21,148590354
2020,21,148590360
2020,21,148590359
2020,21,148590363
2020,21,148590380
2020,21,148590386
2020,21,148590390
2020,21,148590395
2020,21,148590393
2020,21,148592755
2020,21,148590401
2020,21,148590405
2020,21,148598914
2020,21,148598917
2020,21,148592761
2020,21,148590410
2020,21,148590411
2020,21,148590416
2020,21,148598935
2020,21,148590427
2020,21,148598948
2020,21,148598949
2020,21,148598950
2020,21,148598958
2020,21,148590453
2020,21,148590452
2020,21,148590460
2020,21,148590459
2020,21,148590468
2020,21,148599038
2020,21,148599050
2020,21,148590496
2020,21,148590498
2020,21,148590499
2020,21,148599086
2020,21,148590512
2020,21,148599140
2020,21,148592798
2020,21,148590522
2020,21,148599167
2020,21,148590531
2020,21,148599214
2020,21,148590540
2020,21,148592815
2020,21,148590547
2020,21,148590546
2020,21,148590551
2020,21,148590550
2020,21,148590553
2020,21,148599230
2020,21,148592821
2020,21,148590555
2020,21,148590557
2020,21,148599252
2020,21,148599259
2020,21,148590561
2020,21,148590565
2020,21,148590573
2020,21,148590577
2020,21,148590592
2020,21,154399789
2020,21,153753832
2020,21,153753862
2020,21,153753864
2020,21,153757628
2020,21,153757629
2020,21,153753872
2020,21,153753873
2020,21,150313608
2020,21,150313609
2020,21,150309287
2020,22,150313628
2020,21,150313630
2020,21,150309303
2020,22,150313640
2020,21,150309323
2020,21,150309383
2020,21,150313682
2020,21,150313710
2020,21,150309410
2020,21,150314563
2020,21,150310842
2020,21,150310855
2020,21,150314585
2020,21,150310882
2020,21,150310919
2020,21,150314618
2020,21,150314626
2020,21,150314665
2020,21,150311035
2020,21,150314668
2020,21,150314673
2020,21,150311040
2020,21,150311041
2020,21,150316681
2020,21,150315077
2020,21,150315078
2020,21,150316852
2020,21,150316854
2020,21,150316877
2020,21,150316971
2020,21,150315181
2020,21,150317008
2020,21,150315281
2020,21,150317089
2020,21,150317106
2020,21,150315234
2020,21,150317127
2020,21,150317128
2020,21,150315462
2020,21,150317173
2020,21,150315270
2020,21,150317223
2020,21,150315484
2020,21,150317666
2020,21,150317248
2020,21,150315294
2020,21,150317269
2020,21,150315303
2020,21,150315327
2020,21,150317363
2020,21,150317386
2020,21,150315359
2020,21,150315358
2020,21,150317405
2020,21,150315369
2020,21,150317434
2020,21,150315401
2020,21,150315409
2020,21,150315507
2020,21,150315516
2020,21,150315419
2020,21,150317517
2020,21,150317534
2020,21,150315438
2020,21,150317556
2020,21,150317554
2020,21,150317569
2020,21,150315457
2020,21,150317592
2020,21,150317736
2020,21,150317761
2020,21,150315478
2020,21,150315479
2020,21,150317671
2020,21,150315577
2020,21,150317774
2020,21,150315548
2020,21,150317787
2020,21,150317788
2020,21,150317817
2020,21,150317841
2020,21,150317846
2020,21,150317865
2020,21,150315600
2020,21,150317880
2020,21,150317891
2020,21,150317900
2020,21,150317911
2020,21,150317918
2020,21,150317959
2020,21,150317965
2020,21,150317997
2020,21,150318007
2020,21,150315709
2020,21,150318032
2020,21,150318042
2020,21,150315753
2020,22,150309261
2020,21,150313613
2020,21,150309270
2020,21,150309282
2020,21,150309378
2020,21,150309572
2020,21,150309560
2020,21,150313869
2020,21,150309583
2020,21,150313876
2020,21,150309597
2020,21,150309596
2020,21,150309602
2020,21,150313895
2020,21,150309614
2020,21,150309621
2020,21,150309653
2020,21,150309654
2020,21,150313932
2020,22,150313935
2020,21,150309700
2020,21,150309699
2020,21,150309735
2020,21,150313985
2020,21,150313997
2020,21,150313998
2020,21,150314010
2020,21,150309806
2020,21,150309839
2020,21,150310004
2020,21,150314082
2020,21,150310069
2020,21,150310073
2020,21,150311164
2020,21,150314098
2020,21,150310119
2020,21,150314111
2020,21,150310132
2020,21,150310149
2020,21,150310155
2020,21,150310156
2020,21,150310162
2020,21,150314139
2020,21,150314141
2020,21,150310219
2020,21,150310226
2020,21,150314171
2020,21,150310253
2020,21,150310270
2020,21,150314183
2020,21,150310282
2020,21,150310288
2020,21,150310301
2020,21,150314197
2020,21,150314198
2020,21,150310317
2020,21,150310321
2020,21,150314205
2020,21,150314783
2020,21,150314297
2020,21,150310505
2020,21,150310517
2020,21,150314356
2020,21,150314370
2020,21,150314369
2020,21,150310551
2020,21,150310566
2020,21,150310568
2020,21,150314387
2020,21,150310587
2020,21,150310591
2020,21,150310597
2020,21,150310598
2020,21,150316795
2020,21,150314437
2020,21,150310696
2020,21,150314455
2020,21,150314600
2020,21,150310964
2020,21,150311013
2020,21,150311016
2020,21,150311024
2020,21,150311044
2020,21,150311064
2020,21,150314700
2020,21,150314804
2020,21,150314805
2020,21,150311108
2020,21,150316861
2020,21,150311120
2020,21,150314727
2020,21,150314736
2020,21,150311146
2020,21,150314757
2020,21,150314761
2020,21,150311165
2020,21,150314767
2020,21,150314773
2020,21,150316185
2020,21,150316242
2020,21,150314838
2020,21,150316278
2020,21,150314842
2020,21,150314843
2020,21,150314855
2020,21,150314866
2020,21,150316403
2020,21,150314908
2020,21,150316576
2020,21,150315044
2020,21,150316777
2020,21,150315067
2020,21,150315095
2020,21,150315110
2020,21,150316912
2020,21,150315150
2020,21,150316956
2020,22,150315177
2020,21,150316996
2020,21,150317004
2020,21,150317019
2020,21,150317027
2020,21,150315203
2020,21,150317078
2020,21,150315231
2020,21,150315244
2020,21,150315276
2020,21,150315278
2020,21,150315279
2020,21,150315290
2020,21,150317253
2020,21,150317286
2020,21,150315529
2020,21,150317306
2020,21,150315315
2020,21,150317320
2020,21,150315329
2020,21,150317335
2020,21,150317353
2020,21,150317368
2020,21,150317375
2020,21,150317376
2020,21,150315363
2020,21,150315374
2020,21,150315377
2020,21,150315384
2020,21,150317443
2020,21,150317457
2020,21,150315402
2020,21,150317528
2020,21,150317536
2020,21,150317537
2020,21,150317538
2020,21,150317553
2020,21,150315468
2020,21,150315493
2020,21,150317674
2020,21,150317675
2020,21,150317682
2020,21,150317683
2020,21,150318058
2020,21,150317752
2020,21,150317765
2020,21,150317795
2020,21,150317809
2020,21,150317811
2020,21,150317810
2020,21,150315559
2020,21,150315560
2020,21,150317834
2020,21,150317851
2020,21,150317852
2020,21,150317853
2020,21,150315593
2020,21,150317877
2020,21,150315602
2020,21,150315601
2020,21,150315605
2020,21,150315616
2020,21,150317902
2020,21,150317908
2020,21,150315637
2020,21,150315649
2020,21,150315648
2020,21,150315656
2020,21,150317962
2020,21,150315675
2020,21,150315690
2020,21,150315710
2020,21,150318024
2020,21,150318055
2020,21,150318059
2020,21,150315741
2020,21,150315743
2020,21,150318088
2020,21,150318105
2020,21,150318141
2020,21,150250574
2020,21,150258576
2020,21,150258648
2020,21,150258649
2020,21,150258651
2020,21,150250740
2020,21,150258659
2020,21,150250744
2020,21,150258667
2020,21,150258668
2020,21,150250754
2020,21,150250755
2020,21,150250765
2020,21,150250766
2020,21,150250769
2020,21,150258676
2020,21,150250786
2020,21,150250792
2020,21,150258692
2020,21,150250799
2020,21,150250797
2020,21,150250798
2020,21,150250800
2020,21,150250804
2020,21,150309405
2020,21,150310975
2020,21,150310984
2020,21,150314648
2020,21,150311007
2020,21,150316985
2020,21,150311062
2020,21,150314689
2020,21,150311086
2020,21,150311133
2020,21,150311155
2020,21,150314754
2020,21,150314764
2020,21,150314766
2020,21,150316199
2020,21,150314892
2020,21,150314784
2020,21,150314786
2020,21,150316211
2020,21,150314792
2020,21,150314798
2020,21,150314801
2020,21,150316219
2020,21,150314918
2020,21,150314922
2020,21,150316516
2020,21,150316601
2020,21,150316602
2020,21,150317488
2020,21,150315027
2020,21,150315041
2020,21,150316762
2020,21,150316845
2020,21,150316897
2020,21,150315208
2020,21,150317071
2020,21,150317087
2020,21,150317093
2020,21,150315263
2020,21,150317207
2020,21,150317278
2020,21,150317302
2020,21,150315312
2020,21,150315325
2020,21,150317348
2020,21,150317374
2020,21,150317440
2020,21,150315390
2020,21,150317472
2020,21,150317505
2020,21,150317519
2020,21,150317814
2020,21,150315572
2020,21,148599441
2020,21,148599442
2020,21,148592876
2020,21,148590756
2020,21,148592914
2020,21,148592918
2020,21,148592922
2020,21,148599548
2020,21,148592938
2020,21,148592940
2020,21,148590820
2020,21,148590822
2020,21,148592950
2020,21,148592951
2020,21,148592976
2020,21,148592974
2020,21,148592983
2020,21,148590833
2020,21,148590832
2020,21,148590831
2020,21,148593001
2020,21,148593012
2020,21,148593011
2020,21,148590839
2020,21,148593019
2020,21,148599626
2020,21,148593021
2020,21,148590841
2020,21,148593031
2020,21,148599639
2020,21,148593045
2020,21,148593050
2020,21,148593053
2020,21,148590855
2020,21,148593060
2020,21,148593065
2020,21,148593064
2020,21,148590862
2020,21,148590863
2020,21,148593071
2020,21,148593073
2020,21,148593072
2020,21,148593078
2020,21,148593080
2020,21,148590868
2020,21,148590867
2020,21,148593084
2020,21,148590875
2020,21,148590879
2020,21,148590878
2020,21,148590882
2020,21,148593095
2020,21,148593097
2020,21,148593098
2020,21,148599712
2020,21,148593099
2020,21,148599711
2020,21,148599718
2020,21,148593115
2020,21,148593116
2020,21,148599733
2020,21,148590941
